symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"HLD","2zBf5xUA5USqW6CT8Sq5idiNMSC71sgrVxWiRWK9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05e-7","","","","","","2026-07-17T08:13:38.857Z",""
"SPODCAT","2LBkJZUiLYm4RzJQNdXdCtK5XNZLs9jWRXVjcBW7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.432e-7","","","","","","2026-07-17T08:13:51.837Z",""
"CEO","GVtD3AbjdxPdCjooGShUPgrcnuUozhycZKSpGvKepump","55","0.09876543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003842","","","","","","4.352e-7","2026-07-17T08:13:57.230Z","","","","","2026-07-17T08:14:56.191Z",""
"poh","4mPJ9JBiwV9cizTmL8M3jH8QBRMZc1xAxPKMYh2zpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002085","","","","","","","2026-07-17T08:13:57.640Z","","","","","",""
"TICKET","C3Nm5LQrseCMkGiZizAXW5nBhTiyF2dfAWE1t4Cjpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002816","","","","","","0.000002176","2026-07-17T08:14:09.663Z","","","","","2026-07-17T08:18:26.223Z",""
"1000","26ZrHiZFQr4ufeJiVZzssUEf4Ho6tFeHeiQuUs32pump","62","0.900000001","","","","","","","","","","","0.900000001","0","10","1","0","0","8870.88","3","602.64","602.64","0.63","0.63","301","","0","0","1","0","0","","","","","","","0.00000887","0.00000887","","","","","","2026-07-17T08:14:10.082Z","2026-07-17T08:15:50.083Z","","","","",""
"SHK","Gxhdr2n4ARwRKd3ijr6vZS6L6YeNfsJ3SoVkcShDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.048e-7","","","","","","2026-07-17T08:14:10.450Z",""
"AHEGAO","Gg87byhBvSy8SyyReu9KoQDL8nQojA4FmW15Ckbwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.389e-8","","","","","","2026-07-17T08:14:14.810Z",""
"PFC","DXW6aFGro7zfzc1M7GF7YayfecwbFBRGrxiDZ4EYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.505e-7","","","","","","2026-07-17T08:14:26.979Z",""
"FIRST","CHyoSeV1tBULwNi9XPA99iBWJuo9Ms9TirWwbCSQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.518e-7","","","","","","2026-07-17T08:14:32.797Z",""
"1000","Eho3yVLnB1wCkUhar8qXshbQ7VuXuuk8oqXURJHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.352e-7","","","","","","2026-07-17T08:14:44.881Z",""
"at","35gdDoBgCCcS1WrBtLdUR5seNRPUD37NVfiwrTgBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001147","","","","","","2026-07-17T08:14:56.993Z",""
"Yuki-Chan","2asCxWAEimjpEEYeXrrdEbCeyCnPaTYB4xHVHYRmpump","60","2.518518517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002256","","","","","","","2026-07-17T08:15:02.858Z","","","","","",""
"Wifout","7YCTXLpRn1zSgfU7o99RsyCnu7B8vUJAs9HxXKvMpump","62","2.765432097","manual","","115.67","","","","","","","","2.765432097","0","0","0","0","0","6959.94","3","9752.39","9752.39","0.571","0.571","180","","0","0","1","0","1","","","","","","","0.000004956","0.000006959","0.000009599","","","","","2026-07-17T08:15:08.857Z","2026-07-17T08:16:50.367Z","2026-07-17T08:18:46.037Z","","","",""
"PFC","HWdyLLGioBucVVL1dDnGC8yoycZaAy6uspoNZ1MFpump","61","0.720987653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002165","","","","","","","2026-07-17T08:15:14.843Z","","","","","",""
"$BULLY","Ffkt1xGcRrwsyvYvDzA6HBwSHNbFnQuBmkPp11hXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.087e-7","","","","","","2026-07-17T08:15:32.949Z",""
"AHEGAO","FsfW8NPoP5brKEwPDUNGPnqRhjDVMDGvEj3mMo83pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.923e-7","","","","","","2026-07-17T08:15:38.807Z",""
"Roodabeguh","GAN77syL7vQHmqjCeYqq8yxHyBeuTMgGDbKFrj9Wpump","58","3","","149.842","","","","","","","","","3","0","1","0","0","0","2126.2","3","724.23","724.23","0.667","0.667","-15.8","","0","0","1","0","0","-2.1636876763875854","","","","","","0.000002126","0.000002126","","","0.00000208","","","2026-07-17T08:15:44.894Z","2026-07-17T08:17:38.202Z","","","2026-07-17T08:20:08.044Z","",""
"$BULLY","kzVFEGJQ68fbdPzAT9fsUVKyYjqQnt3Hs7SBiHnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.373e-7","","","","","","2026-07-17T08:16:02.810Z",""
"SHRUCK","7WAAPuj9kgvkqqqjZgN1S4pwsgcapa39bJ1SemHepump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000216","","","","","","","2026-07-17T08:16:09.240Z","","","","","",""
"CASINO","ABzXi4JYXjcHsR5cXS1nVar2myHixkXGnrJsParipump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000021","","","","","","","2026-07-17T08:16:09.627Z","","","","","",""
"SOLANA","FZFpd6QiBMFiFvF9ZgepYhwcHqx1N1swaBf8xy7Ypump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002086","","","","","","","2026-07-17T08:16:20.849Z","","","","","",""
"Crying","C3JqccEGuApxAVmJtXyQvQeG4Nbekdr35i3UeCLSpump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002086","","","","","","","2026-07-17T08:16:27.260Z","","","","","",""
"翻译","2uFrfdrnRW86FufcUKj2oFJoFpywuwygwDUKheYhpump","67","3.901234566","","120.125","","","","","","","","","3.901234566","0","0","0","0","0","2083.78","4","1694.32","1694.32","0.565","0.565","-21.82","","0","0","1","0","0","0","","","","","","0.000002266","0.000002083","","","0.000002083","","","2026-07-17T08:16:27.677Z","2026-07-17T08:19:02.056Z","","","2026-07-17T08:21:02.181Z","",""
"❤️","H6KB75aMqEuMNpRwG8aXmi6YJCT4SNAkZxXqDMThpump","67","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002581","","","","","","","2026-07-17T08:16:33.821Z","","","","","",""
"organic","HA8dYz4tuUKduDWNmDgVZhfCHX6egaUTKsdiLDtXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.169e-7","","","","","","2026-07-17T08:16:34.195Z",""
"$BULLY","GHsKqji7zuAorSEENuw3ULE6UsDsGnsQPD7hfmRwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.886e-7","","","","","","2026-07-17T08:16:34.717Z",""
"BoB","8Re3o8zxzWLzqUj9BrBWgKYpZavYnLz98MqYfgVzpump","68","0.250000001","","","","","","","","","","","0.250000001","0","0","1","0","0","7243.56","3","240.77","240.77","0.653","0.653","241","","0","0","1","0","0","","","","","","","0.000001909","0.000007243","","","","","","2026-07-17T08:16:39.251Z","2026-07-17T08:18:32.275Z","","","","",""
"HLD","A6cnWXDS3g24dkY6eJKtE99z3waKr9hBUd29A31Lpump","59","0.500000001","","60.004","","","","","","","","","0.500000001","0","8","1","0","0","5432.22","4","541.66","541.66","0.607","0.607","152","","0","0","1","0","0","-86.98085419734905","","","","","","0.000003779","0.000005432","","","7.072e-7","","7.072e-7","2026-07-17T08:16:39.724Z","2026-07-17T08:18:38.194Z","","","2026-07-17T08:19:38.198Z","2026-07-17T08:19:38.196Z",""
"LIFE","Tk2TRQhDA1r7WtCPzD89uGGdFq1LXZjqkLMLMxQpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002084","","","","","","","2026-07-17T08:16:50.980Z","","","","","",""
"MESSI","9f1gaF554NXdNsVVqzwFgrEGtwiZ8RTRc36DTxFQpump","61","1.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002938","","","","","","","2026-07-17T08:17:03.268Z","","","","","",""
"MESSI","U7FirNwUaEWns5SNGTQFisTaptLdKfkt8LfutrUpump","59","0.900000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001396","","","","","","","2026-07-17T08:17:32.856Z","","","","","",""
"THEM","Hz2R9xSHFvuf9YrbMxpjiYdsq1LNomaQRXom5nwHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.543e-7","","","","","","2026-07-17T08:17:38.787Z",""
"ANTAIL","CD2qTnjwE5qDxzQzzpZyLzfQhcvbKBHTNvEe9pQMpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77e-7","","","","","","2026-07-17T08:17:56.817Z",""
"Bob","7G12PmBUSiFR1XyD7C2J9hbYFH5Hjf1Sx24ajvo7pump","57","2","manual","89.751","43.525","15.641","411.356","yes","","","","","2","0","0","0","0","0","3946.69","3","9502.17","9502.17","0.578","0.578","66.51","","0","0","1","0","1","-20.324379118094278","-16.985097559599605","-4.022508562112773","24.41","141.23","TRAIL_STOP","0.000003316","0.000003946","0.000003946","0.0000032757680502981996","0.000003144","0.000003912","","2026-07-17T08:18:08.830Z","2026-07-17T08:19:44.219Z","2026-07-17T08:20:27.744Z","2026-07-17T08:20:43.385Z","2026-07-17T08:21:13.970Z","","2026-07-17T08:27:34.741Z"
"💹🧲","FVAx3GdwRaKvYXBLzgZntdiujPd8fGYui3nBpSinpump","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007948","","","","","","0.000002382","2026-07-17T08:18:44.986Z","","","","","2026-07-17T08:22:26.206Z",""
"THEM","8ttdW13ZhdJztXzJtEnD9WUZvg5vyrm5udxn3sBjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.578e-8","","","","","","2026-07-17T08:18:50.870Z",""
"ARGENTINA","6Wx1cRe6VuTAu1fKkNCkBC46xvQYfsfGHky3B1DNpump","59","0.900000001","","","","","","","","","","","0.900000001","0","17","1","0","0","8192.81","3","1415.02","1415.02","0.625","0.625","271","","0","0","1","0","0","","","","","","","0.000008192","0.000008192","","","","","","2026-07-17T08:18:56.916Z","2026-07-17T08:20:19.976Z","","","","",""
"PAWS","2rDEyurspqqoF6aTdyBbpSATe5GUMEg8XorHo12Kpump","61","0.500000001","","","","","","","","","","","0.500000001","0","5","1","0","0","3159.83","3","793.86","793.86","0.582","0.582","46.98","","0","0","1","0","0","","","","","","","0.000001924","0.000003159","","","","","","2026-07-17T08:19:26.825Z","2026-07-17T08:21:02.193Z","","","","",""
"RBK","Czatmd1ZrhgwEDJq49ZNwoV6goCFskJSzpQp1wpJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.335e-7","","","","","","2026-07-17T08:19:33.232Z",""
"ARGENTINA","Cmt58f2Vnd334DiS4yGngmxLeYzxT3xsWcpENBNTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.959e-7","","","","","","2026-07-17T08:19:33.700Z",""
"URKL","J4TsJJ8tTHECrRzK1DAqCKjT5sdyenFaityUSGXdpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002119","","","","","","","2026-07-17T08:20:09.228Z","","","","","",""
"WC26","3XdSmWYJTtmmgf6cVRwRHSy78HcS58DNEdz72eu3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001082","","","","","","2026-07-17T08:20:09.633Z",""
"URKL","9mU591QnD1o6Dxx33fEpDHzpSH3qv3ittaHo5mVLpump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002119","","","","","","","2026-07-17T08:20:15.205Z","","","","","",""
"URKL","4yfR6pvTwb8a7zZMo6NQH3RfMsGDW8a8vLr2S4xkpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002119","","","","","","","2026-07-17T08:20:15.603Z","","","","","",""
"MURDERBOT","8BEH1Vd6SxZUs27nNwiaDtqUJVbfH6fPFRjBX5iBpump","63","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002082","","","","","","","2026-07-17T08:20:32.824Z","","","","","",""
"ゴジラ","29CCoaxjB2co3vwGWtZiTRexJbrEC6TEmCuvdrsapump","58","3","","","","","","","","","","","3","0","1","0","0","0","2080.43","4","2006.73","2006.73","0.559","0.559","-17.36","","0","0","1","0","0","","","","","","","0.000002083","0.00000208","","","","","","2026-07-17T08:20:39.267Z","2026-07-17T08:22:43.969Z","","","","",""
"BFC","3U9MdqHQCgVoUKhJorLzosKpCq1F1upDmE9W65njpump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003564","","","","","","0.000002088","2026-07-17T08:20:39.634Z","","","","","2026-07-17T08:24:50.193Z",""
"WC26","9iXWXwdFH2UbLhMNnD4EirQEbbsLisC9LU7XYxdJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.55e-7","","","","","","2026-07-17T08:20:45.204Z",""
"💹🧲🪙","6riThuB9rQ8rLUGESLZriM8stzRMwm4jNGNHyWV7pump","57","2","","191.999","","","","","","","","","2","0","0","0","0","0","2119.43","3","319.24","319.24","0.75","0.75","-10.44","","0","0","1","0","0","-1.6517225106182203","","","","","","0.000002119","0.000002119","","","0.000002084","","","2026-07-17T08:20:45.708Z","2026-07-17T08:22:01.967Z","","","2026-07-17T08:25:13.966Z","",""
"DIPSHIT","CnmiREEfMJgfmgcGJ75FHCkjEUBfnT2TDbJdzrj8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.791e-7","","","","","","2026-07-17T08:20:56.850Z",""
"1000","7MxjrkeYn7XNxyayNioQT9vBY17k3aDqzcjrLiS4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.852e-7","","","","","","2026-07-17T08:21:33.267Z",""
"Nibordooh","8N6HJM4t6ByWr4LNC2Z2yGPmZMMbRtnm5QtShU1ipump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002081","","","","","","","2026-07-17T08:21:33.610Z","","","","","",""
"HLD","6haDD8uPb9wmFzPFmwM8jg68PXpQBfWeWXLey3sMpump","60","0.700000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000028","","","","","","0.000001267","2026-07-17T08:21:44.873Z","","","","","2026-07-17T08:22:38.202Z",""
"PRINT","7kEhjE6n3wTGYgZtm9RmWorYPjsi91xtPKCNBRYUpump","56","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003511","","","","","","5.907e-7","2026-07-17T08:21:57.277Z","","","","","2026-07-17T08:22:38.178Z",""
"sol","HYER4dhgYq6wQ6Me9YwQ4zNfaZY6s946m3iN3iHApump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.226e-7","","","","","","2026-07-17T08:21:57.707Z",""
"VACATION ","EFujBKUFro5Bnhzscs5tu73kBpVnqW9AeEQ5Knsqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001158","","","","","","2026-07-17T08:22:09.229Z",""
"1000","9hMwYNPeCoM2SBXhTYmBk7Tzzgz9mwoe9hy7kjaxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.432e-7","","","","","","2026-07-17T08:22:09.695Z",""
"ASC","HvkkstJ9SiS2UykDkoFN2wA2iJbprqWkwTJCfqJvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.488e-7","","","","","","2026-07-17T08:22:26.888Z",""
"Toly","AwTQ3mcdLbT7kxk7Bn5d7MChSHNuT2s6X5n9wMLJpump","63","3.901234566","manual","48.006","195.801","10.168","211.056","LATE","","","","","3.901234566","0","1","0","0","0","3373.25","3","3185.04","3185.04","0.627","0.627","26.9","","0","0","1","0","0","-16.009487103468732","18.95475217420409","-29.392889849805414","-100","14.52","BREAK_EVEN_SL","0.000003002","0.000003373","0.000003784","0.000004012343790835904","0.000002833","0.000003797","","2026-07-17T08:22:32.832Z","2026-07-17T08:23:37.964Z","2026-07-17T08:26:53.765Z","2026-07-17T08:27:03.933Z","2026-07-17T08:24:25.970Z","","2026-07-17T08:30:34.989Z"
"Ivy","3pensb4Pd8woqPKGPX6XWfW1jqL41Mte64g1H4SZpump","60","2.469135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002445","","","","","","0.000002085","2026-07-17T08:22:50.790Z","","","","","2026-07-17T08:27:14.199Z",""
"AHEGAO","gJ6Een24tFnDxMzgoJNx6guVvHvs1x7dzqvpg1qpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001237","","","","","","2026-07-17T08:22:56.790Z",""
"Ivy","CwbfmbuaJrV8vRtkATA6AkS65UesrumVPEk6Su6vpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006298","","","","","","0.00000295","2026-07-17T08:23:21.197Z","","","","","2026-07-17T08:27:38.272Z",""
"ASC","GGdRzcvtsCGQjWwcQk61bUYpo6y4UwDb85sybu2Upump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.152e-7","","","","","","2026-07-17T08:23:21.646Z",""
"VACATION ","E2k5B8yUuAiTa5jVyR4itP9Mf8s7TArUH8EGKLEUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.745e-7","","","","","","2026-07-17T08:23:26.812Z",""
"Princess","3abLc5ts3yEdAhcN6aHW4RYPepreE84ZHzt14axwpump","58","3","manual","287.937","214.668","10.422","72.182","yes","","","","","3","0","1","0","0","0","5716.7","3","12385.03","12385.03","0.573","0.573","127","","0","0","1","0","1","30.30090972708187","65.7180337615549","-21.371919054647563","-21.44","0","STOP_LOSS","0.000005173","0.000005716","0.00001075","0.000009472442809810478","0.000007448","0.000007448","","2026-07-17T08:24:02.885Z","2026-07-17T08:25:08.026Z","2026-07-17T08:28:42.694Z","2026-07-17T08:28:53.116Z","2026-07-17T08:29:55.963Z","","2026-07-17T08:30:05.298Z"
"ASC","9m84RGXFaFcJocbsMzP9hDqXKpNRuniub97ybjiMpump","64","1.283950616","","","","","","","","","","","1.283950616","0","15","1","0","0","3957.61","3","497.76","497.76","0.563","0.563","74.72","","0","0","1","0","0","","","","","","","0.000003957","0.000003957","","","","","","2026-07-17T08:24:14.825Z","2026-07-17T08:25:19.965Z","","","","",""
"EUDROOLREAD","2v2W5RVjaVqVNcBhiH1yQ71rPda7JmDrTNxnyRDZiEsp","57","1.97530864","","204.243","","","","","","","","","1.97530864","0","0","0","0","0","2179.75","3","714.63","714.63","0.556","0.556","-7.86","","0","0","1","0","0","-4.497475906379061","","","","","","0.000002179","0.000002179","","","0.000002081","","","2026-07-17T08:24:32.806Z","2026-07-17T08:25:31.966Z","","","2026-07-17T08:28:56.209Z","",""
"lop","6HdScs8jHjBxJgDNnSYC4Q6ZqULjSGhJTHTDhhRopump","57","0.098765431","","","","","","","","","","","0.098765431","0","3","1","0","0","2130.15","3","62.5","62.5","0.727","0.727","1.57","","0","0","1","0","0","","","","","","","0.000002117","0.00000213","","","","","","2026-07-17T08:26:09.303Z","2026-07-17T08:27:07.980Z","","","","",""
"HSPEC","3Cmy4ykusDTej7jzwxARrgPYxHsitctvYd3SKVAnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.888e-7","","","","","","2026-07-17T08:26:09.655Z",""
"AHEGAO","99q7w5PZobYaxwrQ4s5LBmj24VAf8HVTmMbFUhZmpump","55","0.493827159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002672","","","","","","5.76e-7","2026-07-17T08:26:44.807Z","","","","","2026-07-17T08:27:20.230Z",""
"😂","EbjKeRkh72uhbFRBD6nagDziGBccBeBMUvo4ESFrpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002121","","","","","","","2026-07-17T08:27:02.883Z","","","","","",""
"REM","2JWevHpty7Vqy4eVht3FUSAjMA25CmNt2qVX2TuWpump","60","0.98765432","","18.219","","","","","0","0","-75.3","26","0.98765432","0","16","1","0","0","6753.43","3","10066.25","10066.25","0.615","0.615","204","","0","0","1","0","0","-75.34429142603287","","","","","","0.000003106","0.000006753","","","0.000001665","","7.3e-7","2026-07-17T08:27:26.819Z","2026-07-17T08:28:25.966Z","","","2026-07-17T08:28:44.185Z","2026-07-17T08:29:20.196Z",""
"旺旺","3LgMcZVbDUS4XebnT6pYdYebS57sRFGcLGSR3Exkpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003977","","","","","","","2026-07-17T08:27:38.887Z","","","","","",""
"lol","EFYvpZ8Ms1ozHpSbUaMV9STktoLEABBKvdkZLxHTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.522e-7","","","","","","2026-07-17T08:27:51.042Z",""
"Life ","AWynp6JGHNWtUtpSq9DxyeGuoffj9jrk4PvxP588pump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002165","","","","","","","2026-07-17T08:27:56.888Z","","","","","",""
"王王","8HjE4uhJr2SDfrDVbJu19fk4jqEZbfTigYkANtiPpump","60","2.4691358","","36.034","","","","","0","0","-70.7","68","2.4691358","0","0","0","0","0","10739.27","3","19519.74","19519.74","0.583","0.583","341","","0","0","1","0","1","-42.460391425908675","","","","","","0.000005835","0.00001073","","","0.000006174","","","2026-07-17T08:28:02.828Z","2026-07-17T08:29:14.171Z","","","2026-07-17T08:29:50.205Z","",""
"⬆️","6zPENKTCuqvZDCow94bBGq2H17S21QtZwsMcreDwpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","","2026-07-17T08:28:14.790Z","","","","","",""
"旺旺","7XVTxEybn6RXadcgFQeTnTRviiiww8h5szq8rqEEpump","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002093","","","","","","","2026-07-17T08:28:26.772Z","","","","","",""
"王王 王王","27e3bM3ebxxzptcp4nS8MKRGx2StRae9ZJAN8LBppump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002097","","","","","","","2026-07-17T08:28:50.812Z","","","","","",""
"FOX","Cuj4fkeMoDHfjHbm37uSmbRNnDvLhy5eqMwEnRUZpump","65","0.068000001","","","","","","","","","","","0.068000001","0","0","1","0","0","5024.64","3","157.64","157.64","0.75","0.75","140","","0","0","1","0","0","","","","","","","0.000004664","0.000005024","","","","","","2026-07-17T08:29:26.867Z","2026-07-17T08:30:25.973Z","","","","",""
"王王","5sBqpdi2jEDfFP49chXDnF77MJeDANNwGvu4pe3mpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002639","","","","","","","2026-07-17T08:30:20.971Z","","","","","",""
"FIFA2026","7kSAPWyWHRrgSwJDw6zWFu1Mop7dr54zEGG1Ljy2pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.432e-7","","","","","","2026-07-17T08:33:39.471Z",""
"NETANYAHU","rLd8L2pfhKt8SK14iRP5ABBAEB3AcyxsEzXyXetpump","65","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001432","","","","","","6.602e-7","2026-07-17T08:33:51.361Z","","","","","2026-07-17T08:34:26.762Z",""
"SOLLTELL","43R44BHvDXYpFG9yPJefUWFr4SQimxThzenHGBw8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.097e-7","","","","","","2026-07-17T08:34:03.374Z",""
"ELANOA","66dBdnjsbATVcJH2MYFcjtbok8wQD6nvJtf1WVeqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.103e-7","","","","","","2026-07-17T08:34:21.353Z",""
"旺旺","H6qgm6cQM6bV4MN43SLXG1q757pAWjmDBohbJvzMs1hZ","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002095","","","","","","","2026-07-17T08:34:33.411Z","","","","","",""
"1sol","8KxZHNTMFojvoZPaU4AgCRo4vyoaK4B4XRHFSnDxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.48e-7","","","","","","2026-07-17T08:35:21.368Z",""
"NET","HE7huL88Mr8zvn7vHggqsdGuuZsP9HtTnjy7WY5apump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.045e-7","","","","","","2026-07-17T08:35:57.359Z",""
"boredcoin","BCPRySrjpBa56RZZst4GMRUqisqw5m8EZGGTkBdipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.932e-7","","","","","","2026-07-17T08:36:39.352Z",""
"YAHOO","9A1AvvAUNPDociZwS4ARWnyTMSja8NRPoHGCvFy3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001002","","","","","","2026-07-17T08:37:21.403Z",""
"王王","M1cD4ccH6EqanpfxaEFRgp8jePXrUmP3jozHmuLpump","63","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003234","","","","","","","2026-07-17T08:37:27.294Z","","","","","",""
"XiaoBao","QirwmgEPkgGAm3jHTwNv1XsnR26sd89VEG1vUSbpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000468","","","","","","","2026-07-17T08:38:03.444Z","","","","","",""
"WATERMELON","DHZiTVzbvs2YLGVzScWE6v2SRZGSHLAzGZLTwLtvpump","62","2.897119339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002076","","","","","","","2026-07-17T08:38:21.357Z","","","","","",""
"Aero","DGYDqAM4HzFcHzpBgcLetfU7nPaRMQBUkwS2vrEfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.607e-7","","","","","","2026-07-17T08:38:33.334Z",""
