symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"Ansbull","778gZin3ruVkepa9kqHqmMH1P44TP28h25Friz3ipump","62","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001813","","","","","","","2026-07-11T14:48:23.205Z","","","","","",""
"at","FVUA8ZULUfmz8K7DhoY2GuuuifripDrkp41zKV5Tpump","61","0.650000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001606","","","","","","","2026-07-11T14:48:24.188Z","","","","","",""
"Ansbull","AqRaQ51fMjxS2KVgticRuFJUktGPqJfsLQXcw4Jpump","62","2","","","","","","","0","0","0","902","2","0","50","1","0","1885.26","4","836.9","836.9","0.556","0.556","-24.51","","0","0","1","0","","","","","","","0.000001885","0.000001885","","","","","","2026-07-11T14:49:21.202Z","2026-07-11T14:51:51.607Z","","","","",""
"TAG","D1ckUtArXcP9C4Z8Do3FN8vPbrNHBP1edfvm35wSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.131e-7","","","","","","2026-07-11T14:49:22.197Z",""
"MBGA","FpJLxfpMGWePLZDMPWyRMPR8djdDe6S2bh5QbphfEZAK","63","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000265","","","","","","","2026-07-11T14:49:23.249Z","","","","","",""
"ripmoodeng","CWp141Z1A14mqCFYccHz54xcBFYq3rgaPAxRyZJXpump","60","2.469135801","","","","","","","0","0","0","926","2.469135801","0","0","0","0","2269.08","5","738.45","738.45","0.583","0.583","-11.74","","0","0","1","0","","","","","","","0.000002195","0.000002269","","","","","","2026-07-11T14:49:24.202Z","2026-07-11T14:51:57.650Z","","","","",""
"SOLANGELES","E9jeeTmaPBdmhymyQEyNmLkWrmW7913sc6vnTosjpump","86","3.333333333","","","","","","","0","0","-0.1","906","3.333333333","0","0","1","0","5043.74","4","1059.85","1059.85","0.714","0.714","37.62","","0","0","1","0","","","","","","","0.000005043","0.000005043","","","","","","2026-07-11T14:50:21.180Z","2026-07-11T14:51:57.609Z","","","","",""
"20 SOL","6ayQMBugsUTcPRFuSTXkZbuMmn5TNzPoLvdv1ksVpump","93","0.98765432","","","","","","","0","0","0","906","0.98765432","11","39","1","0","1924.93","4","200.72","200.72","0.571","0.571","-17.84","","0","0","1","0","","","","","","","0.000001924","0.000001924","","","","","","2026-07-11T14:50:22.287Z","2026-07-11T14:51:57.625Z","","","","",""
"Anon","34u3dz3qJy5hE5s2YVtg5C46GE9aiiFUfvqgAqLspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.624e-7","","","","","","2026-07-11T14:50:23.204Z",""
"fairs","4puHCeJjL7hBj49T791xNBKriXsgzYgP6GirYx1jpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.502e-7","","","","","","2026-07-11T14:50:24.202Z",""
"Bitcoin","MG8Swpy1jByFFb1Hz77CamLrk4ZrjbNCw8yXNsYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01e-7","","","","","","2026-07-11T14:51:21.223Z",""
"Ansbull","CghCftLf8tbw6wp7J1jQq2KZcyKbDPgDQCAvQzSipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.537e-7","","","","","","2026-07-11T14:51:22.203Z",""
"ISD","EVMRjfApRnYvZGd7oQGqxd4ZNThpoirNdYuczVMXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.784e-7","","","","","","2026-07-11T14:51:23.192Z",""
"NOTTINGHOOD","2cyGh99WgHNGKb9Hx6biZyydQwjLgJamwzeHQMGxpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-11T14:51:24.208Z","","","","","",""
"ANSEM","46ysA4xnSb7hcFNp2JVe1EKUQtBbmVrvNHDJvQh3pump","86","3.333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000282","","","","","","","2026-07-11T14:51:29.575Z","","","","","",""
"20 SOL","2vwXCde4gfPbogE4LqdHAscnUMTuURXi6yuLcPs2pump","89","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003125","","","","","","","2026-07-11T14:51:29.975Z","","","","","",""
"Ansbull","AdNatKYCjXZDzqJ4ddsZxPep5rUbuNAoq5tuSqK1pump","67","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001995","","","","","","","2026-07-11T14:51:40.440Z","","","","","",""
"ISHOW","HYhzedrvHa1AjKaJHRsbkodu8pBDGAjUCydsc4Xgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.408e-7","","","","","","2026-07-11T14:51:52.397Z",""
"Cupsey","Bnv1yDXGC8MZNXu23dyD1uUjrEM5x3Ncyd9w4NUepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.976e-7","","","","","","2026-07-11T14:52:04.421Z",""
"ISD","DWceMGwD5aXasidXyqtbdLVqrki9eaPBjfxq23Rjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.723e-7","","","","","","2026-07-11T14:52:16.825Z",""
"at","F3oCjg7Fi2tcJdyfBMzYXnR5cww4SkMs8o7kX6Popump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.353e-7","","","","","","2026-07-11T14:52:17.249Z",""
"Ansbull","9ChiLCRtBPFET9pfBfgbbEyW4NSmab3EmUmQrzR3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001028","","","","","","2026-07-11T14:52:28.417Z",""
"ISHOW","CW9m1Eqx4kzWPwKgJ5qp18t6NN66zYRvGv9fpocSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001238","","","","","","2026-07-11T14:52:40.407Z",""
"CHILLGUY","GoJDYSQRa24gYpY9DvskKNB97YRMmgnFJbFi58x4pump","86","3.333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000215","","","","","","","2026-07-11T14:52:52.482Z","","","","","",""
"GME","5YnQc58uvbEWBbgDoaFRs3d54h7qHBXRH97pFhWopump","64","0.500000001","","","","","","","0","0","0","914","0.500000001","0","3","1","0","4659.44","3","250.56","250.56","0.556","0.556","105","","0","0","1","0","","","","","","","0.000004659","0.000004659","","","","","","2026-07-11T14:53:10.914Z","2026-07-11T14:54:09.603Z","","","","",""
"Ansbull","HzHQQLcfVY7JnS2TLa6swQto1GGx21kMz6Tg92xgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001432","","","","","","2026-07-11T14:53:11.384Z",""
"at","71XFekz89rzQwWhMZHJY57eU7nT2fgU3FbS7qstwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.66e-7","","","","","","2026-07-11T14:53:28.452Z",""
"Unknown","7qDKDLD3zBq8ys75hV2TySdQPfbbx4XUDqp5Dvmxpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002236","","","","","","","2026-07-11T14:53:40.426Z","","","","","",""
"ISD","ALibvQGAuEPa22WHsLoJJ6nVkQPBj7iWaDH7DCQvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.792e-7","","","","","","2026-07-11T14:53:52.415Z",""
" ","7QkCNsRSiedyr2udwqkqiJSXgW3mHFs64h9cBeWqpump","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002203","","","","","","","2026-07-11T14:53:58.436Z","","","","","",""
"HODL","3828E4JYsmU5sBLXxJSxfrqqv9XbVWFyERAqpskupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.956e-7","","","","","","2026-07-11T14:54:04.450Z",""
"at","EgA3okMSoQiEMS8ficUNRcq4xGXXcmbRpZcga7TSpump","67","1.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003421","","","","","","","2026-07-11T14:54:16.436Z","","","","","",""
"Bulltara","Dw38mKMCKMnhZxMDts1rHHu8qsSJQq72uBgSwNqwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.208e-7","","","","","","2026-07-11T14:54:34.520Z",""
"OFF$IDE","BzLL8aF6rzWLqJtvkKvz2poRQKhQjJUJodYebXsSpump","63","0.300000001","","","","","","","0","0","-70.5","70","0.300000001","0","2","1","0","2210.45","3","233.95","233.95","0.596","0.596","-1.35","","0","0","1","0","","","","","","","0.000001429","0.00000221","","","","","","2026-07-11T14:54:52.464Z","2026-07-11T14:56:03.804Z","","","","",""
"Ansbull","7sk3zXRWY8uNEQF9ZzNy7cHTZVwkYZoy2fcZVghQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.431e-7","","","","","","2026-07-11T14:54:58.431Z",""
"aura","5f58pK25URoCqScmjp4JLUCZzZCjwE4VmLN3NYyapump","86","3.333333333","","","","","","","0","0","0","928","3.333333333","0","0","1","0","5916.64","3","1416.76","1416.76","0.727","0.727","73.91","","0","0","1","0","","","","","","","0.000005916","0.000005916","","","","","","2026-07-11T14:55:10.439Z","2026-07-11T14:56:15.607Z","","","","",""
"Ansbull","CSXG8wVxN4hAv9kG9KHjCboSpNS4UsAnLgf8uyYApump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.206e-7","","","","","","2026-07-11T14:55:34.464Z",""
"ISD","2AGkaRCo4NtZ6LkCjb3RjJMHainZkFG3QFva239opump","71","1.550000001","","","","","","","0","0","0","914","1.550000001","0","5","1","0","6234.88","3","693.32","693.32","0.875","0.875","157","","0","0","1","0","","","","","","","0.000006234","0.000006234","","","","","","2026-07-11T14:55:40.680Z","2026-07-11T14:56:39.608Z","","","","",""
"ISHOW","4MpDkcmM81UGfZtMzoMSrQj9YQFXXY5vdB1aJ2KKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.379e-7","","","","","","2026-07-11T14:55:46.864Z",""
"febu","UNRMcb14qhhV9MsQyWdKQ7wmQ3r48HjacLnBDx7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.624e-7","","","","","","2026-07-11T14:55:47.282Z",""
"fepe","5yQtbzkYG6EgLrXVTgB8cbcK31Mowbhyb1ACV6x2pump","67","0.460000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004847","","","","","","4.9e-7","2026-07-11T14:56:10.815Z","","","","","2026-07-11T14:56:45.805Z",""
"$TEST ","GYDzvQQd3LMMxnz2MDHCXGDvzWF7FtHwi2p5BB2cpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000013","","","","","","2026-07-11T14:56:11.398Z",""
"TROLL","tHZkH3wqMbnR6t5oyg4BVprsxY2sWQXaCR6aTkopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001237","","","","","","2026-07-11T14:56:28.476Z",""
"at","3o8DirCzubStETwM4vMGseMkkkCdT1zLdGfxC4ijpump","62","1.000000001","","","","","","","0","0","0","930","1.000000001","0","13","1","0","3074.74","3","421.56","421.56","0.643","0.643","31.1","","0","0","1","0","","","","","","","0.000003074","0.000003074","","","","","","2026-07-11T14:57:04.410Z","2026-07-11T14:58:03.614Z","","","","",""
"123","EHhwU6gJQxHgZSandxcEtuY9gJAFAGsBVV79CX29pump","80","1.48148148","","","","","","","0","0","0","904","1.48148148","0","0","1","0","1972.59","3","291.42","291.42","0.714","0.714","-18.45","","0","0","1","0","","","","","","","0.000001972","0.000001972","","","","","","2026-07-11T14:57:40.426Z","2026-07-11T14:58:39.596Z","","","","",""
"😂","Gvh7dpJxW7WE1cfcyFA5n96Mi8NR6za6VeWL6PchzJxC","61","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002196","","","","","","","2026-07-11T14:57:58.451Z","","","","","",""
"ISD","2ursfzmR45GCvYNs2ooxPfk9sNyfjLkhjnL981uppump","71","1.800000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002017","","","","","","","2026-07-11T14:58:10.841Z","","","","","",""
"CUMSHOT","fXmocCZ4WaE3ADcWVSV2VpTZExykM1HcLV2cNiBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.112e-7","","","","","","2026-07-11T14:58:11.256Z",""
"MENSA","7fXDGR2yGYnxfEQmS7xMDN2REefvfoFLUHBxiSf4pump","86","3.333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000146","","","","","","7.818e-7","2026-07-11T14:58:34.831Z","","","","","2026-07-11T14:59:15.831Z",""
"ISD","91373WjoQBeqzgaP7KWWBSVykiQW4mwhtPpANs7mpump","71","1.800000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002227","","","","","","","2026-07-11T14:58:35.293Z","","","","","",""
"123","8JaSSPjCra6ZujMq5B8yDD77kyjcdZMbgbiq4Wbopump","75","1.20493827","","","","","","","0","0","0","906","1.20493827","0","1","1","0","4713.73","3","406.92","406.92","0.75","0.75","98.33","","0","0","1","0","","","","","","","0.000004713","0.000004713","","","","","","2026-07-11T14:58:52.447Z","2026-07-11T14:59:57.987Z","","","","",""
"😂","DTxZuB9JJGiWxqzTL4RwoiinH1aempWv8wqL8pm2z4W1","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002195","","","","","","","2026-07-11T14:58:59.244Z","","","","","",""
"HELP","DxqPYCe1PzvMdM7MwZsN4AB9L6SUPr4cd8qhAjqKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001094","","","","","","2026-07-11T14:58:59.703Z",""
"ISD","4muT1qsSU3PQD9zzCfKoRR2gd7331stB9AG9wq8tpump","70","1.800000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003623","","","","","","","2026-07-11T14:59:00.035Z","","","","","",""
"FEBUFART","2h7Dn1hVL4WZBapMX3yGS9PXG2RaUYcurb4oHGQgpump","74","8.296296295","","59.982","","","","","0","0","-38.8","930","8.296296295","0","1","0","0","3593.68","3","699.43","699.43","0.714","0.714","0.42","","0","0","1","0","-38.71416643473422","","","","","","0.000003587","0.000003593","","","0.000002202","","","2026-07-11T14:59:04.408Z","2026-07-11T15:00:03.621Z","","","2026-07-11T15:01:03.603Z","",""
"PEPESOLP","FiQAJGo4LMA4ctrbktjLtowH3AL7pwaqaPPitoqgpump","64","0.490000001","","","","","","","0","0","0","924","0.490000001","0","3","1","0","1893.93","3","205.11","205.11","0.625","0.625","-16.51","","0","0","1","0","","","","","","","0.000001893","0.000001893","","","","","","2026-07-11T14:59:10.432Z","2026-07-11T15:00:09.658Z","","","","",""
"at","59WbFo5fb4CHCbWz9gBsts3yeai5LjmwzzyMKf21pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001304","","","","","","2026-07-11T14:59:22.418Z",""
"ISD","ABvn1jgKA9QcA6bznMACatB4jXhFpkCia4JbPwi5pump","70","1.800000001","","60.047","","","","","0","0","-71.2","34","1.800000001","0","10","1","0","19880.05","3","8111.9","8111.9","0.613","0.613","706","","0","0","1","0","-72.26358148893361","","","","","","0.000004208","0.00001988","","","0.000005514","","","2026-07-11T14:59:52.389Z","2026-07-11T15:00:57.601Z","","","2026-07-11T15:01:57.648Z","",""
"HOUSE","J7StFmYLUjCJqoPStFcEV7eFaFDd7YW8whhkTpxTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.534e-7","","","","","","2026-07-11T15:00:05.255Z",""
"DANA","3ZPwoYFw2zmwF1waAiMJefAGWr6dcnkdfvYrEg8mpump","65","0.059259258","","","","","","","0","0","0","904","0.059259258","0","0","1","0","9605.3","3","41.93","41.93","0.833","0.833","336","","0","0","1","0","","","","","","","0.000009605","0.000009605","","","","","","2026-07-11T15:00:05.663Z","2026-07-11T15:01:09.690Z","","","","",""
"at","CPTsSYZ7W6D38MkmHj2wRXrDH1CKqYHQS1uAU8Rhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.657e-7","","","","","","2026-07-11T15:00:06.072Z",""
"FuckLAB","2jMJxVTHdNuUj4mAvehBoPjhY19jmdbTUZsFogHQpump","93","51.950617282","","","","","","","9.3","814","-1.8","904","51.950617282","0","1","0","0","17010.08","3","4242.7","4242.7","0.917","0.917","3.81","","0","0","1","0","","","","","","","0.00001661","0.00001701","","","","","","2026-07-11T15:00:16.446Z","2026-07-11T15:01:39.813Z","","","","",""
"GME","AmCKgkeQFunZe9LdCg1GfatAn6NmJGpP4pSL26H3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.108e-7","","","","","","2026-07-11T15:00:40.413Z",""
"20 SOL","6tFUz6cmEFeJkyyWqGHEdc2KaSnDRTUU96SPSbPxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.434e-8","","","","","","2026-07-11T15:00:58.429Z",""
"blackbool","7H5xisrXb53uATGLZxGrZy6VW3UVCjUW3AUaJGxkpump","62","0.490000001","","","","","","","0","0","0","910","0.490000001","0","4","1","0","1864.91","3","149.42","149.42","0.6","0.6","-17.74","","0","0","1","0","","","","","","","0.000001864","0.000001864","","","","","","2026-07-11T15:01:04.414Z","2026-07-11T15:02:03.618Z","","","","",""
"Daiyutong","89zfu5V9CYkeAVnrzwRpyzJ8HDmBDXSfJhuA57zmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.661e-8","","","","","","2026-07-11T15:01:22.478Z",""
"ISD","E4jDvkdUW1KviVH8fHnbpAoepio8i8HCssrFU6tQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.633e-7","","","","","","2026-07-11T15:01:34.824Z",""
"HOUSE","9Dj4oPmu6XHgWTMzkSuvrqJz1PkEPfvR4qS7en2tpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.767e-7","","","","","","2026-07-11T15:01:35.234Z",""
"MARS","B5CpHuAA68fnkCjK6p1v7GAY9tw96twimTaCs94xpump","71","0.98765432","","","","","","","0","0","0","904","0.98765432","0","2","1","0","6707.17","3","474.52","474.52","0.833","0.833","186","","0","0","1","0","","","","","","","0.000006707","0.000006707","","","","","","2026-07-11T15:02:10.443Z","2026-07-11T15:03:09.593Z","","","","",""
"GME","Aq4nGwzk67QGzMzSspQASyn2qZdaJ2jDgkd4f3ewpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.011e-7","","","","","","2026-07-11T15:02:28.463Z",""
"putplebul","6fcQrJ1C5sGj1gaQKiDcyyNRQhAAsVRp2oD5jvrTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.821e-7","","","","","","2026-07-11T15:02:52.400Z",""
"TripleT","6SCYs5JsZ4DRwsJzjmJm3VApNV59JWQsaBjzQpd5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.852e-7","","","","","","2026-07-11T15:03:22.433Z",""
"CRIME","41EmyxBdCQb4Qs5PMxcyJiMmhgXX1uC8FEjsEcmLYhuG","73","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002196","","","","","","","2026-07-11T15:03:46.457Z","","","","","",""
"Joppy","AAoaNH5Zh231kEdkLF26zamszHSQd6cA5weHtfadpump","60","0.510000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000804","","","","","","1.295e-7","2026-07-11T15:03:52.427Z","","","","","2026-07-11T15:04:27.992Z",""
"bull","92Ae3o6JL2E6oiTYgw5J6AoDpNHvJQjzCSXReqf2pump","81","10.500000001","","78.13","","","","","24.7","780","-1.3","930","10.500000001","0","0","0","0","4982.26","3","1253.52","1253.52","0.938","0.938","24.53","","0","0","1","0","-15.375351264552387","","","","","","0.000004968","0.000004982","","","0.000004216","","","2026-07-11T15:04:04.877Z","2026-07-11T15:05:03.710Z","","","2026-07-11T15:06:21.840Z","",""
"PYTH","Bk37wXcW959ZxJvY84DhEFQxtL4xg88UuqGk4on4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.536e-7","","","","","","2026-07-11T15:04:05.236Z",""
"KATSU","Ebv9jFKZmMqg8zWJC8vjAobZFRbGa88WhyhgEYRppump","72","0.500000001","","24.201","","","","","0","0","-70.3","50","0.500000001","0","0","1","0","9455.65","3","305.12","305.12","0.733","0.733","317","","0","0","1","0","-70.26969857218404","","","","","","0.000007056","0.000009455","","","0.000002811","","9.642e-7","2026-07-11T15:04:35.062Z","2026-07-11T15:05:33.611Z","","","2026-07-11T15:05:57.812Z","2026-07-11T15:06:45.788Z",""
"MARS","XDJFJF7W6LRPmDRHi8cv1TEBgCLh9L57Yjf8BZKpump","68","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002138","","","","","","","2026-07-11T15:04:52.812Z","","","","","",""
"Joppy","7TVh9PSotm5mZg3oV5fp1JpDzNfvAoiH2C3HS5Tgpump","61","0.590000001","","","","","","","0","0","0","926","0.590000001","0","7","1","0","11890.95","3","633.5","633.5","0.679","0.679","421","","0","0","1","0","","","","","","","0.00001189","0.00001189","","","","","","2026-07-11T15:04:58.416Z","2026-07-11T15:05:57.600Z","","","","",""
"KINS","4ZXDdCKP7YUFN89tgYJEnA4VqGMwDw7RYCUcADajpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61e-7","","","","","","2026-07-11T15:05:11.462Z",""
"MARS","Dn8dYKrdP3w9d4QJGEmcUSxKn5hNjey179AdA522pump","67","0.98765432","","","","","","","0","0","0","914","0.98765432","0","5","1","0","2471.36","3","385.14","385.14","0.6","0.6","5.46","","0","0","1","0","","","","","","","0.000002471","0.000002471","","","","","","2026-07-11T15:05:11.819Z","2026-07-11T15:06:09.601Z","","","","",""
"JAYDEN","dnu3J9XigiHuWrDPEP3iAwLs2JosAk8w5ac55EdjrEv","71","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002652","","","","","","","2026-07-11T15:05:12.321Z","","","","","",""
"ISD","uS6SdMb8VTxPTtL1HM5NmkfAxv36mySojyzo3Hzpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.591e-7","","","","","","2026-07-11T15:05:16.581Z",""
"HAAL9K","9dunwP47w8g2VJ9KKsdQot33Wv4LhxEpGTRAeDzDpump","86","3.333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002865","","","","","","","2026-07-11T15:05:52.470Z","","","","","",""
"$TEST ","9oPQ84UVDoq7AAx8Y8GHaKTu66NgynnwCQkrFQ12pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44e-7","","","","","","2026-07-11T15:06:04.465Z",""
"DEKA","3FgPT3UWMZBTixeGM7GoFdsG1vSPeRSmPktJrFZ8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001006","","","","","","2026-07-11T15:06:16.839Z",""
