symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,peaked_after_exit,peak_after_exit_s,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"acat","FMGDPpkRm5NvFwLCiWofLfBWXwb8F9hyEFmMS5F6pump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002165","","","","","","","2026-07-31T08:31:11.019Z","","","","","",""
"1776","5GciGDPEs2mseAuLFDYgpFaoNt54eKDUDMXFWB3Upump","65","0.060009374","","","","","","","0","0","-73.8","","","-0.2","0","188","0.060009374","0","0","1","0","0","3800.08","3","323.2","323.2","0.627","0.627","83.58","","0","0","1","0","0","","","","","","","0.000003797","0.0000038","","","","","","2026-07-31T08:31:16.952Z","2026-07-31T08:32:16.765Z","","","","",""
"i want to ","CGiFD2N5rXJgf6MydKyGZYexW7qnRLyBTS6ujSdopump","73","0.98765432","","","","","","","0","0","0","","","0","0","912","0.98765432","0","1","1","0","0","3882.19","3","632.63","632.63","0.607","0.607","76.49","","0","0","1","0","0","","","","","","","0.000003882","0.000003882","","","","","","2026-07-31T08:31:16.959Z","2026-07-31T08:32:22.809Z","","","","",""
"WATCH","GT2cUGTgPAJ8jienH3uH95ngdZMoPjP9Zo7bkEnzpump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000206","","","","","","","2026-07-31T08:31:28.941Z","","","","","",""
"avocadocat","4L9vxFdQMxiFz1ZKYEjcieQUcJjZpNffQt6s9A3Xpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002164","","","","","","","2026-07-31T08:31:53.002Z","","","","","",""
"SOL","dnj15saU2mssbSoNddSiX9QBStvnRcBYVc4euKtpump","56","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002165","","","","","","","2026-07-31T08:31:58.944Z","","","","","",""
"1 life","9Gy97upMErbjUwNNKD7Drn5YzjUmHD8xExLTJq8Zpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.077e-7","","","","","","2026-07-31T08:32:10.948Z",""
"BURT","EUiLc2uRhAF65TkvsbsgPZFZDqYxqUMbxQLGGXwDpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002101","","","","","","0.00000206","2026-07-31T08:32:16.930Z","","","","","2026-07-31T08:36:10.981Z",""
"AvoCATo","6zLMxUKyX3yEs6vQUF4Vh1ChY6ZibAwc2MyVsLx4pump","67","3.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000206","","","","","","0.00000206","2026-07-31T08:32:16.962Z","","","","","2026-07-31T08:36:10.939Z",""
"dogcoin","3d7aAaNuSV3TsMRuMg6kzC3QwznGdUsv2TWMUTq1pump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002068","","","","","","","2026-07-31T08:32:16.967Z","","","","","",""
"NUT COIN","AtPSJ32MkSJGiFfns9uEtCS5YzU345ZhhrCZazgUpump","62","0.100015626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002002","","","","","","","2026-07-31T08:32:22.959Z","","","","","",""
"coolcat","7CUoeuvgZXUpR76Zh1BJF9dhuScSUEHMYp6Xr2VeBfMx","63","3","","","","","","","0","0","0","","","0","0","918","3","0","0","0","0","0","2069.19","4","1836.5","1836.5","0.588","0.588","-17.03","","0","0","1","0","0","","","","","","","0.000002069","0.000002069","","","","","","2026-07-31T08:32:29.008Z","2026-07-31T08:34:46.993Z","","","","",""
"Linguine","8DiWv1Cr78Xv2iRYv4xs422SWT63cb6JpkCuQoY6pump","75","6.872852234","auto","208.58","30.047","14.939","277.699","yes","10.3","142","-72.8","no","","0.1","10.3","462","6.872852234","0","0","0","0","0","6880.22","6","1627.4","6740.71","0.645","0.56","121","","0","0","1","0","1","1.9767441860465123","6.753324735840178","-4.474409168626137","-67.91","3.37","STOP_LOSS","0.000003523","0.00000688","0.00000688","0.0000073446287418258045","0.000007016","0.000002084","","2026-07-31T08:32:34.951Z","2026-07-31T08:36:52.958Z","2026-07-31T08:37:23.005Z","2026-07-31T08:37:37.944Z","2026-07-31T08:40:21.538Z","","2026-07-31T08:42:15.643Z"
"ANYA","99K7pA6zCCD6EBLkSCr1vRYVhXufu1eqprVKXUrFpump","65","0.060009374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005954","","","","","","","2026-07-31T08:32:40.998Z","","","","","",""
"edn ti all","9m1Y81MS5kduUt8GDuD9r9hh9NzMFsfMhiSGT9tJpump","69","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004943","","","","","","","2026-07-31T08:32:52.941Z","","","","","",""
"EURO","63Gpg5jRHpDvVq7miEusftkstw3XfNM9BTtRBfuApump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T08:33:04.975Z","","","","","",""
"HOMO","FYr65sNVcpionLdAsL7SHpjVZkQbtWzoai1QMy9ppump","","","","","","","","","54.2","554","0","","","0","54.2","914","0.250039066","0","0","1","0","0","2096.21","3","18.43","18.43","1","1","0","","0","0","1","0","0","","","","","","","","0.000002096","","","","","","","2026-07-31T08:33:10.961Z","","","","",""
"TripleP","393ayhewLNintWe8TLwNc4ARUWmspUoGmU8yKBYrpump","55","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T08:33:16.942Z","","","","","",""
"edn ti all","25aJREMaRqfaqiYGYhLBeSxijgtXUgYNbkGtkGH3pump","68","0.98765432","","107.6","","","","","0","0","0","","","0","0","910","0.98765432","0","4","1","0","0","2279.17","4","324.14","324.14","0.593","0.593","3.67","","0","0","1","0","0","0","","","","","","0.000002279","0.000002279","","","0.000002279","","","2026-07-31T08:33:17.005Z","2026-07-31T08:36:05.138Z","","","2026-07-31T08:37:52.738Z","",""
"cat","8vPRJEsnSCgT9ToeBsNLrUW6TKnCxPrZmtXPSWCQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.839e-7","","","","","","2026-07-31T08:33:28.977Z",""
"avocatocat","FMKHspVYhwAL22UMwvodLAvtptJ5HW9SVzeEDJsgpump","63","3","","","","","","","0","0","0","","","0","0","910","3","0","0","0","0","0","2207.92","5","993.77","993.77","0.591","0.591","-11.45","","0","0","1","0","0","","","","","","","0.000002297","0.000002207","","","","","","2026-07-31T08:33:28.977Z","2026-07-31T08:37:05.011Z","","","","",""
"dogcoin","GEPQHmbhFWFbjEmWHKJmSGK1nwD8PAbDkgQeLFsDpump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000206","","","","","","","2026-07-31T08:33:34.997Z","","","","","",""
"PUMP","t9ZL2TupVmCxiZ9Ee4rZ2qe1EcRB2E74zf2YmVYpump","65","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001318","","","","","","6.536e-7","2026-07-31T08:33:46.965Z","","","","","2026-07-31T08:34:40.998Z",""
"Fomochua","J8ndr3ZvefhmGYZNUr1mEzzfFLSGnJs6TY6sCf4bpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000216","","","","","","","2026-07-31T08:33:52.947Z","","","","","",""
"dogcoin","9jvLcGiHbQ4jYbWXmWH4hfFBgncKBDVrGBnKRSw7pump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002165","","","","","","","2026-07-31T08:33:58.948Z","","","","","",""
"MERT","A5B8CgBDpnDhMJd8yWDjmL5sQxUdpogYbyq1V3SRCEbZ","73","5.925925924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T08:33:58.957Z","","","","","",""
"TOLY","AxTJj4V5cWvZcJruDxwhLC2qggS3AeN8PZUDwSybCj5Q","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002083","","","","","","","2026-07-31T08:34:04.959Z","","","","","",""
"please we ","CyhRR6Totg1owT4MhWmhEKQTSxA5tkXaqEpPM2wpump","67","0.98765432","","107.802","","","","","0","0","0","","","0","0","902","0.98765432","0","5","1","0","0","4270.48","4","506.7","506.7","0.588","0.588","94.22","","0","0","1","0","0","0","","","","","","0.00000427","0.00000427","","","0.00000427","","","2026-07-31T08:34:05.009Z","2026-07-31T08:36:52.930Z","","","2026-07-31T08:38:40.732Z","",""
"dogcoin","6exqCmpQyRfDWVVkWxM4sPbSpmeAWZuRkZHCWshEpump","75","6.913580245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000206","","","","","","","2026-07-31T08:34:22.960Z","","","","","",""
"dogcoin","7GiGQaFvbkY7VZCbWbzVPN4oe1VQ8zVBdZfoyDg3pump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T08:34:29.003Z","","","","","",""
"please we ","8ematwgE4aQpQZvr8S8SBxHYE3niB13uJw92vCAbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000127","","","","","","2026-07-31T08:34:34.929Z",""
"pump wank","CfARofQQrYdVuimWoBYn2cheLgbBPoz7tKPFDPdipump","59","0.100015626","","","","","","","","","","","","","","","0.100015626","0","2","1","0","0","6661.38","4","53.23","53.23","0.75","0.75","221","","0","0","1","0","0","","","","","","","0.000006661","0.000006661","","","","","","2026-07-31T08:34:34.934Z","2026-07-31T08:37:23.003Z","","","","",""
"fomoinu","BpYMqwYPxUhNkmtp5NjCa4DfVtsXW56fEM4YKCxypump","66","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T08:34:34.945Z","","","","","",""
"Casio","7xgQE45zSnBiupA4byeKysn4ETPmVeekpdGTjttUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.269e-7","","","","","","2026-07-31T08:34:41.021Z",""
"Merty","9DcKSgeZwaCX4htYMsucCjjZSzq5hvrfQnJeP1iFpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T08:34:52.987Z","","","","","",""
"please we ","6DKDiNMU4DKA7yoLUUcE3T8SWvcfaFRT6t18mt5Fpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.889e-7","","","","","","2026-07-31T08:35:05.022Z",""
"NZK","9UkoFAdvczB97fHwYHE9VrUbDaSPvJ9jffCR9sv5pump","66","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001694","","","","","","7.03e-7","2026-07-31T08:35:16.982Z","","","","","2026-07-31T08:38:04.968Z",""
"Tomat","2ax1bE84pBQTSLwz5amA6THJuNDbanY1tQNncS4Zpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63e-8","","","","","","2026-07-31T08:35:17.041Z",""
"fomoinu","EDG5vZbtKWpt9UFpmoJhXcSD6RzRziEV3EgyCGJ5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.32e-7","","","","","","2026-07-31T08:35:23.022Z",""
"please we ","7bzynAzE1Z8LKyS5f9S4wimt3bxXngrAW6ZLTdV4pump","72","1.97530864","","","","","","","0","0","0","","","0","0","908","1.97530864","0","8","1","0","0","4951.86","4","774.73","774.73","0.75","0.75","112","","0","0","1","0","0","","","","","","","0.000004951","0.000004951","","","","","","2026-07-31T08:35:28.955Z","2026-07-31T08:38:16.984Z","","","","",""
"fomodog","3P9mq9cx9F8mntJunaz6KaMWXWXKvhyZi65L64Y7pump","63","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002071","","","","","","","2026-07-31T08:35:34.946Z","","","","","",""
"CEUTA","GvDpThmMveS8w2MxJmFfog6AoRhG5WTFSjHok1b6pump","62","2.746693795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005653","","","","","","","2026-07-31T08:35:52.953Z","","","","","",""
"AI PUMP","rkjNUx9ZtUfpN1ZRhhAYveQU6XEWiLpdMM7j5Y3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.042e-7","","","","","","2026-07-31T08:35:58.954Z",""
"TOTH","23jm1SanQvKrV58UwHr65hnRgWZ8EjEmbiUzH7kLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.388e-8","","","","","","2026-07-31T08:35:58.968Z",""
"Kreeft","C7xg4DaDWHfeAPMaz8gvuQY7R3yHtxp471gnREtgNzx9","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002167","","","","","","","2026-07-31T08:36:04.987Z","","","","","",""
"NEW","5gXLaeyGjFenaPPRJp8LNZxv75gX24N1Yi9quRx4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.691e-7","","","","","","2026-07-31T08:36:22.933Z",""
"FOMO","57FGdWspLnSkYVDLSGpUseededp29P2keLtp28orpump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","9380.73","4","8713.03","8713.03","0.619","0.619","301","","0","0","1","0","1","","","","","","","0.000004334","0.00000938","","","","","","2026-07-31T08:36:22.939Z","2026-07-31T08:38:46.934Z","","","","",""
"EONYX","ReXBuk44YHvCqi8r8mdgh6ME9WPDjepNkBXTYZppump","80","9.876543208","","","","","","","0","0","-0.2","","","0","0","908","9.876543208","0","0","0","0","0","3932.66","4","847.32","847.32","0.889","0.889","7.98","","0","0","1","0","0","","","","","","","0.000003659","0.000003932","","","","","","2026-07-31T08:36:40.965Z","2026-07-31T08:39:16.921Z","","","","",""
"Plowy","Cxd4Mc4f3YJoKNvyUtiHLEdTUbpXpoqApyQYCqw6pump","63","3.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000206","","","","","","","2026-07-31T08:36:46.958Z","","","","","",""
"bull ","4dq2P6c72yeE6tqjpyEmHS9FFjUqLYtBgDL1RjhWpump","75","0.800125018","","47.499","","","","","34.6","161","-86.7","","","-28.2","87.6","281","0.800125018","0","0","1","0","0","3436.34","4","309.31","309.31","0.625","0.625","58.17","","0","0","1","0","0","-28.230500582072164","","","","","","0.000001691","0.000003436","","","0.000002466","","","2026-07-31T08:36:46.965Z","2026-07-31T08:39:23.233Z","","","2026-07-31T08:40:10.732Z","",""
"TOTH","23jmWizZEzUSExeFwf3sWuqVFnoYFg4tDhX5HPEipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.283e-8","","","","","","2026-07-31T08:37:10.924Z",""
"Crow","8Z4E2vHyH4HNGLXK38zWv6xwmbi7Fxw5CVBcV1vcpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003993","","","","","","","2026-07-31T08:37:17.000Z","","","","","",""
"ZORDAAR ","56EQ6TCXVkoMDJnEPqWnGUepjQhTUji847giECVqpump","71","0.450070322","","","","","","","0","0","0","","","-0.1","0.1","902","0.450070322","0","0","1","0","0","27381.05","5","1353.65","1353.65","0.735","0.735","1190","","0","0","1","0","0","","","","","","","0.00002738","0.00002738","","","","","","2026-07-31T08:37:22.938Z","2026-07-31T08:40:23.021Z","","","","",""
"Brisa","5xTd122skvtuHYBPchBBxfqFX2QzLxLx9jHoWYNapump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002332","","","","","","","2026-07-31T08:37:28.982Z","","","","","",""
"UNHCOM","HCDq9iPCr6itBCZBsLDYTZ7GgMZtvK1GggSNPoPVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.255e-7","","","","","","2026-07-31T08:37:28.985Z",""
"NOODLE","BgDEzZz4kcqEMFNmNE74rUKWJnMDPKKd1pLNgKb4pump","60","2.4691358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002098","","","","","","0.000002067","2026-07-31T08:37:28.991Z","","","","","2026-07-31T08:41:35.006Z",""
"Kreeft","FoANtfJXUAzFAm3Auo7X2bCE97FfsXNpvx9tygX4pump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002308","","","","","","0.000002058","2026-07-31T08:37:29.017Z","","","","","2026-07-31T08:41:28.952Z",""
"solanfork","DketjFf9YQ2kQVptQRWAZPaXwHPbSU5JYfZNikHBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.148e-7","","","","","","2026-07-31T08:37:40.940Z",""
"PENGUINS","GSX2yh9Y1xPSPPSBfCehRygroLJNNe5MNtCuTDvdpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-07-31T08:37:58.968Z","","","","","",""
"claude","CckJ98kCRvw2Zn7D9pDqcb7cgr7m48L9ve4GPjdBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.052e-7","","","","","","2026-07-31T08:38:10.918Z",""
"1776","J9DEFkcTQ1d3MStdbHuUT9NTH1PVQ4hZcPU5dt35pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.717e-7","","","","","","2026-07-31T08:38:10.932Z",""
"Phin","2x6v1U66jHyNCJXsiLoxkPPBWLRXUYJDsE3TWFEvpump","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-07-31T08:38:10.937Z","","","","","",""
"PUMPER","9oWiEEDsYSGtMoKbnxbdqBuFQwHRV3rshyc61Uydpump","61","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001584","","","","","","8.797e-7","2026-07-31T08:38:23.110Z","","","","","2026-07-31T08:39:05.001Z",""
"TOTH","23jmYrE8Fk5x5iMJv8qDGLTdF5vMKdEZVy3Ar4Jkpump","59","0.09875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001594","","","","","","7.881e-7","2026-07-31T08:38:34.964Z","","","","","2026-07-31T08:39:17.019Z",""
"fomoinu","6zuutMef2HdjoFi53NnERUTqfhpG13APdsGAt6Eqpump","70","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001644","","","","","","","2026-07-31T08:38:58.942Z","","","","","",""
"fomoinu","7B1AJ2mmvVnpK5e3rvucsrmqxuYLryM4ydyDYWUhpump","67","0.65","","","","","","","0.1","332","0","","","0","0.1","912","0.65","0","2","1","0","0","152013.37","4","6732.51","6732.51","0.588","0.588","6971","","0","0","1","0","0","","","","","","","0.00004727","0.000152","","","","","","2026-07-31T08:39:10.987Z","2026-07-31T08:41:22.930Z","","","","",""
"👀","Dy8mvGEeKYarhBXXiAK7pbWeVQfoakUMDaDVQ3fPpump","64","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002205","","","","","","","2026-07-31T08:39:22.982Z","","","","","",""
"PUMP","GpetrLFXkMbZGyvdub11N37jJC1JzEZgpcXrfDLnpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002058","","","","","","","2026-07-31T08:39:22.997Z","","","","","",""
"NO NO","9bjtJwwGci8SoQ69Ntgdn9cybMf3a3ni3emXtEUzpump","58","0.060009374","","","","","","","","","","","","","","","0.060009374","0","2","1","0","0","2243.25","4","18.25","18.25","0.625","0.625","8.53","","0","0","1","0","0","","","","","","","0.000002243","0.000002243","","","","","","2026-07-31T08:39:34.970Z","2026-07-31T08:41:40.993Z","","","","",""
"BTCBull","CuYmwLDbPsgm43oCUHBWX3ULvzfXyYgJLFLz3Y6jpump","86","3.000468822","","","","","","","0","0","0","","","0","0","908","3.000468822","0","0","1","0","0","3529.42","4","1421.53","1421.53","0.55","0.55","41.69","","0","0","1","0","0","","","","","","","0.000003529","0.000003529","","","","","","2026-07-31T08:39:40.994Z","2026-07-31T08:41:46.913Z","","","","",""
"Axon","FrRXYFzYVbvtzejssQqE2BzR6GPBt3URhBVUxL41pump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2543.27","4","246.58","246.58","1","1","8.75","","0","0","1","0","0","","","","","","","0.000002543","0.000002543","","","","","","2026-07-31T08:39:41.017Z","2026-07-31T08:41:53.079Z","","","","",""
"PUMP","HUn8PgR5triH3DX2FyLU2J2J1DwdCdDMp3p5yUCEpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002161","","","","","","","2026-07-31T08:39:46.937Z","","","","","",""
"FOMO","BPwqwWj1dDio1EcBX8ZKnWfpDHCGoJKrmgYgvwippump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002058","","","","","","","2026-07-31T08:39:46.938Z","","","","","",""
"れもん","cowi2uAaJPMoP1sq2gR3aehZ8vJLDk1q9yYfQq1cHxD","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005683","","","","","","","2026-07-31T08:39:52.937Z","","","","","",""
"FOMO","4ApdsVo7Me1BWgagmBnVBw1DcMyFKVXTkS61nZ7apump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002161","","","","","","","2026-07-31T08:39:52.941Z","","","","","",""
"FOMO","EFW6Re5rHg5VumHb3CifGjA3dkCFZgTEYy5NBRXepump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002058","","","","","","","2026-07-31T08:39:52.941Z","","","","","",""
"TOTH","23jmbs4BCfYCnjnMa94YkQriPsWi7v7xUYrN3xUPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.44e-8","","","","","","2026-07-31T08:40:05.008Z",""
"lee pump","AWjLvNqbuhQiiKuEgzq62YNUuTWaP5qV5dyVnuhUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67e-7","","","","","","2026-07-31T08:40:05.013Z",""
"The Cet","9UhzNrhVVP3rM9P62LsV8jCJKUUz7hzUSoEUN5Zepump","73","6.000937646","","","","","","","0","0","-6.5","","","0","0","904","6.000937646","0","0","0","0","0","2354.84","4","1043.32","1043.32","0.833","0.833","-20.55","","0","0","1","0","0","","","","","","","0.000002066","0.000002354","","","","","","2026-07-31T08:40:40.954Z","2026-07-31T08:42:40.784Z","","","","",""
