symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,peaked_after_exit,peak_after_exit_s,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"iOS","HZNS1uWQi2UtvkmTad36Zpz5Zbi5ADiE5MJrY1p7pump","71","5.2345679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002404","","","","","","","2026-07-31T09:04:40.943Z","","","","","",""
"wifgun","58WT4nLDkA1Ftsz9HjjSbx8rjWeRPxF1U57mZbj2pump","55","0.65","","","","","","","","","","","","","","","0.65","0","19","1","0","0","4152.91","7","172.87","2805.45","0.8","0.474","93.24","","0","0","1","0","0","","","","","","","0.000006221","0.000004152","","","","","","2026-07-31T09:04:58.987Z","2026-07-31T09:10:04.925Z","","","","",""
"FOMORUNNER","9fDdfTVuCVTEeHA4LvPjiPNncfEmY4c86Vv4xasppump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2302.2","4","435.65","435.65","0.733","0.733","-1.57","","0","0","1","0","0","","","","","","","0.000002167","0.000002302","","","","","","2026-07-31T09:04:58.995Z","2026-07-31T09:06:58.961Z","","","","",""
"$SQUID","GkiWKhy626HgLuXp1zbTMhoFy7ryvzv4TuxEpjgwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.29e-7","","","","","","2026-07-31T09:04:58.999Z",""
"HOTDOG","BALtwa2NiFB9zC32qNjJECRaUp8dr8qaXgDVCeNSpump","61","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006674","","","","","","0.000002162","2026-07-31T09:05:16.970Z","","","","","2026-07-31T09:09:34.953Z",""
"DOGSHIT","APQ6fsLzyexCH8zp68nPm3pY2SJ3c4e1GWVZLNg7UJNy","62","5.925925924","","143.866","","","","","0","0","-4.8","","","-4.8","0","1000","5.925925924","0","6","0","0","0","2163.82","3","945.93","945.93","0.571","0.571","-26.72","","0","0","1","0","0","-4.808136846971788","","","","","","0.000002162","0.000002163","","","0.000002059","","","2026-07-31T09:05:16.988Z","2026-07-31T09:07:04.930Z","","","2026-07-31T09:09:28.796Z","",""
"BC","4NrpcvixRdUdrKDALoquT1mjLYeoyWk7W75pirpqpump","63","1.000156273","","","","","","","0","0","0","","","0","0","902","1.000156273","0","11","1","0","0","4320.37","3","309.5","309.5","0.714","0.714","96.46","","0","0","1","0","0","","","","","","","0.00000432","0.00000432","","","","","","2026-07-31T09:05:28.926Z","2026-07-31T09:06:52.838Z","","","","",""
"Putin","A2ruaE34pzqtb19gTFa8DdqfzdYFagrK4xKMevNRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.598e-7","","","","","","2026-07-31T09:05:47.028Z",""
"MrRational","GrcQv2bFmxtHVEBNBDCteX5ESqXN5G9XeCV2LTQrpump","57","3.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002375","","","","","","","2026-07-31T09:06:10.925Z","","","","","",""
"LAWYER","74x8Bbh83vVKF7Q4WmqBJj9xgHizNzMXiqoKWcq8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.154e-7","","","","","","2026-07-31T09:06:34.954Z",""
"Reflect","2zcfzGcWAaYXEDBNwJs7XQBJ64mq6JpUqrEeLhJmpump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003605","","","","","","","2026-07-31T09:06:46.992Z","","","","","",""
"deslopify","2AV7cdjccifcHmd1ncEfyxg6eUhY9YJvLeZq5tbqpump","63","3.083247688","","90.205","","","","","44.9","254","0","","","-3.8","50.7","944","3.083247688","0","0","0","0","0","15953.33","3","23231.49","23231.49","0.613","0.613","537","","0","0","1","0","1","-7.210031347962387","","","","","","0.000008543","0.00001595","","","0.0000148","","","2026-07-31T09:06:47.000Z","2026-07-31T09:08:10.756Z","","","2026-07-31T09:09:40.961Z","",""
"BC","GEUSDiKrFS8UM6GLSDEAa66UEgMKkrqN8hjx2NwJpump","62","1.000156273","","","","","","","0","0","0","","","0","0","906","1.000156273","0","12","1","0","0","1339.66","3","725.95","725.95","0.559","0.559","-39.09","","0","0","1","0","0","","","","","","","0.000001339","0.000001339","","","","","","2026-07-31T09:06:53.004Z","2026-07-31T09:08:28.960Z","","","","",""
"MARSCOIN","4si57YTAih5Q35ec8op8g9XtGzXzwyQbmDPhNa76pump","57","0.098765431","","","","","","","","","","","","","","","0.098765431","0","3","1","0","0","3173.26","4","58.28","58.28","0.636","0.636","53.07","","0","0","1","0","0","","","","","","","0.000003194","0.000003173","","","","","","2026-07-31T09:06:58.967Z","2026-07-31T09:09:17.000Z","","","","",""
"HOTDOG","3pV54VXCnmD6VDxvZE9p2ToyEayvfDEFA9d87vwKpump","70","4.938271603","auto","1416.482","30.057","9.262","1580.151","yes","35.4","208","-6.9","no","","9.8","23.3","908","4.938271603","0","0","0","0","0","6228.62","3","7735.27","7735.27","0.552","0.552","123","","0","0","1","0","1","10.436737315350026","14.29809950803481","-3.378325807082505","22.03","27.72","TRAIL_STOP","0.000005315","0.000006228","0.000006228","0.000007118485637360408","0.000006878","0.000007651","","2026-07-31T09:07:16.969Z","2026-07-31T09:08:46.936Z","2026-07-31T09:09:16.993Z","2026-07-31T09:09:26.255Z","2026-07-31T09:32:23.418Z","","2026-07-31T09:35:46.406Z"
"Lugi","EP23hbzP1JWJ46i6bsU22RCuiaU4SyQJKHpTW71Bpump","64","0.691358023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000242","","","","","","","2026-07-31T09:07:22.921Z","","","","","",""
"deslopify","7CRWAEeSYgF5Ch8yWPdFrHVJzRaydf9yQFWiQVEYpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002087","","","","","","","2026-07-31T09:07:28.953Z","","","","","",""
"ABG","HUAKoymEqov2ySZ2adLk2YrpTfBUVNzPDPjPpsrGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.324e-7","","","","","","2026-07-31T09:07:34.924Z",""
"desloppify","5GFHS31GWa34v97mbawZAWp35TCHfD6fBcbk8Ce4pump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002065","","","","","","","2026-07-31T09:07:58.932Z","","","","","",""
"wifgun","9KyoxuZ6cusvBcqqyEFhcYes2ncju8D9WM5EFdpupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.558e-8","","","","","","2026-07-31T09:08:10.975Z",""
"desloppify","27GGgnNR4RPhKpPN3bJUG3PZGbSAhwGb3kNPPvQApump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005759","","","","","","","2026-07-31T09:08:16.975Z","","","","","",""
"BC","BEQGgcnCYmrqbLh3QKoMm46uxq135u2ZdEK9cwkypump","62","1.000156273","","","","","","","0","0","0","","","0","0","902","1.000156273","0","13","1","0","0","4118.21","3","296.41","296.41","0.778","0.778","87.35","","0","0","1","0","0","","","","","","","0.000004118","0.000004118","","","","","","2026-07-31T09:08:22.933Z","2026-07-31T09:09:52.814Z","","","","",""
"น้อง","B2DvoiFixmtGSB8uHeUccC2Ht3buvbPcfPEtekccZZXH","75","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002189","","","","","","","2026-07-31T09:08:35.001Z","","","","","",""
"TripleF","5Hyw33YE7nYkC6R1jantc8Gr8EXp9sU5NpuuAE8Wpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.622e-7","","","","","","2026-07-31T09:08:40.920Z",""
"MARSCOIN","5vkfs4zmh9WFJR7rouUXTcm5tEdZLJ64a4NQ3xM5pump","58","0.197530863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002286","","","","","","6.054e-7","2026-07-31T09:08:53.009Z","","","","","2026-07-31T09:09:28.962Z",""
"ANTISLOP","DbFTpYz2aXE5Pio1fEDBogBAjqKQivtEhW7nmFbmpump","56","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-07-31T09:08:58.928Z","","","","","",""
"TOOTHBRUSH","DM1MQmeoWznFQ43BZVdcsNQKgYmuzMzLCVA6AFBypump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002059","","","","","","","2026-07-31T09:09:05.032Z","","","","","",""
"desloppify","2DfbFnRD361UrvJ6qCfvWYNXkL6UeMWT4PRWHd6bpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002784","","","","","","","2026-07-31T09:09:10.942Z","","","","","",""
"BC","7aoWap9327oUfKhv3vrmgReCLgwTyfsmhpFCwoq2pump","55","0.500078135","","","","","","","","","","","","","","","0.500078135","0","14","1","0","0","1920.93","3","378.25","378.25","0.571","0.571","-9.75","","0","0","1","0","0","","","","","","","0.00000192","0.00000192","","","","","","2026-07-31T09:09:17.014Z","2026-07-31T09:10:52.745Z","","","","",""
"ANTIAI","2MZDo8FRVSBeznVZsK6ucYyn3AyH1zJ5WYXcZcwepump","56","3.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002059","","","","","","","2026-07-31T09:09:46.947Z","","","","","",""
"BC","4v8prei6bGbLSpjLBa2Gw4nKqjAaXZzrfQKp5sbMpump","61","1.000156273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003783","","","","","","","2026-07-31T09:10:10.957Z","","","","","",""
"Bullflying","23ineDGxVrQHTJPwWnVhNx47ZVhqnKRbbcQMaN6Gpump","100","0.059259258","","","","","","","0","0","0","","","","","904","0.059259258","1","1","0","0","0","2067.6","4","20.22","20.22","0.6","0.6","-0.01","","0","0","1","0","0","","","","","","","0.00000208","0.000002067","","","","","","2026-07-31T09:10:10.983Z","2026-07-31T09:12:10.930Z","","","","",""
"Pump.w","4wNHeAswNNdpgdSJkozjkLGDNqqqpBdJyZCjkX3ypump","82","2.000312547","","","","","","","0","0","0","","","0","0","906","2.000312547","0","0","1","0","0","2776.07","3","580.03","580.03","0.571","0.571","18.47","","0","0","1","0","0","","","","","","","0.000002776","0.000002776","","","","","","2026-07-31T09:10:22.955Z","2026-07-31T09:11:28.723Z","","","","",""
"desloppify","AmTDAioQFe2DqHVvWEeaN2FbrfQcabEdS8bwDALDpump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2162.11","3","346.79","346.79","0.6","0.6","-7.57","","0","0","1","0","0","","","","","","","0.000002162","0.000002162","","","","","","2026-07-31T09:11:16.919Z","2026-07-31T09:12:16.778Z","","","","",""
"desloppify","G9NKq1JNZf79zziRiiEhYv9EfoVPQG1tkfoRUpur2hqU","60","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006193","","","","","","","2026-07-31T09:11:40.921Z","","","","","",""
"home","Atr71gB9H3T7HYjxfctDV3E6mLBsLNrCEkQQNtm5TE8r","72","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002142","","","","","","","2026-07-31T09:11:53.245Z","","","","","",""
"HOME","DRaDks5tvh3CwYfVSzTxvSBc8hBFicXpBotjsvPCpump","56","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002169","","","","","","","2026-07-31T09:11:53.252Z","","","","","",""
"home","AMToE5Ud91Bpmxzm3aPo6M2VM7ohZmDXVYYbtXsqpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-07-31T09:11:53.262Z","","","","","",""
"SOLHOUSE","7JZrvKNitK7tDK5ixmwDJ2EHiAs43kM4g2EHs2ivzNQR","61","5.925925924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002142","","","","","","","2026-07-31T09:11:58.944Z","","","","","",""
"SOLANAISHOME","14YvDD9smbu8ZWkHAbupUcita2kSN3BQFKwGda4ypump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","","2026-07-31T09:11:58.946Z","","","","","",""
"PWG","JB7XEMF2VGYCYwciTFeN7R9uwE8MK2mkHX9nq29Xpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002338","","","","","","","2026-07-31T09:12:16.919Z","","","","","",""
"Tofooko","3Xz3hGFVV4XUMKJnoA6jCMLykF4id3kkCZ6TAcaDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.818e-8","","","","","","2026-07-31T09:12:17.086Z",""
"Zenz","D5BTvEXu72LZYx6cp964sUKNUKTHpUEKrFriWjXbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.145e-7","","","","","","2026-07-31T09:12:34.988Z",""
"KUMAMOTO","E2gfKgbRwPjG9iUUrAR7j6WRZF5XNaHK8KxWiCaZpump","61","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002013","","","","","","","2026-07-31T09:32:28.949Z","","","","","",""
"KUMAMOTO","3bmx32ZeSqeGKBSEAxJPcb6YzFWk3u26JresKGcqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lamp","DCuyAuoc6y8WzhCYEMpGWBdK2sGcpFMTnSv4AcNopump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2114.96","3","1921.41","1921.41","0.604","0.604","-9.38","","0","0","1","0","0","","","","","","","0.000002087","0.000002114","","","","","","2026-07-31T09:36:59.414Z","2026-07-31T09:37:59.164Z","","","","",""
"deslopify","5WCyy63vRqDgfm9DXN1sn7jagsZTQtU41krnMvf7pump","61","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001641","","","","","","","2026-07-31T09:37:05.410Z","","","","","",""
"deslopify","EBPjWNabXHovUNSGC48vsBAcs99Zb9GSZjp1efUEpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.989e-8","","","","","","2026-07-31T09:37:17.403Z",""
"Halo","2EFbWXDKbqcKNVk7JnQFgBf6LYfhy2ygWw9vasCjpump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2157.41","3","374.13","374.13","0.6","0.6","-7.59","","0","0","1","0","0","","","","","","","0.000002157","0.000002157","","","","","","2026-07-31T09:37:41.389Z","2026-07-31T09:38:41.162Z","","","","",""
"$MBLUE","3QPqz5QHbeLduH1kM4ssqirNuMpmCqcXtCR8qnMvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.443e-7","","","","","","2026-07-31T09:37:53.449Z",""
"deslopify","DSs6JMihJZaysen7dGW8EkCoggZhhou78dKXGpqKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.287e-7","","","","","","2026-07-31T09:38:05.414Z",""
"fish","DLwQm9gsGWWb5z6jqAooU9vDuMnnCY1W1cdmShzipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.573e-7","","","","","","2026-07-31T09:38:05.459Z",""
"ARIEL","AFiYMdRApFzd9nibMwmJbXULD3St9Uu2YGqD1F3P7Ack","60","5.925925924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000218","","","","","","","2026-07-31T09:38:11.408Z","","","","","",""
"deslopify","GBaRe2DXLBTPe5j8niwkhGE3nmRawMSBc9ZZdSzVpump","59","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000234","","","","","","","2026-07-31T09:38:23.402Z","","","","","",""
"PEANUT","FZ8FexJw7NuRSdgdPeckddVAKN8iQSbkja9eLxDxpump","61","3.456790121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003351","","","","","","","2026-07-31T09:38:41.385Z","","","","","",""
"nub","EuLFqWuATy2Nuwnd9qpogz6MVyM1fDrL5Y5aq3SDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.374e-7","","","","","","2026-07-31T09:38:53.397Z",""
"dnd","7jcpKYmTjpe2j8SEsiqZALCQRX94qxenwNPNqi2spump","63","2.962962961","","","","","","","63.8","351","-67.1","","","-7.6","77.3","901","2.962962961","0","0","0","0","0","5470.4","3","10748.64","10748.64","0.556","0.556","121","","0","0","1","0","1","","","","","","","0.000004285","0.00000547","","","","","","2026-07-31T09:38:53.406Z","2026-07-31T09:39:59.945Z","","","","",""
"PEANUT","48V6BBvgjE4xg7ud9mKbAxKFz36YZyqDdHjndirUpump","65","3.34","","","","","","","8.8","10","-73.8","","","8.8","0","339","3.34","0","0","0","0","0","20573.24","3","26451.53","26451.53","0.509","0.509","710","","0","0","1","0","1","","","","","","","0.00001565","0.00002057","","","","","","2026-07-31T09:39:35.787Z","2026-07-31T09:40:41.644Z","","","","",""
"HanagHang","5GtqNwRzzJ1MnP4eyLCamCf2mQFzGWsUFXJhvjcnpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002146","","","","","","","2026-07-31T09:40:05.890Z","","","","","",""
"$DELULU","3gbTQwfVWxDj5VViArkhsegDQoGeoqp4gKsFg1Nupump","68","0.197530863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001365","","","","","","3.242e-7","2026-07-31T09:40:11.955Z","","","","","2026-07-31T09:40:53.778Z",""
"$PUZ","CByDyH2nsieM9WMkMmBHW4irTerfSYdccFa86m1vpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.676e-7","","","","","","2026-07-31T09:40:17.790Z",""
"小雅","5p6BjxLdQMR8pQ4Yxd4QLUarNhkPVjPv5DvxtjUspump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002151","","","","","","","2026-07-31T09:40:17.800Z","","","","","",""
"BC","5xtCkApgVY3sK9PsifsuqTV3eVdM8NV1qvPgsLtZpump","66","1.670260977","","","","","","","0","0","0","","","0","0","920","1.670260977","0","17","1","0","0","3140.59","3","704.41","704.41","0.6","0.6","37.21","","0","0","1","0","0","","","","","","","0.00000314","0.00000314","","","","","","2026-07-31T09:40:40.484Z","2026-07-31T09:41:41.219Z","","","","",""
"fish","5KPBGU3Gx5idcgpyodoUgcgNTYcLahyJgy479pespump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.346e-7","","","","","","2026-07-31T09:40:40.496Z",""
"UNHVAN","Gs3UWwD4vqn7wSMBsEDdX9eV43Bn5qFYxE1LqqQ9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.218e-7","","","","","","2026-07-31T09:40:40.508Z",""
"JAIL","DPKaR6Zt7nM43oFTyv6i48pfQH6ufoLTv37ckBmzpump","75","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002156","","","","","","","2026-07-31T09:40:40.580Z","","","","","",""
"$VENUSC","EQP6AGTK6GhWPueVHPVtFDKZyxmo7RVbfT8tRgRNpump","59","0.100015626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001923","","","","","","","2026-07-31T09:40:47.794Z","","","","","",""
"ChaosMagic","3itXTzDKSQtMLGRj9Q4fL1HrpDoV6woPFqRw8pPjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.687e-7","","","","","","2026-07-31T09:41:35.396Z",""
"pnut","C3X8uZjTePHvrF37pF5LiRpKuAqEXN8VokJR3VEDpump","63","3","","","","","","","0","0","-3.2","","","-3.2","0","906","3","0","0","0","0","0","2124.08","3","1727.42","1727.42","0.64","0.64","-14.58","","0","0","1","0","0","","","","","","","0.000002124","0.000002124","","","","","","2026-07-31T09:42:05.387Z","2026-07-31T09:43:05.173Z","","","","",""
"ChaosMagic","EnaGpykn564GMGaARXkJ2khEK4i9AkE9RL2Xf2Wzpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.808e-7","","","","","","2026-07-31T09:42:11.389Z",""
"DP","DsRSFH3YfLAdyA17eweZdkbr9A8NcY7G2dEX6XNypump","63","3","","","","","","","36.5","434","-39.4","","","10.9","23","904","3","0","0","0","0","0","2485.52","3","220.41","220.41","1","1","0","","0","0","1","0","0","","","","","","","0.000002756","0.000002485","","","","","","2026-07-31T09:42:29.377Z","2026-07-31T09:42:17.161Z","","","","",""
"ChaosMagic","Fyf34tmBuP5zsGfZW8U6tTSsgzwP7mokPEyo98oMpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83e-7","","","","","","2026-07-31T09:42:23.386Z",""
"dͨoͣgͭ","FaMvax7zeHTcFbTqvwJBWu8dXmoVQdrCwL4Cnf4Wpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63e-7","","","","","","2026-07-31T09:42:23.416Z",""
"$MGRAY","AqNENmvXvxA3wMixtqt9Y98EFnTAjbDW5kfrCqLmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.423e-8","","","","","","2026-07-31T09:42:41.414Z",""
"PEANUT","2H1LYBL18CQqpFCCraLL7WfHx8VoFmjG3eiZwhNjpump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002057","","","","","","","2026-07-31T09:42:59.393Z","","","","","",""
"ChaosMagic","HHHbHyxJT6D213UgoQjAj5LVWGv6Q2YsJVesjdJJpump","58","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002579","","","","","","3.338e-7","2026-07-31T09:43:11.800Z","","","","","2026-07-31T09:45:59.390Z",""
"nub","CSWqZeLFbJ6vKv3z8HoSLJXjrcsWkSsenJ5TtMcCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001035","","","","","","2026-07-31T09:43:17.815Z",""
"AISLOP","6TwBAvAqqUFzy2SExFUJMgMwuKBbhXedBup8nGqVpump","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002158","","","","","","","2026-07-31T09:43:35.826Z","","","","","",""
"dͨoͣgͭ","BdQ77cdZrpkDmChcLW3vPbvCyrKBJeLVWqJyQv2npump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.443e-7","","","","","","2026-07-31T09:43:35.836Z",""
"LLM","9u8yx66UEKEyh6hw5dT71X6MX3eSM2aQA1BNRZpFpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000207","","","","","","","2026-07-31T09:43:41.772Z","","","","","",""
"CHILLMOUSE","4nWhaQ4n8BYEUQENvLXA9nhcXjXerUVRxN9qrwmnpump","65","3.456790122","","","","","","","3.1","158","-1","","","2","1.1","918","3.456790122","0","0","0","0","0","6825.63","5","2682.26","2682.26","0.73","0.73","167","","0","0","1","0","1","","","","","","","0.000004418","0.000006825","","","","","","2026-07-31T09:43:59.807Z","2026-07-31T09:46:53.428Z","","","","",""
"CCL","q14CJEo7dHR8io5y2Jhyf3vMz3wjfNQV3DGp8gmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.611e-7","","","","","","2026-07-31T09:43:59.824Z",""
"チャミ","CyLuUpmCLKFuZEeStZFnRZBp7LevttK1zXkHvXtGpump","56","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002687","","","","","","","2026-07-31T09:45:02.919Z","","","","","",""
"Peanut","8qE6awvgNe7jayV6habtrDQkd5EF4xoht2paVcrCpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002055","","","","","","","2026-07-31T09:45:02.937Z","","","","","",""
"loooooooooong","EdmctX5SjUqnNgarershGcAHtewfd6umCrY43AWmpump","55","1.748148146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000234","","","","","","","2026-07-31T09:45:02.945Z","","","","","",""
"MARSCOIN","6ePVce4YQJPSPPSHhasogciVH2MK5k4QfkL9NcC5pump","55","0.148148147","","","","","","","","","","","","","","","0.148148147","0","6","1","0","0","2701.35","4","33.94","33.94","0.571","0.571","30.08","","0","0","1","0","0","","","","","","","0.000002701","0.000002701","","","","","","2026-07-31T09:45:02.987Z","2026-07-31T09:47:11.387Z","","","","",""
"FSB","AowSxvGiDVuWVbgoz99QRxSzYH4gThKnKh8BpP8xpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002099","","","","","","","2026-07-31T09:45:50.949Z","","","","","",""
"PIKA","ACQ4RnwcpjN71r81SqSmsanWUpHzqf2R5aqMiACcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.061e-8","","","","","","2026-07-31T09:45:50.971Z",""
"nub","Ay4mdG1W9bR33XTyc3pRUKvay2A7NCWHyitTJoHvpump","60","0.15002344","","","","","","","0","0","0","","","0","0","920","0.15002344","0","2","1","0","0","3472.51","3","172.7","172.7","0.571","0.571","67.21","","0","0","1","0","0","","","","","","","0.000003472","0.000003472","","","","","","2026-07-31T09:45:50.984Z","2026-07-31T09:47:11.402Z","","","","",""
"$COLDCARD","J4epYvLgbndxd9eZrMLS4qq4GUcz6qqjzW6pmNusfZ67","60","5.925925924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002158","","","","","","","2026-07-31T09:45:50.991Z","","","","","",""
"$ALFISH","H1zGNyNNr98L7qkMkqH3d64PnmCndJ7teTcQeQXRpump","58","0.200031254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000248","","","","","","","2026-07-31T09:45:53.400Z","","","","","",""
"ChaosMagic","T3YpmqoKbzrgVumyEiRoagagLQsFHyjGbqB34m6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.263e-7","","","","","","2026-07-31T09:45:53.418Z",""
"lakemaxxing","4mcvWLYoc6Jm7WVVgLKQztCajkDpLESNrGsiUoVVpump","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002151","","","","","","","2026-07-31T09:45:59.375Z","","","","","",""
