symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,peaked_after_exit,peak_after_exit_s,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"is he right?","5bvuLYg941npJRq74cHAfuSumFVYrARxgnNqkVvipump","78","2.962962961","","204.005","","","","","0","0","0","","","0","0","908","2.962962961","0","6","1","0","0","3253.95","3","4494.55","4494.55","0.552","0.552","24.5","","0","0","1","0","0","0","","","","","","0.000003259","0.000003253","","","0.000003253","","","2026-07-23T09:01:43.694Z","2026-07-23T09:03:31.415Z","","","2026-07-23T09:06:55.420Z","",""
"KOTON","6By2DKRWG1fAJHdBJPDtH6QFFHgLh987omtnj9gpump","55","3.292181529","","","","","","","","","","","","","","","3.292181529","0","3","0","0","0","2235.52","3","1032.62","1032.62","0.571","0.571","-16.15","","0","0","1","0","0","","","","","","","0.000002235","0.000002235","","","","","","2026-07-23T09:02:55.625Z","2026-07-23T09:04:13.463Z","","","","",""
"Sophye","32ce2uV2zKQw6oKdPmfLSKEiZN8zQqsgvRR74CXWpump","61","0.060000001","","","","","","","29.5","64","-0.4","","","21.1","6.9","904","0.060000001","0","1","1","0","0","2173.53","3","4.64","4.64","1","1","0","","0","0","1","0","0","","","","","","","0.000002814","0.000002173","","","","","","2026-07-23T09:04:43.409Z","2026-07-23T09:03:25.474Z","","","","",""
"USDUT","HzawVnmKbPW7kqiAGdb84d4UHKGaFaBe8oNVCKispump","77","7.901234566","auto","107.798","30.007","","","","23","68","-73.1","","","-0.7","23.9","908","7.901234566","0","0","0","0","0","6721.54","3","15853.36","15853.36","0.604","0.604","94.52","","0","0","1","0","1","-64.8712989138521","","","","","","0.000006116","0.000006721","0.000006721","","0.000002361","","0.000002265","2026-07-23T09:04:25.679Z","2026-07-23T09:06:01.615Z","2026-07-23T09:06:31.622Z","","2026-07-23T09:07:49.413Z","2026-07-23T09:08:25.404Z",""
"Bull","Ga5HqgAXmi3HYj92XaHVTXo1DrLPbiyPKSEPL3zgpump","66","0.096000001","","65.998","","","","","0","32","-8.9","","","0","0","902","0.096000001","0","0","1","0","0","45388.76","3","426.38","426.38","0.619","0.619","1983","","0","0","1","0","0","-8.858527985896883","","","","","","0.00004538","0.00004538","","","0.00004136","","","2026-07-23T09:05:07.613Z","2026-07-23T09:06:07.408Z","","","2026-07-23T09:07:13.406Z","",""
"MOON","7DFRJiPpcfW7KYf1p3JybXC55KRQEJhZFqW3dg5Ppump","74","0.700000001","","24.21","","","","","0","0","-68.7","","","-35.2","0","910","0.700000001","0","0","1","0","0","2900.54","3","1631.59","1631.59","0.576","0.576","27.86","","0","0","1","0","0","-35.241379310344826","","","","","","0.000002811","0.0000029","","","0.000001878","","9.112e-7","2026-07-23T09:06:49.612Z","2026-07-23T09:07:49.406Z","","","2026-07-23T09:08:13.616Z","2026-07-23T09:09:37.410Z",""
"BullRun","74unC7SDCtuFxzCcV8s828SBn6iF2QoBjVS18PmSpump","55","0.500000001","","","","","","","","","","","","","","","0.500000001","0","14","1","0","0","1819.14","6","377.91","444.46","0.571","0.545","-18.75","","0","0","1","0","0","","","","","","","0.000001819","0.000001819","","","","","","2026-07-23T09:07:37.683Z","2026-07-23T09:11:43.410Z","","","","",""
"SAMARITAN","6vFm72aS95RtAyWeczq3mEFYhs4WQ1Bpm3XjrXtZpump","67","5","","47.939","","","","","0","0","-39.2","","","-30.6","10.1","910","5","0","1","0","0","0","5961.68","3","10721.06","10721.06","0.596","0.596","102","","0","0","1","0","1","-30.56534138567355","","","","","","0.000005306","0.000005961","","","0.000004139","","","2026-07-23T09:07:43.608Z","2026-07-23T09:08:49.470Z","","","2026-07-23T09:09:37.409Z","",""
"REfund pls","CcbBxmpk4YeSTR9G4aQEyRvRGKqQV6MTqteS5gZ9pump","77","2.962962961","","","","","","","0","0","0","","","0","0","910","2.962962961","0","7","1","0","0","2167.42","3","505.48","505.48","0.8","0.8","-17.13","","0","0","1","0","0","","","","","","","0.000002167","0.000002167","","","","","","2026-07-23T09:09:19.617Z","2026-07-23T09:10:19.469Z","","","","",""
"frank","HtcrtXYS7cNZq9gD3T8M7YSosWeA4FiLzCo9SvcZpump","71","5","auto","","30.025","","","","40.7","38","0","","","40.7","0","908","5","0","0","0","0","0","22635.93","4","20136.06","20136.06","0.603","0.603","668","","0","0","1","0","1","","","","","","","0.00001162","0.00002263","0.00002263","","","","","2026-07-23T09:11:13.632Z","2026-07-23T09:14:01.642Z","2026-07-23T09:14:31.667Z","","","",""
"ELONMEM","APtbQMjpWG1ozaJaQ9LJ2N1NgdayhwLpZPTBhFqzpump","66","0.088888887","","","","","","","0","0","-72.7","","","-0.1","0","358","0.088888887","0","0","1","0","0","5593.23","3","501.2","501.2","0.546","0.546","157","","0","0","1","0","0","","","","","","","0.000004853","0.000005593","","","","","","2026-07-23T09:12:31.660Z","2026-07-23T09:13:31.406Z","","","","",""
"MOON","8pbgLGbbvgRH3zpRr5WUVL3qdYQhgE9yKZy7WdJZpump","57","0.160000001","","","","","","","","","","","","","","","0.160000001","0","4","1","0","0","3700.96","3","255.63","255.63","0.571","0.571","68.99","","0","0","1","0","0","","","","","","","0.000002136","0.0000037","","","","","","2026-07-23T09:13:01.603Z","2026-07-23T09:14:49.610Z","","","","",""
"PCAT","DFnySZAbfSEUT5ypTwJBGEaPppo4jJkybR9S6LDZpump","66","0.100000001","","174.208","","","","","1226.5","412","-98.9","","","0","1226.5","742","0.100000001","0","0","1","0","0","2181.29","3","89.09","89.09","0.667","0.667","0","","0","0","1","0","0","2.430077945896386","","","","","","0.000002181","0.000002181","","","0.000002234","","","2026-07-23T09:14:07.631Z","2026-07-23T09:15:07.403Z","","","2026-07-23T09:18:01.611Z","",""
"Neil","3PEErhhUC9DpqxQRtBk3vZufPu3gU6fisCkW188Hpump","55","0.059259258","","35.928","","","","","","","","","","","","","0.059259258","0","4","1","0","0","3024.83","4","131.82","131.82","0.563","0.563","39.05","","0","0","1","0","0","-25.95899470899471","","","","","","0.000002115","0.000003024","","","0.000002239","","5.553e-7","2026-07-23T09:16:01.631Z","2026-07-23T09:18:13.689Z","","","2026-07-23T09:18:49.617Z","2026-07-23T09:19:25.602Z",""
"WILD","7uWEvn73jLXV5PoYuXj84Dn7XMBnDyBCy1wbGRLQpump","72","0.500000001","","11.95","","","","","38.5","50","-89.1","","","38.5","0","90","0.500000001","0","0","1","0","0","3323.58","3","257.39","257.39","0.583","0.583","48.4","","0","0","1","0","0","-15.949443274149862","","","","","","0.00000331","0.000003323","","","0.000002793","","5.013e-7","2026-07-23T09:17:13.670Z","2026-07-23T09:18:19.456Z","","","2026-07-23T09:18:31.406Z","2026-07-23T09:19:49.984Z",""
"Momota","A2VnVSpGyGBxaHf2U5mRc95d66JvrYgBRzHhsAdppump","60","2.4691358","","","","","","","86.7","204","-66.4","","","42.9","30.7","904","2.4691358","0","0","0","0","0","6337.86","4","31656.19","31656.19","0.563","0.563","150","","0","0","1","0","1","","","","","","","0.00001485","0.000006337","","","","","","2026-07-23T09:18:07.614Z","2026-07-23T09:20:55.610Z","","","","",""
"TBOP","38qy7TEcNk7ckrpL6oMLarbmKEUMgZ14USBYA3xYpump","61","2.666666665","","71.928","","","","","0","0","-22.7","","","0","0","906","2.666666665","0","0","0","0","0","2805.37","3","364.35","364.35","0.813","0.813","9.19","","0","0","1","0","0","-12.263814616755795","","","","","","0.000002805","0.000002805","","","0.000002461","","","2026-07-23T09:18:37.616Z","2026-07-23T09:19:43.473Z","","","2026-07-23T09:20:55.401Z","",""
"ButMix","Cz2k3U5ednSPFQKMHMZkbTTDgAKbWgF7KkyXpfSgpump","63","3","","","","","","","0","0","-16.8","","","0","0","904","3","0","0","0","0","0","2604.33","3","743.49","743.49","0.6","0.6","-0.67","","0","0","1","0","0","","","","","","","0.000002604","0.000002604","","","","","","2026-07-23T09:20:19.663Z","2026-07-23T09:21:25.476Z","","","","",""
"Buzz","DwAwyAwBMuDV5ZGZN47yn2k9JZsZgH8wRUeUH43PutM","67","3.950617282","","222.219","","","","","0","0","-6.1","","","0","0","904","3.950617282","0","0","0","0","0","2311.18","3","827.39","827.39","0.7","0.7","-16.78","","0","0","1","0","0","-6.101254868022502","","","","","","0.000002311","0.000002311","","","0.00000217","","","2026-07-23T09:21:25.627Z","2026-07-23T09:22:25.407Z","","","2026-07-23T09:26:07.626Z","",""
"PHELPS","D5ci3ZguUyTBa8UGycdPkhHzm7VKvqQqzms7JdtKpump","57","2","","47.999","","","","","","","","","","","","","2","0","0","0","0","0","4341.05","4","4984.71","4984.71","0.583","0.583","75.95","","0","0","1","0","1","3.225063349458659","","","","","","0.000005898","0.000004341","","","0.000004481","","","2026-07-23T09:21:43.615Z","2026-07-23T09:23:43.605Z","","","2026-07-23T09:24:31.604Z","",""
"BIC","9KwJpR42qviR1X1bUot7FTN5Qx7V32muLs2joGaFpump","67","5","","","","","","","0","0","-0.7","","","0","0","902","5","0","1","0","0","0","2183.81","8","8.79","3996.83","1","0.471","-26.01","","0","0","1","0","0","","","","","","","0.000002184","0.000002183","","","","","","2026-07-23T09:22:43.672Z","2026-07-23T09:28:37.448Z","","","","",""
"pinkcat","CGoFUNe6f98auBhWEbovdfRoGbyh4P4tUtyevdxCpump","66","0.100000001","","48.255","","","","","0","0","-70.6","","","-70.6","0","50","0.100000001","0","0","1","0","0","3689.57","3","40.06","40.06","0.615","0.615","69.02","","0","0","1","0","0","-70.58823529411764","","","","","","0.000003689","0.000003689","","","0.000001085","","0.000001085","2026-07-23T09:23:13.652Z","2026-07-23T09:24:19.407Z","","","2026-07-23T09:25:07.662Z","2026-07-23T09:25:07.661Z",""
"笑","7fzbLwTStkFxhFMfreNE4CZiRxUEWp8FA5apfgLXbonk","62","4.9375","","143.812","","","","","0","0","0","","","0","0","904","4.9375","0","3","0","0","0","3287.14","6","61.08","3123.11","0.8","0.5","-17.52","","0","0","1","0","0","0","","","","","","0.000003289","0.000003287","","","0.000003287","","","2026-07-23T09:23:19.681Z","2026-07-23T09:27:25.604Z","","","2026-07-23T09:29:49.416Z","",""
"Kallik","GafbyYHrUWoND1BJ1rH5H5VAaU7idHZuPFkjKBT7z6TE","63","3","","191.998","","","","","0","0","-0.1","","","0","0","908","3","0","0","0","0","0","2187.05","3","1627.45","1627.45","0.571","0.571","-16.65","","0","0","1","0","0","0","","","","","","0.000002187","0.000002187","","","0.000002187","","","2026-07-23T09:23:25.621Z","2026-07-23T09:24:31.403Z","","","2026-07-23T09:27:43.401Z","",""
"PVM","3b94fwSq2B3FgQ8PHL9WAA688LNt9gBPR3QVx2Xvpump","71","0.987654319","","","","","","","0","0","0","","","0","0","906","0.987654319","0","2","1","0","0","2044.53","3","1905.42","1905.42","0.644","0.644","-11.63","","0","0","1","0","0","","","","","","","0.00000207","0.000002044","","","","","0.000002044","2026-07-23T09:24:19.593Z","2026-07-23T09:26:13.406Z","","","","2026-07-23T09:28:43.396Z",""
"PUDDLE","2jZC6mZ6pGtSKxCCgTLh2kiMCAUkKviCH65vBoxHpump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2441.35","3","8259.8","8259.8","0.561","0.561","-0.9","","0","0","1","0","0","","","","","","","0.000002405","0.000002441","","","","","0.000002438","2026-07-23T09:25:49.648Z","2026-07-23T09:27:01.400Z","","","","2026-07-23T09:30:07.669Z",""
"bully","FWu6vGtZk1VPvfcEoSffnSzoTGN3nNM1R2M243k1pump","61","0.070000001","","95.786","","","","","0","0","-93.9","","","-27.9","0","84","0.070000001","0","1","1","0","0","14825.46","4","2224.91","2224.91","0.564","0.564","581","","0","0","1","0","0","-93.90958164642375","","","","","","0.000003685","0.00001482","","","9.026e-7","","9.026e-7","2026-07-23T09:28:37.663Z","2026-07-23T09:30:55.612Z","","","2026-07-23T09:32:31.398Z","2026-07-23T09:32:31.395Z",""
"AuraBirdy","6eHM1koRXMq1DHF6Ka12AkcVSSw6NETCz4KLkojKpump","57","0.100000001","","","","","","","","","","","","","","","0.100000001","0","3","1","0","0","4023.93","4","76.76","76.76","0.553","0.553","84.43","","0","0","1","0","0","","","","","","","0.000004574","0.000004023","","","","","","2026-07-23T09:29:01.584Z","2026-07-23T09:31:13.443Z","","","","",""
"kpopmeow","2oUMFtF8wXPHegZpXPobrw2QtBsZ2P3jr5EsXNiSpump","65","0.059259258","","53.932","","","","","341.8","528","-94.1","","","-15","419.6","798","0.059259258","0","0","1","0","0","5717.66","3","125.83","125.83","0.8","0.8","163","","0","0","1","0","0","-14.972887878257826","","","","","","0.000003282","0.000005717","","","0.000004861","","","2026-07-23T09:29:37.598Z","2026-07-23T09:31:01.465Z","","","2026-07-23T09:31:55.397Z","",""
"5pm","BN7RAFqo9RQEH9BCZfwWmqWbSHbENAQLYNVu56agpump","65","0.060000001","","","","","","","0","0","0","","","0","0","902","0.060000001","0","0","1","0","0","4410.17","3","27.05","27.05","0.667","0.667","103","","0","0","1","0","0","","","","","","","0.00000441","0.00000441","","","","","","2026-07-23T09:30:07.673Z","2026-07-23T09:31:37.449Z","","","","",""
"Devin","bT5MvSDRhekSuSvCHdy4DQUJqK3StjJe9fWiuX6pump","60","5","","162.157","","","","","0","0","-3.1","","","-3.1","0","910","5","0","5","0","0","0","2238.64","3","1483.97","1483.97","0.588","0.588","-24.12","","0","0","1","0","0","-3.127792672028605","","","","","","0.000002238","0.000002238","","","0.000002168","","","2026-07-23T09:30:25.602Z","2026-07-23T09:31:49.451Z","","","2026-07-23T09:34:31.608Z","",""
"PEPE","Ft5Z8je1CxdfhLnxvFk1tBQaReoUuZtut2fkdxX4pump","59","0.098765431","","36.153","","","","","","","","","","","","","0.098765431","0","2","1","0","0","13666.36","3","683.99","683.99","0.62","0.62","526","","0","0","1","0","0","-90.38799414348462","","","","","","0.000004371","0.00001366","","","0.000001313","","0.000001181","2026-07-23T09:30:43.604Z","2026-07-23T09:32:01.451Z","","","2026-07-23T09:32:37.604Z","2026-07-23T09:33:13.599Z",""
"bully","J9y5o8vvKAMHnK8gnc2PNz15zPY1bAPCCcU6rTv6pump","59","0.070000001","","","","","","","","","","","","","","","0.070000001","0","2","1","0","0","42601.37","3","446.27","446.27","0.65","0.65","1855","","0","0","1","0","0","","","","","","","0.000004819","0.0000426","","","","","","2026-07-23T09:31:37.600Z","2026-07-23T09:33:25.598Z","","","","",""
"Goatee","H1Vg2QEmPHhDT9JntqCEvmVDzkAotCJfH19KGi3fpump","56","0.150000001","","","","","","","","","","","","","","","0.150000001","0","5","1","0","0","1845.16","4","66.91","66.91","0.6","0.6","-15.76","","0","0","1","0","0","","","","","","","0.00000327","0.000001845","","","","","","2026-07-23T09:31:43.594Z","2026-07-23T09:34:07.617Z","","","","",""
"REDEEMER","3MJf1Uoy9YipkP9wkXdw2Uyy1bPtyYVPctZfFkkbpump","66","0.098765431","","35.932","","","","","0","0","-99","","","","","10","0.098765431","0","0","1","0","0","14524.01","3","3456.37","3456.37","0.55","0.55","565","","0","0","1","0","0","-99","","","","","","0.000002201","0.00001452","","","1.452e-7","","1.452e-7","2026-07-23T09:32:07.675Z","2026-07-23T09:33:49.464Z","","","2026-07-23T09:34:25.396Z","2026-07-23T09:34:25.394Z",""
