symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"MAZERUNNER","Hsd5NvBCJiH5cZDqcELzuW4VNqa3Ktkoceyn3RTTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002216","","","","","","2026-07-22T03:03:09.353Z",""
"LX","7QsoLw33ZGi4VsF1eupC6Gz1hwQuheAbBt9JUjPcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.173e-8","","","","","","2026-07-22T03:04:09.274Z",""
"CHOCI","EUUjctFSyhRx8pdQbG7gYSS2Q21wxeGoD6xFdFwipump","70","11.742111603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002844","","","","","","","2026-07-22T03:06:09.375Z","","","","","",""
"HELLO ","5GhfVMM7FuA6Lha9W1JiCRMQAVozuEsZzba4QSypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.491e-7","","","","","","2026-07-22T03:06:09.413Z",""
"LX","3uL12jni3Me6Yb5edA8e6uimWYNCamVp1636bzhDpump","86","4.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003276","","","","","","","2026-07-22T03:06:09.449Z","","","","","",""
"MAZERUNNER","4oCuf3UuYxRDmSrUmbXCNHuwGQKuWuYVyKqaRvYgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002235","","","","","","2026-07-22T03:06:09.485Z",""
"RAGE","BzoDfpmXdFh8vLVF8VbmVy7DaYFQA5C4BteRgsN7pump","78","2.800000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006611","","","","","","","2026-07-22T03:07:09.301Z","","","","","",""
"LX","wSA67fLixJYp1paa2eUXjbXzMEQ1Uaxs59TFoPnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.973e-7","","","","","","2026-07-22T03:07:09.336Z",""
"MAZERUNNER","E3xm3rhKyc1xUt9Jgos8QjKuLmrunMYJzwLcfo9Zpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","2026-07-22T03:07:09.374Z",""
"RAGE","Em4CNC64mhqad4hdLKvCCvTqEv4EurA1zujZrzD6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.141e-7","","","","","","2026-07-22T03:07:09.404Z",""
"#UWU","4uuTjTPDRxDo4zMY4k5Tgu8iaVvyipd5rcQdcphvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.182e-7","","","","","","2026-07-22T03:08:09.296Z",""
"HIMOTHY","2oQz6BAqi4TQc2iRoqELNh59pGhBy1F1BahxYojApump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.662e-7","","","","","","2026-07-22T03:08:09.328Z",""
"MAZERUNNER","7X7cehS8LYrWPxzPZL8ZGKvsHx4TTpi92xBDX8Hhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002221","","","","","","2026-07-22T03:08:09.364Z",""
"Kekius","EZaSZVBeHpLzdGQD5P77txMPz5M35Hoz53Ad2Vnjpump","68","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002228","","","","","","","2026-07-22T03:08:09.401Z","","","","","",""
"LX","J27jnDWBuyfTpa1qKJMTgQnYNpNHAmLVHtaAJe2npump","76","2.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004199","","","","","","","2026-07-22T03:09:09.422Z","","","","","",""
"STS","F3r6JRjn8MwUs8ZorzEgeSp9sfgSGYqiBqCa9i1mpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.543e-7","","","","","","2026-07-22T03:09:09.457Z",""
"MAZERUNNER","Hm9S9VV2ggxvu8bHZpCKEGXDaouLePDwGwFsZqSjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002314","","","","","","2026-07-22T03:09:09.490Z",""
"Wokeism","Zf2uPH9oLBjVzJDZx55hdJ9m1sh84auwMsxXiTepump","93","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002403","","","","","","","2026-07-22T03:09:09.571Z","","","","","",""
"MAZERUNNER","GD1KxPxDt9k2N4QvgXYATctLcXPi3bSGuypzbdW5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002229","","","","","","2026-07-22T03:10:09.252Z",""
"Kekius","EFGRzv8H6HnuMhJuiAeAkSdrJLU56PT4977j5QdJpump","65","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-22T03:10:09.294Z","","","","","",""
"HIMOTHY","9kkRj7WL6whzB58M8Cfqgk37FkzQz1YTNGfyVNPDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.885e-7","","","","","","2026-07-22T03:10:09.322Z",""
"Jimothy","2eyX5SHeMkHNR7uijE9iyUGbc1K7CYTGkkebZvYPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","2026-07-22T03:10:09.373Z",""
"ERTH","3M96ZTimLs7qKUphkw3ggYUKEcNNY57qh1ASKrHipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.863e-7","","","","","","2026-07-22T03:11:09.266Z",""
"Naughtius","FyptrEjvAAGLHUq8w7MGAcV1rj7xBHZo485G57Tppump","57","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006416","","","","","","","2026-07-22T03:11:09.313Z","","","","","",""
"RAGE","2hGCewHN8dZcrwsXvuzjzv7WGPFec4RniaYJr5kspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.936e-8","","","","","","2026-07-22T03:11:09.348Z",""
"CHOCI","5t9hfvq5UcJxLyP5MJWeitmQrkTuFVJxpTqE4a2fpump","69","11.742112473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002612","","","","","","0.000002282","2026-07-22T03:11:09.379Z","","","","","2026-07-22T03:13:09.348Z",""
"MAYNE","BHgTZXUbRpiT515s1WANVNzuAw7hkQ9XXX8ghTvrpump","57","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-22T03:12:09.330Z","","","","","",""
"FOUND","6r3X9SLpRQgH66RUNwiaC6isT2iYHxjGR2AtciDepump","63","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000665","","","","","","","2026-07-22T03:12:09.365Z","","","","","",""
"MAZERUNNER","8jajRZeKoMGx4uTCBptopE71Z5V1aLYefXkyK4gipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002232","","","","","","2026-07-22T03:12:09.399Z",""
"LX","7m5Vvo3Qbu6rPXg7eV7pRNoTCKoGHHN2Wu14Megmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.762e-7","","","","","","2026-07-22T03:12:09.425Z",""
"CENT","64mrD9txWcDW5L9c1qguEJHPCYQ8XwJq4Mt9bPCEpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.444e-8","","","","","","2026-07-22T03:13:09.258Z",""
"RAGE","H4YTX6mYZHf5M9j3QGMkDL7LcDNe3B54U7sCNzmbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2e-7","","","","","","2026-07-22T03:13:09.297Z",""
"MAZERUNNER","J3JnRmH5233Zxj5qp7crLP94BkG2762aqiCWixstpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002221","","","","","","2026-07-22T03:13:09.322Z",""
"ELON MU$K","6dYHRRfpvD7H1EcTWsS4ms2QRdy5AhEzmzqt48wopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.22e-7","","","","","","2026-07-22T03:14:09.216Z",""
"Tru","yBmub2sCkYStKtm1dqbcHQ2T6zhqUXu9M1CmnnDpump","56","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-22T03:14:09.247Z","","","","","",""
"R","5WzQaeMxnv6w6SGsWmhB4VBviKKr11vnJbZ5etPVEByU","66","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000222","","","","","","","2026-07-22T03:14:09.277Z","","","","","",""
"PLASMA","3CJYwW6T5m2RCY6YgD8U2TAcbwWPEv9cvbgihg4dpump","62","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003477","","","","","","","2026-07-22T03:14:09.365Z","","","","","",""
"TROON","D4KwumS7ccPkR7er1aU3fF6hw9Rf4Dg4YhcfjUk5pump","62","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002289","","","","","","","2026-07-22T03:15:09.257Z","","","","","",""
"FLAT","Dy7qMG6b4DxRfFTbyifEBMuqBWptMGADcwhZzeagpump","76","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005459","","","","","","","2026-07-22T03:15:09.286Z","","","","","",""
"CHOCI","Br29Nt7Mmacxc5fsAxqjvUJM5c8pRXk4JhiwUDmKpump","69","11.742112394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005228","","","","","","","2026-07-22T03:15:09.321Z","","","","","",""
"MAZERUNNER","6QWM8Yd7zMK45ea4QVPDx1yJqP4MM6JwGfc6PaDxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","2026-07-22T03:15:09.392Z",""
"HIMOTHY","5k7yMMEhinVcuBA92QAFY3XiAhKoX8FHacyzSDt8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002217","","","","","","2026-07-22T03:16:09.235Z",""
"RAGE","36EffeKVFwr5nG83tFXzYTo7KGk74GDqabvVeAfapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.986e-8","","","","","","2026-07-22T03:16:09.259Z",""
"MAZERUNNER","AePr3URBHH4NQBxqw3dBLc5yUM1sbUVCpYN2SPfHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002461","","","","","","2026-07-22T03:16:09.309Z",""
"LX","37Ax73D5Jk8vDhrqaoRqyRNcB7Wn3pxW8mZZ7i2Fpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.949e-8","","","","","","2026-07-22T03:16:09.337Z",""
"CapriTate","AxRNTUJEbiBfGMEzJs12FFxYFRpRY9rtkbvjWFQtpump","72","0.063000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003134","","","","","","","2026-07-22T03:17:09.284Z","","","","","",""
"MAZERUNNER","3jecWNrjs2CJA28HS4keneXwivTrXrDoVVhNc7gbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","2026-07-22T03:17:09.312Z",""
"RAGEE","8U8oPtoKPap6UPmrXh4viggLX7fLuWX2o95V26Jwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.383e-7","","","","","","2026-07-22T03:17:09.341Z",""
"Ann","PtZcHYLa1LjP1wDRUZ9V8pHJRcqnahZLjuAzkfnpump","61","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005576","","","","","","","2026-07-22T03:17:09.372Z","","","","","",""
"Keanu POV IRL","C8SSUBTvMXnqLYgLKd4C3UvKUEC7Qnk6Eezi61NSpump","61","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002194","","","","","","","2026-07-22T03:18:09.397Z","","","","","",""
"MAZERUNNER","33KsRjRWfM5WQQrZfr95LuBxx7bCx9AAHVSXGxEmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002211","","","","","","2026-07-22T03:18:09.426Z",""
"FLVR","DcZcLHQHo74oM8ndM57QWWnYQx9q2z9WMcmpGB6tpump","62","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002473","","","","","","","2026-07-22T03:18:09.507Z","","","","","",""
"rackoon","GyZMiQtTjjzvjUtCbahMVSqHbaUw3ojFZu7DYrihpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","2026-07-22T03:18:09.533Z",""
"himothy","E6s63GqUrZm8D4sb1s1Lo3tiJA5V4y3mHWakY8TYpump","78","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000056","","","","","","","2026-07-22T03:19:09.242Z","","","","","",""
"CHOCI","8VwQU3dFwHUTLxyemVmckziwmEetLTo5w5fCWD26pump","70","12.729765924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008584","","","","","","","2026-07-22T03:19:09.273Z","","","","","",""
"Grodys","Czq4eMNaNqpmn3SisCoAptB5tnG4WaLP5gmJ7NPopump","72","0.493827159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008547","","","","","","","2026-07-22T03:19:09.315Z","","","","","",""
"RAGEE","4Y9oLYfsNhUTMoJpByxgvshgLSsR6r6uMLzwPB5Fpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001296","","","","","","2026-07-22T03:19:09.339Z",""
"LX","2cGUaCSKj8uWyBi6zgNEjpABDZMWR9Pk9hrEW9dRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.993e-7","","","","","","2026-07-22T03:20:09.238Z",""
"MAZERUNNER","Ai9vzD7KLrEzQYPvuaRCjGAMUjRUepDmkw4KFt6vpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002222","","","","","","2026-07-22T03:20:09.264Z",""
"CapriTate","8kFz18hkhUGQpEB3HuCDSczAU9t88Wb4d71t34qnpump","70","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005037","","","","","","","2026-07-22T03:20:09.317Z","","","","","",""
"MAZERUNNER","Cf8nacABE5wuQBLuYcNJDCqEV17oLLb4334x2ZWkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002261","","","","","","2026-07-22T03:20:09.341Z",""
"CODE","6qqUL6AvTXrSt3wW1qVp6dWKDVsMMeBdVdGe2XYbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.729e-7","","","","","","2026-07-22T03:21:09.271Z",""
"MAZERUNNER","6WcNJSFZ3woeEgfBVRZabYnnKiFkwM9bCGPjvcuJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000224","","","","","","2026-07-22T03:21:09.301Z",""
"FLAT","GGGHpaSzt35N5fNRG9H9XFUkLMFCXwAh6raPnpHDpump","74","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006366","","","","","","","2026-07-22T03:21:09.329Z","","","","","",""
"USA","7eQ5QXeR9EpxRWft3yvoJS2wZktuPV6PfnFWFtYNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.847e-7","","","","","","2026-07-22T03:21:09.353Z",""
"BULLRUN","C7AYDRG89pEK4CGbiQUarcmxyQ2XeC2YdyFHo6YFpump","77","7.88148148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006805","","","","","","","2026-07-22T03:22:09.232Z","","","","","",""
"RAGEE","H7RB7ETmvT2UmeufUo2tdKVz4JZEDF4BZNrUuXQnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.961e-7","","","","","","2026-07-22T03:22:09.255Z",""
"CapriTate","2KUTu3rZMd227Umj6sAJnYtXpDuLUz7TZYRqxb8Upump","68","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002966","","","","","","","2026-07-22T03:22:09.302Z","","","","","",""
"Kekius","FLwreu5WQPJcUfyyhDcthm8CGBpkrWhsfTxjg2Cppump","62","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-22T03:22:09.329Z","","","","","",""
"Mahem Car","7hd9hzGsR8X7NFKMbmeruYqL8zaH76A2FQ8ghvwwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.234e-7","","","","","","2026-07-22T03:23:09.217Z",""
"MAZERUNNER","9Tea4f7KXnNCQpAB59CKTVazhSmEAxpjqUYcYwsvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002245","","","","","","2026-07-22T03:23:09.252Z",""
"Elonidas","Emxavc6Ep7VwtwPk7SYJrvXcGT55ENHnAMRHc2Wpump","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-22T03:23:09.331Z","","","","","",""
"PROSPERITY","EC2Vzu9QZDjUnvV1Tz99pjknHXjpkUTzKG2MyuFcpump","60","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002301","","","","","","","2026-07-22T03:23:09.356Z","","","","","",""
"CCC","2cx8vyqTps3tkJrPXrQA2dKZuRWzx79PyK9f9RTHpump","86","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002241","","","","","","","2026-07-22T03:24:09.298Z","","","","","",""
"SENDOR","HTZpHBRBbZwVRaqJaiX5TeRYPyQHkynRktGLMWxJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.126e-7","","","","","","2026-07-22T03:24:09.329Z",""
"OPTIMUS","53Y5rjX1hJroARyYcKQG4tS9nBptPMgmXWxZ2wCYZhRu","61","6.913580245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002224","","","","","","","2026-07-22T03:24:09.384Z","","","","","",""
"Mahem Car","Ewyj4HV6W5peDZfj9PKJfAQT9Lo3QRskU3dG6thNpump","64","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008767","","","","","","","2026-07-22T03:24:09.417Z","","","","","",""
"RAGEE","E7chBfsZs3EcwRpBWv3zwLBbS6F7zg4i8ZgRSpswpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.506e-7","","","","","","2026-07-22T03:25:09.313Z",""
"CHUD","9prU2ie2eEimfXgF7eMX8P1oBToTV1aZKDJHyUXPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.515e-8","","","","","","2026-07-22T03:25:09.350Z",""
"TRUMPCOIN","HZjEac8vwD2o4J2Tf4gt382Ecwjq4EKrZdZ32dZMpump","60","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002231","","","","","","","2026-07-22T03:25:09.378Z","","","","","",""
"Kekius","HFDbyxdQKtijqMr5LsrYKVpc2bZnmqJF6corMg4mpump","61","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-22T03:25:09.411Z","","","","","",""
"MACA","9QAYebsrW2Wv5HsnWBya13LRXheTCAQyJV3XpZWhpump","62","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-22T03:26:09.232Z","","","","","",""
"BOOTYMUNCH","9B32mWeaPSBLuA7dYikadyzUge81scPWiUifYJTipump","75","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002343","","","","","","","2026-07-22T03:26:09.257Z","","","","","",""
"MAZERUNNER","AsY49vkT2hhY8ThCiyGwZsNcbdn8VP4Am141cC6tpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002217","","","","","","2026-07-22T03:26:09.299Z",""
"RAGEE","3S1qHcyYj3Kv92KxzuAtsU3qtYCvLgQctix16gFspump","85","4.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001062","","","","","","","2026-07-22T03:26:09.417Z","","","","","",""
"2solFund","6X4jTafi9hcBB5RLaNqYPYiUgJZKCyRfnap8EoWypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.271e-7","","","","","","2026-07-22T03:27:09.264Z",""
"MSGA","AqE8ZqJbBHBe8TEpgTw8xFZb2mHXjRASYG24nGGM8yr2","61","6.913580245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-22T03:27:09.305Z","","","","","",""
"Unite","9RWtwM7JmzrJNHgwb9BY6ns22CCNw8pbz1sgoorXpump","92","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000225","","","","","","","2026-07-22T03:27:09.343Z","","","","","",""
"LX","6Ez7kY7sfh95Vk44VV4mqLUUhRoG7NHNa6N78LfFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.104e-7","","","","","","2026-07-22T03:27:09.378Z",""
"jiimo","4xktTS1uJKUqPh9KMTWEcZUh8qJYGdmndoQMcG4Tpump","74","6.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003176","","","","","","","2026-07-22T03:28:09.211Z","","","","","",""
"WNJ","6tQb4QkyLpSFbLQxZWztv7RUPWusvKaUEaaNV7n2pump","60","2.469135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002764","","","","","","","2026-07-22T03:28:09.261Z","","","","","",""
"MAZERUNNER","YT9AKd2GSwGaKs9xPbNYhoryH1hmEtFJDY5KA9Gpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002217","","","","","","2026-07-22T03:28:09.303Z",""
"RAGEE","A8xAdeYJ4JMGwDxaz3YtZwDwx4V18SRx6gZKk1Tkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.227e-7","","","","","","2026-07-22T03:28:09.326Z",""
"LX","8HmQyVnwesCzxNYXYZkzgxfRSjiTdArKNonvjzxcpump","91","7.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000381","","","","","","","2026-07-22T03:29:09.288Z","","","","","",""
"ANTCOIN","9qKCDHhRujDSFL1BxWLP4Pg72DbZydfZRcZbAjPtoZaX","75","6.913580245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000229","","","","","","","2026-07-22T03:29:09.316Z","","","","","",""
"Nocobra","4Z5NtogJoLKqsCVBZmoRGibHYAnaXW6EXNg6Hh46pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.581e-7","","","","","","2026-07-22T03:29:09.341Z",""
"LX","BHts4Vv7Jk11D8spoaoVZC6krx7PkdRGgsCUd9Zhpump","90","6.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002009","","","","","","","2026-07-22T03:29:09.369Z","","","","","",""
"Staring","9E4RxDvYDSSV8hazic9xtySFxu8jYJegf7J1i4q3pump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-22T03:30:09.331Z","","","","","",""
"MAZERUNNER","AkJ836TNd9SNsLErYrbqvDrr8DvyKx2n4o9VPZ9jpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002208","","","","","","2026-07-22T03:30:09.362Z",""
"MAZERUNNER","m3XDS171uUDp2U37kpBbj6WPeaVBGP5UF2Sbw2Bpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002217","","","","","","2026-07-22T03:30:09.399Z",""
"LX","72jSccVPTxmQCDLn6MwjoqashBCgLL8g67GcN8nBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.975e-7","","","","","","2026-07-22T03:30:09.465Z",""
"LX","8mxp5tgbRcvyzxunVW227L4M63bTmKYtaqgzsxAApump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.651e-7","","","","","","2026-07-22T03:31:09.211Z",""
"RAGE","2Wi3nZTNTmA2JGeAasqhKUacBdCUPLE6f1rLaNPfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.181e-7","","","","","","2026-07-22T03:31:09.252Z",""
"TROJAN","6fAGULfZRtFtMaVvgoCT8rvfP2iEuyebbNEb3A4apump","78","2.370370368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003759","","","","","","","2026-07-22T03:31:09.278Z","","","","","",""
"EBOLA","9a9sW1BNWLEPEUxdtAwcvShHutbsm8ZuF8X3xMHhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.173e-8","","","","","","2026-07-22T03:31:09.303Z",""
"Nocobra","BHPDXjzv92j7wmQxRt1x2A2DNPhC6YuLUDM7sbKGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.013e-7","","","","","","2026-07-22T03:32:09.290Z",""
"LX","G39cRB2DEFN44gNqTF2ZzoEep3pgkmravUhyJqp2pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55e-9","","","","","","2026-07-22T03:32:09.319Z",""
"EBOLA","9AW5x2Na84vD25ZGspeFtDSL3bPnWbxs6AhNfhmspump","62","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001403","","","","","","","2026-07-22T03:32:09.352Z","","","","","",""
