symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"Wansem","38EvZBmGxXVuDrSosbH2673EbpfGSWHDkjj9sKjcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.481e-7","","","","","","2026-07-21T18:41:44.036Z",""
"STINK","EtyFCuZwcWwaQoB1GxSaBFcB5e8aLw16sWkz5hZVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.868e-7","","","","","","2026-07-21T18:41:44.080Z",""
"ff","ATLzVSevnPgCe1zNLMCcCiHTUefhGuTAAp7TrKuzpump","55","0.300000001","","","","","","","","","","","","","0.300000001","5","79","1","0","0","2536.39","4","459.75","459.75","0.55","0.55","14.17","","0","0","1","0","0","","","","","","","0.000002539","0.000002536","","","","","","2026-07-21T18:42:25.952Z","2026-07-21T18:44:31.969Z","","","","",""
"miyabi ","5WYEjCpk6t67kY5CtBZpYkR5t7vvvMceSpAEdjmGpump","75","0.071000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003333","","","","","","7.695e-7","2026-07-21T18:42:26.003Z","","","","","2026-07-21T18:43:01.957Z",""
"moosol","23DByctuhjt5hyhggBZnQ3G5KCnizpANYcWpA6y1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.078e-8","","","","","","2026-07-21T18:42:43.928Z",""
"FIFAB.1","Xi2prq22qMJpXopasYZfQpeRnFyipgaL7dqU9pQpump","65","0.049382714","","","","","","","0","0","0","0","0","938","0.049382714","0","0","1","0","0","5145.61","3","20.01","20.01","0.786","0.786","136","","0","0","1","0","0","","","","","","","0.000005145","0.000005145","","","","","","2026-07-21T18:43:07.976Z","2026-07-21T18:44:19.970Z","","","","",""
"NEPE","9BbMm8pjovmpZFKatgLppQkZybV1LV8VAYnVNh21bonk","64","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003301","","","","","","","2026-07-21T18:43:13.968Z","","","","","",""
"PPUMP","6scPgWL95WF5ZJThvJkBX4NZQCxaaGgQeLX5tVvapump","57","1.965432097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003485","","","","","","","2026-07-21T18:43:14.003Z","","","","","",""
"$LARP","FCwwGj3cxVcxGKAwZ2AoVDfNq91S38ktygHS7hbrpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.702e-8","","","","","","2026-07-21T18:43:19.925Z",""
"HARTEBEEST","J1mzndvEH1pyAv7arBt9AgbxVxosKJBCHntsNvbfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002185","","","","","","2026-07-21T18:43:37.966Z",""
"ANSEMOTHY","56wTLgwi7rXybSvFEt7hK8HfAvBvgehkw9jTo5VZpump","75","6.716049381","","","","","","","0.6","72","-5.1","0.6","0","912","6.716049381","0","0","0","0","0","2511.7","3","1519.8","1519.8","0.767","0.767","-23","","0","0","1","0","0","","","","","","","0.000002474","0.000002511","","","","","","2026-07-21T18:43:43.929Z","2026-07-21T18:44:55.940Z","","","","",""
"HAMPTER","Hm3NhbtPqqyLiAmrP6r8TCQUmywPd2SjFS6SUB1iKqv5","65","5.925925924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002177","","","","","","","2026-07-21T18:43:44.002Z","","","","","",""
"at","5vEGFWabvKWpvUHr3BQsAtPJT7ptzkQc7rxiXByxpump","57","3.000000001","","","","","","","","","","","","","3.000000001","2","323","1","0","0","2440.54","3","1790.12","1790.12","0.618","0.618","-7.38","","0","0","1","0","0","","","","","","","0.000002426","0.00000244","","","","","","2026-07-21T18:43:49.940Z","2026-07-21T18:45:02.130Z","","","","",""
"moosol","23DCBqDBbvAC83HWbYB7J7rCXomozkgPtWFbr6rQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.544e-7","","","","","","2026-07-21T18:43:50.032Z",""
"NiggaDick","3nnRisgaiLEqgdXjAKPoFFLpRZ45zwGvB8VrPs9wpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEAST","3xhDRdBi5mfvz1MtxCaHseNsED5YvYqbNMHikmKqpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002229","","","","","","","2026-07-21T18:43:56.030Z","","","","","",""
"Dumb","DUUpctERMqCYmGTs9u4Vs3iqssGbVDkHBShkUyTvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.823e-8","","","","","","2026-07-21T18:44:08.059Z",""
"ISSF","D5ERtMwEt2Bb2Uby7TBrPGXvhNpKuBjyCNyFoc1qpump","58","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001988","","","","","","","2026-07-21T18:44:32.156Z","","","","","",""
"at","DU4mtR6VpHvG4nfBo5wDXKwsDt9frGEgBESpCT7dpump","57","3.000000001","","","","","","","","","","","","","3.000000001","2","324","1","0","0","5555.77","3","4060.22","4060.22","0.554","0.554","111","","0","0","1","0","0","","","","","","","0.000005555","0.000005555","","","","","","2026-07-21T18:44:37.975Z","2026-07-21T18:45:49.735Z","","","","",""
"FCC","4s9jGRfSxF8kGZk3mc2rMFuM1rdotvr87yREGnogpump","60","2.469135801","","","","","","","45.1","124","-37.7","41.7","2.4","904","2.469135801","0","0","0","0","0","7686.38","3","29022.32","29022.32","0.576","0.576","201","","0","0","1","0","1","","","","","","","0.000008435","0.000007686","","","","","","2026-07-21T18:44:49.980Z","2026-07-21T18:46:43.798Z","","","","",""
"SSS","FCroAiwxAEcrKgZY4bQBS4UmPB6RW38p7xfF7Dj6pump","76","0.98765432","","","","","","","0","0","-0.2","-0.2","0","901","0.98765432","0","0","1","0","0","3234.48","4","1385.61","1385.61","0.552","0.552","39.24","","0","0","1","0","0","","","","","","","0.000003238","0.000003234","","","","","","2026-07-21T18:44:56.101Z","2026-07-21T18:46:56.189Z","","","","",""
"BULLWIF","CNJS5mMJxQy2hq8bA21RBvZbWJHDdGNZ9NFKXJTVpump","86","16.790123455","","","","","","","25.7","84","-38.6","25.7","0","904","16.790123455","0","0","0","0","0","8273.46","3","24041.03","24041.03","0.754","0.754","56.22","","0","0","1","0","1","","","","","","","0.000007098","0.000008273","","","","","","2026-07-21T18:45:08.091Z","2026-07-21T18:46:13.905Z","","","","",""
"$🚀SEND","HXooLkiA3Lu9Q1yCn7FzgZbp1FhK6ZGpT3nnCbUipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.024e-7","","","","","","2026-07-21T18:45:13.973Z",""
"c","GLDyCP1zHjWz1Av6tvAZtQES4VLkxSrQgS5WRi5rpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.989e-7","","","","","","2026-07-21T18:45:19.964Z",""
"SHITHAPPEN","rvEULmgj99GRLzK7kgyntr4n1wDxwtc3yu9jRUVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.309e-7","","","","","","2026-07-21T18:45:20.074Z",""
"ODS","CESe31uX5oKi8zg68LVo4m3BaViH5xGbbezE1tAJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.547e-7","","","","","","2026-07-21T18:45:43.937Z",""
"$🚀SEND","bCERWSA89uq7U4k1bNMrvpqxAcXHpg5YD4arHACpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001176","","","","","","2026-07-21T18:46:01.966Z",""
"moosol","23DCCPigbLfoKwdW34asJ7Bpb6zDUuZaZXpkZGa1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.493e-7","","","","","","2026-07-21T18:46:02.019Z",""
"c","m231yU4FsrLkmst1wB8N5fwscjWt6pdHdhLsQdfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01e-7","","","","","","2026-07-21T18:46:08.008Z",""
"moosol","23DCEcHpjVFfq7HX3D2svvAsH9f8VnxboLeKTPJGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.762e-8","","","","","","2026-07-21T18:47:07.927Z",""
"Wansem","3MSMpbaCziiRntzJTNaJ1KRWfSDp5mcB9UaznCpvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.803e-7","","","","","","2026-07-21T18:47:07.964Z",""
"d","EiNTHrF18CGKXLz9KU6aN2WMLCerhJk688u2thpapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.337e-7","","","","","","2026-07-21T18:47:13.927Z",""
"GTAVI","GKCFFi3QSkvwU8jT5vwGjQQ7ZbuYMDVkVM43ALUFpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000026","","","","","","","2026-07-21T18:47:19.922Z","","","","","",""
"Wansem","7AhrcXJXn8yLGug9n1SYiEDK2Hd2isbq7y1vYWowpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.136e-7","","","","","","2026-07-21T18:47:25.919Z",""
"BULLRUN","AnVpAHZPwgrpLpkpTMnSEUnw7EGnn47TfgMV9xXBpump","77","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003135","","","","","","","2026-07-21T18:47:31.939Z","","","","","",""
"STINK","3HTJivUrsmsvtUDy3GE3A5NLv4fjAz9P9kjbUgxDpump","62","0.493827159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001597","","","","","","","2026-07-21T18:47:37.922Z","","","","","",""
"x","8KU89s95Q7w2wrZitSVFu5fQbNyqjeUpoAGY7PWtpump","74","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002806","","","","","","","2026-07-21T18:47:43.922Z","","","","","",""
"awd","7JmPYyvsxJ7tGs62is4j65CzEteswatCyoKdz22Kpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001782","","","","","","2026-07-21T18:47:43.965Z",""
"DeadAnsem","8iqtk5PpQScdKwkxRWQxywQKumrcJ4H1ivWngK46pump","59","1","","","","","","","","","","","","","1","0","21","1","0","0","1436.28","3","433.08","433.08","0.579","0.579","-38.22","","0","0","1","0","0","","","","","","","0.000001436","0.000001436","","","","","","2026-07-21T18:47:49.948Z","2026-07-21T18:48:55.810Z","","","","",""
"dd","FuZizAFniYcSLhJAFWoX62ugBdyxzPYfpuuJ2ahtpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1e-7","","","","","","2026-07-21T18:47:49.994Z",""
"Cat","GPZPYCkBqzVp7kpZKQh8QuKeMNfUid3QY8FGfCLdpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.551e-7","","","","","","2026-07-21T18:47:50.073Z",""
"DTFD","3PGVphdGtQzWV5yscJMBZd8CRH3osrCWu5oTL3Vdpump","55","0.246913579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002188","","","","","","","2026-07-21T18:48:01.942Z","","","","","",""
"BELLY","3i5D5fumVdXePswys9K2LLKmqvUGVzUsH4ZaaC7Zpump","70","4.938271603","","","","","","","8.4","36","-51.7","7.1","0","926","4.938271603","0","0","0","0","0","4153.72","3","4820.59","4820.59","0.564","0.564","40.66","","0","0","1","0","1","","","","","","","0.000003711","0.000004153","","","","","","2026-07-21T18:48:01.979Z","2026-07-21T18:49:01.734Z","","","","",""
"$LIQ 📉","23DCTqurbEuoptPK229bFAtUn338KAEGeznCTYNapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.388e-7","","","","","","2026-07-21T18:48:07.926Z",""
"Jimothy","FD6Cv2NsuGAgRKHonynyYuHz4iN5UQ81XVEPsfY7pump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002196","","","","","","","2026-07-21T18:48:07.992Z","","","","","",""
"SSS","6qvTpnHtNZUiqYvXngy2TgSSHvtuFkf43fGuC2fBpump","73","0.98765432","","","","","","","0","0","0","0","0","926","0.98765432","0","1","1","0","0","5196.34","3","2099.81","2099.81","0.574","0.574","124","","0","0","1","0","0","","","","","","","0.000005188","0.000005196","","","","","","2026-07-21T18:48:13.928Z","2026-07-21T18:49:31.857Z","","","","",""
"Ansemothy","F1z5JQd4SngbsR1334Hu4DWoACSr1hAqQaSp6gw2pump","73","5.925925924","","","","","","","0","0","-25.8","-26","0.3","918","5.925925924","0","0","0","0","0","3217.79","3","517.98","517.98","0.905","0.905","3.06","","0","0","1","0","0","","","","","","","0.000003191","0.000003217","","","","","","2026-07-21T18:48:19.911Z","2026-07-21T18:49:19.733Z","","","","",""
"BULLRUN","7DYribHdd5WPyrGL1G5wsKBM64ubCUAkKzNS9h8Ppump","55","1.800000001","","","","","","","","","","","","","1.800000001","0","0","0","0","0","2179.42","2","288.04","288.04","0.571","0.571","-10.91","","0","0","1","0","0","","","","","","","0.000002177","0.000002179","","","","","","2026-07-21T18:48:20.000Z","2026-07-21T18:49:14.178Z","","","","",""
"Jimothy","BfL1Wsysi82aaNFnwUL1cWCn2Fwg8v98mwTcBr2Dpump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2195.34","3","887.55","887.55","0.563","0.563","-11.24","","0","0","1","0","0","","","","","","","0.000002195","0.000002195","","","","","","2026-07-21T18:48:31.913Z","2026-07-21T18:49:38.017Z","","","","",""
"agentx402","3BY5Fp8MZGiu2Mh85L3iTAbCnT2mVe9rcKEw17Rbpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002177","","","","","","","2026-07-21T18:48:31.949Z","","","","","",""
"NICE","HY94e9ewAfpxPB7YsxUBVSd3jGwrLiLKi5oG178Kypvo","64","5.925925924","","","","","","","0","0","0","0","0","930","5.925925924","0","4","0","0","0","2179.4","3","1045.97","1045.97","0.5","0.5","-30.2","","0","0","1","0","0","","","","","","","0.000002177","0.000002179","","","","","","2026-07-21T18:48:32.022Z","2026-07-21T18:49:37.787Z","","","","",""
"SOL","5xBA2UTGDZz6Lj6RKvk9nBQ9VTugsfBceB1AbhKGpump","66","3.703703701","","","","","","","1.6","366","-66.9","-41.2","72.8","906","3.703703701","0","0","0","0","0","8875.59","3","40877.23","40877.23","0.598","0.598","223","","0","0","1","0","1","","","","","","","0.000008698","0.000008875","","","","","","2026-07-21T18:48:37.923Z","2026-07-21T18:50:02.059Z","","","","",""
"Wansem","DrZeZ51GFL3Kgu3uhCWUxtYK47MowabuJNfZ1D3Xpump","64","0.779000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003456","","","","","","5.238e-7","2026-07-21T18:48:56.013Z","","","","","2026-07-21T18:49:49.911Z",""
"Rico","3158oyBVHxeqGKRtnryfY5JLJCCocKKeJoe7c3xFpump","63","3.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002297","","","","","","","2026-07-21T18:49:07.949Z","","","","","",""
"miyabi ","GRmKiZv1FukgYet43brNsAPS6XyXZ84zJPHkYkb3pump","76","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001576","","","","","","","2026-07-21T18:49:08.045Z","","","","","",""
"xx","2u5LF6hisQ7vt46TbVE3hgidBoptMs6MkXVbU3zCpump","56","0.300000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001805","","","","","","","2026-07-21T18:49:19.937Z","","","","","",""
"SOL","A2nhR1fR7nxBmQBabLbEk14WERGDtdxERjBGM6BUpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002178","","","","","","","2026-07-21T18:49:19.969Z","","","","","",""
"Rico","CJS97y3ULLzmXs4fmtbaMJcWgZWfSAkYi6Ukh6kypump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000222","","","","","","","2026-07-21T18:49:20.043Z","","","","","",""
"STINK","E5bYnqYGDNMzHeJtYxVs4gaPWEuDzBgts4NPidDjpump","61","0.493827159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000149","","","","","","8.728e-7","2026-07-21T18:49:32.031Z","","","","","2026-07-21T18:50:13.900Z",""
"miyabi ","7mvsAXgPvAHWsYuBxnGyhxabA86j5TNDQk6o5KaZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4e-7","","","","","","2026-07-21T18:49:49.948Z",""
"awd","2Nb4hugFq7goiMbbRNSMk3EEmHoHTsih23C86rWhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002222","","","","","","2026-07-21T18:50:01.965Z",""
"Wansem","5GvXAaJvLgroWjqe2X4R8fRDZZTbb2WRHqda2ZaXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.224e-8","","","","","","2026-07-21T18:50:13.972Z",""
"jh","8ccsSQPFBfBZFqYKLsYRev5LMmWSs5pUjA9Jru92pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.993e-7","","","","","","2026-07-21T18:50:19.950Z",""
"s","Fz6eeHnFniqwdT6Gnj2tCsrRSCcnG1L28prG3iZBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001068","","","","","","2026-07-21T18:50:37.952Z",""
"SOL","C1mfYKfHzPGh2dcsiotz3BgiMLQnGBvN11rjj6vxpump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2192.72","3","1002.77","1002.77","0.556","0.556","-11.44","","0","0","1","0","0","","","","","","","0.000002192","0.000002192","","","","","","2026-07-21T18:50:38.015Z","2026-07-21T18:51:43.779Z","","","","",""
"BEPE","3thL2oqjmk4ssWaXDS3yAHNe1cjnaxt4PPRxZTMZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.102e-7","","","","","","2026-07-21T18:50:43.993Z",""
"KCPUP","HHirVe2Y77ckdpEXqPzaBuRkUteFiAg1coCTxLRLpump","57","0.059259258","","","","","","","","","","","","","0.059259258","0","3","1","0","0","22474.25","3","97.12","97.12","0.611","0.611","927","","0","0","1","0","0","","","","","","","0.00002247","0.00002247","","","","","","2026-07-21T18:50:55.965Z","2026-07-21T18:51:55.782Z","","","","",""
"SOL","714TUrUB9hMxBzfEiXvq7RSu7UiZohmhuTbdgsXXpump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2288.17","3","876.23","876.23","0.565","0.565","-7.58","","0","0","1","0","0","","","","","","","0.000002288","0.000002288","","","","","","2026-07-21T18:51:01.993Z","2026-07-21T18:52:01.739Z","","","","",""
"awd","7D7GJFq6Qc86svVup3e2YSNEEdWH9wLBgUbUiwmkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.443e-7","","","","","","2026-07-21T18:51:02.040Z",""
"zz","7hknQVhNj1JBSejBxRkLtr7XvyDWMLKoQuXMy12tpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.766e-7","","","","","","2026-07-21T18:51:13.897Z",""
"SHARK","3kqJJTYCAyu5X4pZJwHPbvRndogPRz3N35bteZsspump","66","0.100000001","","","","","","","0","0","0","0","0","918","0.100000001","0","0","1","0","0","2181.23","4","22.74","22.74","0.75","0.75","-0.58","","0","0","1","0","0","","","","","","","0.000002181","0.000002181","","","","","","2026-07-21T18:51:13.940Z","2026-07-21T18:52:50.089Z","","","","",""
"RACCODE","B4wvqsiYxeo1Gea3d6cbC5sAAiAmU2Sq376VPvJtpump","57","1.941167502","","","","","","","","","","","","","1.941167502","0","0","0","0","0","2198.02","3","315.3","315.3","0.556","0.556","-11.03","","0","0","1","0","0","","","","","","","0.000002198","0.000002198","","","","","","2026-07-21T18:51:19.928Z","2026-07-21T18:52:44.113Z","","","","",""
"Wansem","CyrGXgmMPYcfqrXA2BJMZCMQWKoUhaSd6nnGTSK8pump","69","1.500000001","","","","","","","0","0","0","0","0","910","1.500000001","0","8","1","0","0","3893.14","3","491","491","0.647","0.647","62.03","","0","0","1","0","0","","","","","","","0.000003893","0.000003893","","","","","","2026-07-21T18:51:26.056Z","2026-07-21T18:52:37.810Z","","","","",""
"SOL","AHoiT5qL3RhuBqDMivK5L9B8JCx4jELisv6SLT83pump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2193.49","3","827.43","827.43","0.565","0.565","-11.4","","0","0","1","0","0","","","","","","","0.000002193","0.000002193","","","","","","2026-07-21T18:51:26.105Z","2026-07-21T18:52:37.991Z","","","","",""
"x","7Eud2Fj1GeFF2hxkU67CPkptr95F3nEFfK5TfVj8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96e-7","","","","","","2026-07-21T18:51:31.966Z",""
"OLol","CpJJiTfCPDxPG1ftiGqgpeiASoDE284QYNDv78vCpump","66","1.100000001","","","","","","","0","0","0","0","0","914","1.100000001","1","26","1","0","0","7637.52","3","2705.87","2705.87","0.578","0.578","226","","0","0","1","0","0","","","","","","","0.000007637","0.000007637","","","","","","2026-07-21T18:51:32.013Z","2026-07-21T18:52:43.851Z","","","","",""
"TikTok","45RsUM9gEoRDF69ba5yUyxS53ViMttzLV2f12LMapump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002229","","","","","","","2026-07-21T18:51:37.967Z","","","","","",""
"Wansem","J9XmzoMP7VbJF3WnW16BNBTcpSZvZ6ZeGW8cucTGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001203","","","","","","2026-07-21T18:51:49.923Z",""
"Soy Dog","GMmB6QX5roG3d2J5P4ShbQE34hGfom1i8iCh2Adcpump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2362.45","3","1112.07","1112.07","0.6","0.6","-4.58","","0","0","1","0","0","","","","","","","0.000002362","0.000002362","","","","","","2026-07-21T18:51:49.975Z","2026-07-21T18:52:55.736Z","","","","",""
"d","3bPLi8oEGtgGoG4MTG9psvt49Vj8MbSvS4VUPZHrpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.865e-7","","","","","","2026-07-21T18:51:56.005Z",""
"MILF","By9rvsx23vsfSyeoHNSdhLAeUe5FhcnNkPHbgPvCpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000009182","","","","","","","2026-07-21T18:52:02.016Z","","","","","",""
"soon","8yD5PDGsKvZEbdGgDCirHSFfax9pGDRyD965FJGLVtSz","60","5.925925924","","","","","","","0","0","-4.9","-4.9","0","910","5.925925924","0","8","0","0","0","2288.29","3","1907.55","1907.55","0.556","0.556","-26.79","","0","0","1","0","0","","","","","","","0.000002288","0.000002288","","","","","","2026-07-21T18:52:13.908Z","2026-07-21T18:53:37.801Z","","","","",""
"CHILL DOG","ECyZEFWMK6wBDE3yEF7eedXwsj8YqAk9KAYipoo6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9e-9","","","","","","2026-07-21T18:52:20.003Z",""
"INFC","GrV7eCwzSPKkcwjynPETsYoaP4KiXEV5oXcBza5Npump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.335e-7","","","","","","2026-07-21T18:52:25.976Z",""
"djdj","8Uw8LhRry3TwCJAcBQxsAW5FaJJukDErgiME92dpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.359e-7","","","","","","2026-07-21T18:52:26.016Z",""
"SSC","4L3J6YeCdoz3b9jhQqPDGQqaqBsuZ6cfS8rCVvLtpump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","17017.25","3","17449.41","17449.41","0.647","0.647","587","","0","0","1","0","1","","","","","","","0.00001089","0.00001701","","","","","","2026-07-21T18:52:26.058Z","2026-07-21T18:53:49.726Z","","","","",""
"$🚀SEND","6kP17f3HdfyPUQFyMQxkAbX4YBKRjrD28eSGQmRGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.167e-7","","","","","","2026-07-21T18:52:31.915Z",""
"STINK","EeMKW95udSJXdj3BsRJcDxgwCTJDUtojZznqXFpTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001219","","","","","","2026-07-21T18:52:31.952Z",""
"Wansem","54CWLFDsLq3A8bgrpcd3RQLqAwd1JeDvHPm2B8xvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001361","","","","","","2026-07-21T18:52:32.071Z",""
"Ansemothy","2wD3rQxbPM7qVLeX5XDG2yDxwrSK4CWcZhouXYsypump","73","5.925925924","","","","","","","0.1","6","-28.4","-2.8","0","916","5.925925924","0","0","0","0","0","3246.86","3","570.1","570.1","0.737","0.737","3.89","","0","0","1","0","0","","","","","","","0.000003245","0.000003246","","","","","","2026-07-21T18:52:38.290Z","2026-07-21T18:54:01.869Z","","","","",""
"c","AXyStqcQpyYEQwXd5hvQsQZsSz7QoKX5W5187oXGpump","67","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005183","","","","","","","2026-07-21T18:52:44.209Z","","","","","",""
"MCUD","4KqYawTWaaArcRphBRMNAS4EJ6PzVwWGDUn6KPanpump","56","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001402","","","","","","","2026-07-21T18:53:01.924Z","","","","","",""
"ITOT","qkxEzF2w7oTC3ncUnGLYbhtWgtu68Ncu3yEoX2ipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.655e-8","","","","","","2026-07-21T18:53:01.961Z",""
"djdj","4zAcQuah34njuGh6rxBHb3LANKzHHr837Eee4g8wpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.789e-7","","","","","","2026-07-21T18:53:02.040Z",""
"Virgin","7xVPX5tx66ansKVMmCrnQsSqcvw2wSodVoq2jqNipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.492e-7","","","","","","2026-07-21T18:53:07.977Z",""
