symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"revenge","F9jJ4znS7UevJTd6oC89rv2L4SYuRznjo6QZ59pRpump","","","","","","","","","","","","","","","","","","","","","0.000001339","","","","","","2026-07-04T20:58:25.149Z",""
"revenge","BPP3vMXFmfJWajVA875Wgt5RcXLxzM8arBNBAAYLpump","","","","","","","","","","","","","","","","","","","","","0.0000033","","","","","","2026-07-04T20:58:26.222Z",""
"HAMSEEM","5T8AJNpeZqe42Ng28HPeUospn3CLyTcPnekvgkZcpump","71","3","","","","","","","","","","","","","0.000002351","","","","","","","2026-07-04T20:58:27.195Z","","","","","",""
"revenge","EKUSy4rwHr95h595WYnGMeuKqiWdDB8oJVXcNkQ3pump","","","","","","","","","","","","","","","","","","","","","0.000002464","","","","","","2026-07-04T20:59:24.212Z",""
"revenge","BChMna3hp6gsjCBGUYSz7F6ZnuFTdcwMtKT2ZQ9Fpump","","","","","","","","","","","","","","","","","","","","","0.000001023","","","","","","2026-07-04T20:59:25.256Z",""
"감자","HEyNaxva3Aqo4a3oCykQEC7WzrrKCnmo86bv83Gapump","","","","","","","","","","","","","","","","","","","","","6.342e-8","","","","","","2026-07-04T21:00:25.177Z",""
"revenge","HCPy47EwYERD8dqCqu612p3S9hVEp1a5XHYaYb8Gpump","","","","","","","","","","","","","","","","","","","","","9.977e-7","","","","","","2026-07-04T21:00:26.445Z",""
"revenge","9dW7i5MbkJCK9wwqk8w5n4XxM7N9P3PLRv7mwUAApump","","","","","","","","","","","","","","","","","","","","","0.00000146","","","","","","2026-07-04T21:00:26.699Z",""
"humble","9h3oqTkPtv4TWUVMgf5mrkfgWaprtTTGtQBnXBvTpump","79","5","","","","","","","","","","","","","0.000008474","","","","","","","2026-07-04T21:01:25.196Z","","","","","",""
"TAUROSRIDE","AAfSqEkwPNBbQTSJUYbGbxYTicwMAcpAe5r64LFypump","84","6.913580245","","","","","","","","","","","","","0.000007586","","","","","","","2026-07-04T21:01:26.179Z","","","","","",""
"revenge","A1UKmCyuc8pCWXsLifWgUTded2M6Hwe9GwiyWg8Rpump","86","23.703703701","","","","","","","","","","","","","0.00001165","","","","","","","2026-07-04T21:01:27.285Z","","","","","",""
"revenge","GL5KLSgHQ2tWfXW1eshPuHgWbWgz8RFQgsE7UKPdpump","","","","","","","","","","","","","","","","","","","","","3.895e-7","","","","","","2026-07-04T21:02:25.146Z",""
"FLOOR796","E8qocLxcpvMtBoLSH3Qfq6GfVsHX9E4hdyDhVnUhpump","81","5.925925924","","","","","","","","","","","","","0.00001531","","","","","","","2026-07-04T21:03:24.145Z","","","","","",""
"revenge","H142shdEvbpvbJ148YdwwdcjS2rA7CLhRQo31yu8pump","","","","","","","","","","","","","","","","","","","","","0.000004094","","","","","","2026-07-04T21:03:25.142Z",""
"revenge","33nDD6qTqdN8n3xMtgU4UN3ooV8eVwJYroQxdBwQpump","","","","","","","","","","","","","","","","","","","","","0.000001557","","","","","","2026-07-04T21:04:24.186Z",""
"revenge","7ou8BjV4z6skpxEPvzGpKSg1L1iDsCArz1PCAGVapump","","","","","","","","","","","","","","","","","","","","","0.000001642","","","","","","2026-07-04T21:04:25.153Z",""
"revenge","EFMsD8rMYDg2x37yfXYUbsux673PD3RgkDG2N7Wypump","","","","","","","","","","","","","","","","","","","","","4.701e-7","","","","","","2026-07-04T21:05:25.127Z",""
"revenge","9YMpj6UNvMKaHQteBos6NsDhNqdegXRa79p23LPNpump","","","","","","","","","","","","","","","","","","","","","0.000001431","","","","","","2026-07-04T21:05:26.197Z",""
"revenge","EPT1HPqqBZnmPLBxUsvBdqBDdj8esm71ppcBicnMpump","","","","","","","","","","","","","","","","","","","","","0.000001356","","","","","","2026-07-04T21:05:27.151Z",""
"revenge","DquDcFJnDxhJQq9uoEoJyKFhzjj8cGKYPk6zi6aZpump","","","","","","","","","","","","","","","","","","","","","0.000001133","","","","","","2026-07-04T21:06:25.135Z",""
"revenge","ST8Ax71RQxrnQgerZuqCNVGnDD49yapiffgs1yxpump","","","","","","","","","","","","","","","","","","","","","8.379e-7","","","","","","2026-07-04T21:06:26.204Z",""
"BULLRUN","7juX77z9GgkGQdRQ3JUxG1Hh4YvXyFeQ6pkW1CpUpump","71","3.083247688","","","","","","","","","","","","","0.000002595","","","","","","","2026-07-04T21:06:27.191Z","","","","","",""
"revenge","GcLZTqSaBi3ahYnXAbkuU7qQ5XqMbsXrRqQympyJpump","","","","","","","","","","","","","","","","","","","","","0.000001113","","","","","","2026-07-04T21:07:26.151Z",""
"Fableform","89wkbSGB8XNab4ZoN84Gfb6J13TDc5wSrTpTM71Tpump","83","6.872852234","","","","","","","","","","","","","0.000003157","","","","","","","2026-07-04T21:07:27.184Z","","","","","",""
"revenge","6KgpiwC67n2CKKUnXfDVxzYE3yNfs1uoSmcwzpGRpump","","","","","","","","","","","","","","","","","","","","","0.00000178","","","","","","2026-07-04T21:07:29.131Z",""
"revenge","6eWMkEF8NzYYJgk7Y3tkGR8iAHf7Qv8R7GVLBfScpump","","","","","","","","","","","","","","","","","","","","","0.000002056","","","","","","2026-07-04T21:08:26.146Z",""
"LASO","5xsi7ovrGYABx8E7voyGk9e2A81oE6GbweWeajhUpump","79","4.875406284","","","","","","","","","","","","","0.000002291","","","","","","","2026-07-04T21:08:27.130Z","","","","","",""
"revenge","3hBVrR86FTHhsTYw7hS6zkFTQ9X3kfVqxbDvKozgpump","","","","","","","","","","","","","","","","","","","","","5.525e-7","","","","","","2026-07-04T21:08:28.153Z",""
"Insider","9v4ARNJrvS8jXeipXH7r48hYHNzvFKrAEApeU3Topump","72","6","","","","","","","","","","","","","0.000002309","","","","","","","2026-07-04T21:08:29.132Z","","","","","",""
"revenge","44ASico9UfttQWPfUgD8t331arDwbKeVUnNQUwMkpump","","","","","","","","","","","","","","","","","","","","","6.266e-7","","","","","","2026-07-04T21:09:25.136Z",""
"revenge","5gahuofJ2xWBLL8Amo1vveecfkpJNx9TmUmjR2L2pump","","","","","","","","","","","","","","","","","","","","","0.000001197","","","","","","2026-07-04T21:10:23.285Z",""
"Fableform","BnNPrCEeu4KRGrKVjoQaqPQbBQHRCGDPmJothaJbpump","83","6.872852234","","","","","","","","","","","","","0.000003391","","","","","","","2026-07-04T21:12:26.154Z","","","","","",""
"revenge","EHLBumorycqxA4ME5eTMJp3x8J6JUGpWhsDXC66Lpump","","","","","","","","","","","","","","","","","","","","","0.000001433","","","","","","2026-07-04T21:12:28.137Z",""
"revenge","9dcNfzQVR4mspaZ5TvvMXnTyExqc1o6DP1vM1rwZpump","","","","","","","","","","","","","","","","","","","","","0.00000166","","","","","","2026-07-04T21:12:29.143Z",""
"KINOKO","2eUxvtu7Hj3BXBRXxhGMPk9ZVqqvqVY3osbhuFsKpump","72","5","","","","","","","","","","","","","0.000002341","","","","","","","2026-07-04T21:13:24.130Z","","","","","",""
"revenge","8jiNUTcgo7gAmSUPi7Gmjo6xFGjr52nj6AynmPeypump","","","","","","","","","","","","","","","","","","","","","0.000001667","","","","","","2026-07-04T21:14:23.150Z",""
"revenge","HQB4zpoMJRXH5tQf7sJJJ7h5dPBCixfSJPpB9jcrpump","","","","","","","","","","","","","","","","","","","","","0.000002873","","","","","","2026-07-04T21:15:25.166Z",""
"BRICKS","sPXAsL1wYAfB73QSLtG42aguUEFrN9ojLdegvwepump","72","5","","","","","","","","","","","","","0.000003738","","","","","","","2026-07-04T21:15:26.149Z","","","","","",""
"revenge","6gvYs5UjLN4gYECLe4f9MZ1KQcuehJR9hFHzDEi9pump","","","","","","","","","","","","","","","","","","","","","0.00000189","","","","","","2026-07-04T21:15:27.136Z",""
"WIZZ","wizzjahGU5qVA6mVUfxK6E2gLHiKnc2tM2RGbhpnuPf","71","3.083247688","","","","","","","","","","","","","0.000002363","","","","","","","2026-07-04T21:16:26.149Z","","","","","",""
"revenge","JACX8Mf87neRt3GMTeXxXcXsgevJkdbhKcrRD3FSpump","","","","","","","","","","","","","","","","","","","","","5.325e-7","","","","","","2026-07-04T21:16:27.142Z",""
"Onboard","CNrEpTX3d8CdWLocmh65oX8TJFMCn5Vt5RmBRxNXpump","76","4","","","","","","","","","","","","","0.000002293","","","","","","","2026-07-04T21:16:28.251Z","","","","","",""
"Cumlet","987JcWmmMEDmpZrXm9U5iTQE2Tw2udLDjddsDasYpump","98","0.049375009","","","","","","","","","","","","","0.00001229","","","","","","","2026-07-04T21:16:29.178Z","","","","","",""
"FUND","8iWqPXsPW9rjPBrBmTECBUKAaSw3ksYbpqp9DrdCpump","79","4.938271603","","","","","","","","","","","","","0.000003123","","","","","","","2026-07-04T21:17:26.144Z","","","","","",""
"revenge","Cd1PkorDpYy7iW1o1JndSBzfi7onRkL3UmL3MGLQpump","","","","","","","","","","","","","","","","","","","","","0.000002117","","","","","","2026-07-04T21:17:27.122Z",""
"bugatti","5maXS1mWPRfPJ26gLtAZCaDDoKNGWP6ZabfXDUTTpump","79","4.938271603","","","","","","","","","","","","","0.000002335","","","","","","","2026-07-04T21:17:28.178Z","","","","","",""
"revenge","GoJu44kscR8SGobTuek4uyg7o2yqXF3pr7jcMW7apump","","","","","","","","","","","","","","","","","","","","","0.000001276","","","","","","2026-07-04T21:17:29.151Z",""
"$OGJANNY","27WSfECXbg6XW541krquPL7fcciFKTWyu1Dq5f6Gpump","71","3.088000001","","","","","","","","","","","","","0.000004574","","","","","","","2026-07-04T21:18:24.143Z","","","","","",""
"revenge","4x3pdvg6QboM6FBgUip39QCYi7ddfVt8n6wa2LBhpump","","","","","","","","","","","","","","","","","","","","","0.000002126","","","","","","2026-07-04T21:18:25.195Z",""
"BULLSCEND","Yq3BQzQSehNxpJHWpdWVARmTiqTaHt5aHcZTSFafoX8","","","","","","","","","","","","","","","","","","","","","0.000002401","","","","","","2026-07-04T21:19:26.128Z",""
"BullX","9HYRoJ4uzZij4KDVtT3EeUFmQwTx7ezT6vM8a1bkpump","70","3","","","","","","","","","","","","","0.000002294","","","","","","","2026-07-04T21:19:27.132Z","","","","","",""
"PUMP","ArjRh3Mr8D1MfzaRL9qRLmznditSQyXwCrMTBSaZpump","72","7","","","","","","","","","","","","","0.000002293","","","","","","","2026-07-04T21:19:28.325Z","","","","","",""
"ANSEM","E67cSv3xTSUg63kjZHED5qNAuzB63zpnuJeEFUZhpump","70","5","","","","","","","","","","","","","0.000002293","","","","","","","2026-07-04T21:19:29.164Z","","","","","",""
"revenge","5tefVgS9wWb2n4PsL1jrTy2JcbuCx7usRiwcxzxSpump","","","","","","","","","","","","","","","","","","","","","0.000001341","","","","","","2026-07-04T21:20:26.175Z",""
"Bull","Bcd6rBD5qHPd9e8eGrYuVYpqrvAgk32JewozGm3gpump","98","3","","","","","","","","","","","","","0.000006549","","","","","","","2026-07-04T21:20:27.163Z","","","","","",""
"mayham","FsrwNRSY8xxdPSc2qHtjbyzC5VPHCVysQS69hr9gpump","","","","","","","","","","","","","","","","","","","","","0.000001255","","","","","","2026-07-04T21:20:28.141Z",""
"revenge","F6ntcqTcUvjXZsZTfD2LS4Xnj9scb3mrj4rNK1SWpump","","","","","","","","","","","","","","","","","","","","","6.117e-7","","","","","","2026-07-04T21:20:29.165Z",""
"mayham","AfrTT91L7RBxM6nEXqwax2WgbJKMw7gKnBLRJsXqpump","","","","","","","","","","","","","","","","","","","","","0.000002331","","","","","","2026-07-04T21:21:24.189Z",""
"TORO","Co7aK285kaTJHbUboCDVniekoUJpoRyZCW8CpShUpump","68","3","","","","","","","","","","","","","0.000002298","","","","","","","2026-07-04T21:21:25.120Z","","","","","",""
"mayham","DtreTus4VA5vQYUo6ckHkzABn9BznrkJumHe6zDdpump","","","","","","","","","","","","","","","","","","","","","0.000002603","","","","","","2026-07-04T21:22:26.137Z",""
"revenge","ANLq7jpPRzJcQ6wuWHyiyfRcMKsKjfUBvAbH7Dp7pump","","","","","","","","","","","","","","","","","","","","","0.000001062","","","","","","2026-07-04T21:22:27.137Z",""
"mayham","CBzvmzTdxiUMy4XzQWNN1mX38tJ2toXXHpXeBYMYpump","93","20","","","","","","","","","","","","","0.000005248","","","","","","","2026-07-04T21:22:28.138Z","","","","","",""
"mayham","5yBzwAg3pQNz6ALpU91RTfbdZK9nH7aFw9YKbsyKpump","","","","","","","","","","","","","","","","","","","","","0.000003103","","","","","","2026-07-04T21:22:29.119Z",""
"mayham","G3Xf3T1na9mPWbfJdWweMKRU5AEYwDcHz7EiT2bLpump","","","","","","","","","","","","","","","","","","","","","0.000002478","","","","","","2026-07-04T21:23:26.152Z",""
"SoyToys","4bJfuxvFd1ZbewbADWkTfCSkktbWfUrGMmy3ArAupump","79","4.938271603","","","","","","","","","","","","","0.000003093","","","","","","","2026-07-04T21:23:27.175Z","","","","","",""
"mayham","CBia6ZbBEZS3DdZHZdxEqr5zTBhaUUhzZdBxgqsJpump","","","","","","","","","","","","","","","","","","","","","0.000001273","","","","","","2026-07-04T21:23:28.133Z",""
"BOFA","5Mbs2QmTkHaSLbDGqFZyLT27ZbXJ4hehSrHtjrjDpump","71","2.962962961","","","","","","","","","","","","","0.00000704","","","","","","","2026-07-04T21:23:29.140Z","","","","","",""
"mayham","A1oSLKQvSKYPtKfJYhqXjtAGNtUTp7syEGGgfm1mpump","","","","","","","","","","","","","","","","","","","","","0.000001989","","","","","","2026-07-04T21:24:26.191Z",""
"mayham","3VWtbfN8Qbb89sRhyaHtEG1weapaB33Qa5gK2cj5pump","","","","","","","","","","","","","","","","","","","","","0.000001094","","","","","","2026-07-04T21:24:27.135Z",""
"revenge","ErhnkHoYyurfjUs6xLSWubjifYR3yuBQE6d4wiMDpump","","","","","","","","","","","","","","","","","","","","","0.000001507","","","","","","2026-07-04T21:24:28.141Z",""
"mayham","3CohEbMkMc2cngXsbWYZsitBqwXbdChQvNu1HWVvpump","","","","","","","","","","","","","","","","","","","","","0.000002107","","","","","","2026-07-04T21:24:29.170Z",""
"mayham","Bgf9xaRQXoS7wtfe5jZN2E9MJJNz8NjReuBHzJNGpump","","","","","","","","","","","","","","","","","","","","","0.000003319","","","","","","2026-07-04T21:25:26.121Z",""
"Ameowica","8RCZyKXJMU7RgWgsf5szgGnUCR5d6YudMMRrujMopump","94","20.740740739","","","","","","","","","","","","","0.000007845","","","","","","","2026-07-04T21:25:27.137Z","","","","","",""
"revenge","2isFgENssNUKp6xW7NY2kjJJ1pAiuDpi9o7K59KNpump","","","","","","","","","","","","","","","","","","","","","0.000001684","","","","","","2026-07-04T21:25:28.151Z",""
"mayham","AhZTHYxaXrNKE656B1TuLQnmGmmgkdyydtsf1mS3pump","","","","","","","","","","","","","","","","","","","","","0.000001515","","","","","","2026-07-04T21:25:29.142Z",""
"mayham","5vtWJ9SVBhaJjKgjumXjY5kHNkk9vgnfUsvKzpFHpump","","","","","","","","","","","","","","","","","","","","","0.000001286","","","","","","2026-07-04T21:26:26.128Z",""
"mayham","4zRqQuCHut8rq7EKph1HjrGc2BUaBtUD3vZkxEGDpump","","","","","","","","","","","","","","","","","","","","","6.546e-7","","","","","","2026-07-04T21:26:27.190Z",""
"revenge","GMxRYEPBR2BpVLpjzM17dHLT6CvNaVenNWvis4nDpump","","","","","","","","","","","","","","","","","","","","","6.39e-7","","","","","","2026-07-04T21:26:28.151Z",""
"mayham","2oENw3oY2v81DQ2zi2d1mCUbC1MjqTDt7Nb1eAZbpump","","","","","","","","","","","","","","","","","","","","","9.754e-7","","","","","","2026-07-04T21:26:29.137Z",""
"revenge","GYxbeKBfAZQGoUYDaQjnaYyVaeEPrDCgsVNx3BCHpump","","","","","","","","","","","","","","","","","","","","","0.000003043","","","","","","2026-07-04T21:27:26.140Z",""
"Loom","4Lfuu8f31NeDQsPwj8QRmDAHhD8JJxTQtL1rw3YPpump","72","4.938271603","","","","","","","","","","","","","0.000002902","","","","","","","2026-07-04T21:27:27.132Z","","","","","",""
"BEBEOKII","CMfWqm7uhwExELdF5xehZ28nfCntMgmGKmpNbtD7pump","","","","","","","","","","","","","","","","","","","","","8.9e-7","","","","","","2026-07-04T21:27:28.141Z",""
"mayham","DUcGwQ2S118k5aobcrDm6Ab3ZsqAioprGR8Sy1Tnpump","","","","","","","","","","","","","","","","","","","","","0.000001021","","","","","","2026-07-04T21:27:29.231Z",""
"HANDSEM","8G9bzCbDwF1Fm9fuxU7ShrBbj1UWrFwY4fJoHr8hpump","","","","","","","","","","","","","","","","","","","","","0.000002301","","","","","","2026-07-04T21:28:25.137Z",""
"mayham","zvnjdz4L5uo7QKCCnncxnKrLHkQzS3pdZ3pEY5mpump","","","","","","","","","","","","","","","","","","","","","0.000001765","","","","","","2026-07-04T21:28:26.128Z",""
"mayham","FeK3HcBBEnhyHi5QyyFqzMWDEDu6rr1PTeuPJAtDpump","88","20","","","","","","","","","","","","","0.000003858","","","","","","","2026-07-04T21:28:27.144Z","","","","","",""
"mayham","EiskkxJjz2vv5WQu7MznikTmoLmvE2nUdXwmeGNBpump","","","","","","","","","","","","","","","","","","","","","0.000001348","","","","","","2026-07-04T21:29:26.188Z",""
"mayham","5FycPNwPfK5CrgMFXp4FaHVpLFhaHsy3xHwDhm5Kpump","","","","","","","","","","","","","","","","","","","","","0.000001371","","","","","","2026-07-04T21:29:27.163Z",""
"revenge","5MCpLfpigknLiT344CBMd24VjRgBCZ49VzhKD5A1pump","","","","","","","","","","","","","","","","","","","","","0.000001246","","","","","","2026-07-04T21:29:28.134Z",""
"mayham","9LUAPDEiuwD22JDGKHazr8y6CDd8VQGLohS4wqBpump","","","","","","","","","","","","","","","","","","","","","0.000001476","","","","","","2026-07-04T21:29:29.157Z",""
"onboard","ChabH6J61RPi8eYkRJkTAyU2LJoTvgGFxEicExBopump","85","7.901234566","","","","","","","","","","","","","0.00001546","","","","","","","2026-07-04T21:30:26.147Z","","","","","",""
"mayham","8qi691GXAvkCfFheHswKSv3sJGZDpFdY48SWqAgupump","87","20","","","","","","","","","","","","","0.000003848","","","","","","","2026-07-04T21:30:27.161Z","","","","","",""
"BEBEOKII","3YRACPLCkUm4AxXyZ1YmL2FtfiDUATEFDw52EyrRpump","","","","","","","","","","","","","","","","","","","","","0.000002288","","","","","","2026-07-04T21:30:28.144Z",""
"mayham","9oRagTUFrv7XLHzBvj76fhkr9WjRbUYf4RJFbcm5pump","","","","","","","","","","","","","","","","","","","","","0.000001931","","","","","","2026-07-04T21:30:29.137Z",""
"SoyToys","DtXgbiACtq4Vw1VF1Syyd9KqG2rVdegpmGY7aPjnpump","68","2.469135801","","","","","","","","","","","","","0.000002298","","","","","","","2026-07-04T21:31:26.128Z","","","","","",""
"mayham","DTber3KFaFmNRX3bK6hy3bGGjL2mjJtjZdYEyh2qpump","","","","","","","","","","","","","","","","","","","","","0.00000127","","","","","","2026-07-04T21:31:27.159Z",""
"mayham","2r7LkiHJACDwAQrhjUrR8WP1WsSe53kYzLAwK8pZpump","","","","","","","","","","","","","","","","","","","","","8.822e-7","","","","","","2026-07-04T21:31:28.175Z",""
"mayham","7kgwB9zmymVykLrNVfZ6DN8WG3h4RwnFUMq3ALhipump","","","","","","","","","","","","","","","","","","","","","9.412e-7","","","","","","2026-07-04T21:31:29.118Z",""
"SCREAMBER","7jwmHUggWodYjs91tBh8ZHr8WSJiXcfSLDMYeg4Tpump","83","6.5","","","","","","","","","","","","","0.000009951","","","","","","","2026-07-04T21:32:27.134Z","","","","","",""
"BULLBANK","946jEdd2LJx5PDpuKaXaJGERRwLwgQfCnxSdLeqRACaA","","","","","","","","","","","","","","","","","","","","","0.000002339","","","","","","2026-07-04T21:32:28.165Z",""
"mayham","3cnPJAe2byMUE1VVyVqrJymM1sQqdm9yPjepdqeapump","","","","","","","","","","","","","","","","","","","","","0.000001096","","","","","","2026-07-04T21:32:29.141Z",""
"mayham","GrLwKyjDf4ZQsAGQQSSjKChpio1MSCqpFkFHKvRxpump","","","","","","","","","","","","","","","","","","","","","0.00000154","","","","","","2026-07-04T21:33:25.155Z",""
"BEBEOKII","8xrrQdV7Nz3CGe82PTRon7JA9KKacLNYnadpoVfmpump","","","","","","","","","","","","","","","","","","","","","9.106e-7","","","","","","2026-07-04T21:33:26.151Z",""
"Grunkkkk","48SrtjgT9rJgtgFKD5SFZnLVj9ejsEMbmpQqnUZypump","71","3","","","","","","","","","","","","","0.000002405","","","","","","","2026-07-04T21:33:27.152Z","","","","","",""
"mayham","ArS5RF9a4uwx6iVr3ZFf2aWANSWVSWVng9yixkDrpump","","","","","","","","","","","","","","","","","","","","","0.000001532","","","","","","2026-07-04T21:34:26.193Z",""
"revenge","9p42giNWBPYoSMeaoSj2bzeQNSyB1yehL93Q9JFDpump","","","","","","","","","","","","","","","","","","","","","7.526e-7","","","","","","2026-07-04T21:34:27.142Z",""
"mayham","4kkrQUMqHbn3AoFxFFrzJMphHqUSouhteNvCK2dKpump","","","","","","","","","","","","","","","","","","","","","0.000001463","","","","","","2026-07-04T21:34:28.115Z",""
"mayham","9nPZ1fRJS4A2ZCZPaRfDVytugb76RpYF24id5uUMpump","","","","","","","","","","","","","","","","","","","","","0.000001058","","","","","","2026-07-04T21:34:29.130Z",""
"mayham","DvZNdYnNV9PRwpipb8b1wFD3n1dgQuVa3mxVesGspump","","","","","","","","","","","","","","","","","","","","","0.000001814","","","","","","2026-07-04T21:35:26.132Z",""
"GOYHEM","6FELaua3mLtJLLoZUWv6z7iu6PMEKo8EK3bUTankpump","78","9.876543208","","","","","","","","","","","","","0.000002801","","","","","","","2026-07-04T21:35:27.147Z","","","","","",""
"revenge","A5pt5WBSqhNGgVUea3V4krWbTmRaoBxe4dhM5RvYpump","","","","","","","","","","","","","","","","","","","","","0.000001812","","","","","","2026-07-04T21:35:28.171Z",""
"mayham","EJGSnG1UVd7Ty6hKoFtrqrPoSuedwSNhr17DMHjCpump","","","","","","","","","","","","","","","","","","","","","0.000001171","","","","","","2026-07-04T21:35:29.116Z",""
"DoubleU","p1Yv3DNhVdTExA1xN8jVj3Tq9iUrGx8Ky34iikbpump","75","5","","","","","","","","","","","","","0.000002325","","","","","","","2026-07-04T21:36:26.133Z","","","","","",""
"mayham","7mfbuMtdanF8JajxvD96ZhiupSvuBkWaEo5vUngjpump","85","20","","","","","","","","","","","","","0.000005026","","","","","","","2026-07-04T21:36:27.131Z","","","","","",""
"utilit","AicVovZ6JkYHcbYfqwD2YHBVL3Td77tAYJRBecpdpump","69","5","","","","","","","","","","","","","0.00001207","","","","","","","2026-07-04T21:36:28.118Z","","","","","",""
"ROGUE","8k4q5SyN7QUGAgayX3uwbHDbHrJKK6dvjAKpgtLkpump","70","2.864197529","","","","","","","","","","","","","0.000002401","","","","","","","2026-07-04T21:36:29.140Z","","","","","",""
"revenge","AvqcrvDW7V5jNnt4dvAzHrkvYGoRfpFqz4UfeUPtpump","","","","","","","","","","","","","","","","","","","","","8.48e-7","","","","","","2026-07-04T21:37:25.138Z",""
"revenge","6VzHcnbBrCzaEeAcMXWD4Hu1STRUQLf28H8hEs97pump","","","","","","","","","","","","","","","","","","","","","0.000001144","","","","","","2026-07-04T21:37:27.143Z",""
"utilit","6nYNK3NYGXT5kXuGge5X8zc9YsERo6ogA6j1VPexpump","","","","","","","","","","","","","","","","","","","","","0.00000247","","","","","","2026-07-04T21:37:28.136Z",""
"revenge","FZVdXuKZqS2wjmZ9cdCVb28Vj5eLZSaD1jUVaJLPpump","","","","","","","","","","","","","","","","","","","","","0.000001917","","","","","","2026-07-04T21:37:29.129Z",""
"YEET","5qLt7Mvg9Qj8yGXmqx7mGWAPC2mLCJssfQcx43aBpump","75","3.950617282","","","","","","","","","","","","","0.00001031","","","","","","","2026-07-04T21:38:25.142Z","","","","","",""
"WIZZ","BBvpwetavaRg8Ua3cm8h2BYtzjkuFMzijYzhH53apump","71","2.962962961","","","","","","","","","","","","","0.000002338","","","","","","","2026-07-04T21:38:26.113Z","","","","","",""
"FOOTSEM","9kgKCK2u7wbCYyedQwdRNPaDvvGYiBFyYLFk8vN5pump","72","4.938271603","","","","","","","","","","","","","0.000005092","","","","","","","2026-07-04T21:38:27.145Z","","","","","",""
"revenge","25Z3HUGwELAPcbA5cQMdUMYuDFVZDPGYQv2pQxEfpump","","","","","","","","","","","","","","","","","","","","","0.000001035","","","","","","2026-07-04T21:39:26.162Z",""
"revenge","8swnTf4uaRSQYhSRALWCNai7rmygnKM3YQjpWLbkpump","","","","","","","","","","","","","","","","","","","","","0.000001145","","","","","","2026-07-04T21:39:27.140Z",""
"HIJAB","5FbHoYVtBUPp14CMXBPdmfoNpWPhuMdn1g65tdvCpump","","","","","","","","","","","","","","","","","","","","","0.000001233","","","","","","2026-07-04T21:39:28.144Z",""
"revenge","H89CJMNZ6sWdcSVp8VdgF5aBQAMQpKCXVWBoqv9Bpump","","","","","","","","","","","","","","","","","","","","","0.000001174","","","","","","2026-07-04T21:39:29.147Z",""
"utilit","7L8Fp8ZY9NPismsjXM4aRKWNrXjQG1AwTsTwA94upump","78","15","","","","","","","","","","","","","0.00001604","","","","","","","2026-07-04T21:40:26.141Z","","","","","",""
"revenge","9w97beNoQF2ccinvcN9eHHBUAGshE6gzUY7ggkPKpump","","","","","","","","","","","","","","","","","","","","","7.8e-7","","","","","","2026-07-04T21:40:27.212Z",""
"utilit","2PjPdHAp3RjVtQuyUd1wpwKgL7GNPfYPeez8R9Supump","","","","","","","","","","","","","","","","","","","","","0.000001062","","","","","","2026-07-04T21:40:28.129Z",""
"SHILL","6Z6JoQMdGPwW7N9Sdt1KmBkuRP5zFQLKRvPoyZQSpump","73","3.456790121","","","","","","","","","","","","","0.000002295","","","","","","","2026-07-04T21:40:29.143Z","","","","","",""
"revenge","DJpvBwGSLMiN9BgUSm93SvYhCG15sLcBs9nsgiKipump","","","","","","","","","","","","","","","","","","","","","0.000001446","","","","","","2026-07-04T21:41:24.127Z",""
"EAGLE","51FJNnyxuiH77gVDfe32K7DxdoqNGgAiCtEsdVwsL169","","","","","","","","","","","","","","","","","","","","","0.000002296","","","","","","2026-07-04T21:41:25.152Z",""
"LIBERTY","3ZNxihpnkxuwdDJNuzdCk2pgdcmKa7NJS7Juw8KQpump","68","7","","","","","","","","","","","","","0.000002338","","","","","","","2026-07-04T21:42:26.116Z","","","","","",""
"TOLY","99CzJy2EuoU52NcY2ZqePEboYAqW8N8z8fLxLDtk8Z2b","","","","","","","","","","","","","","","","","","","","","0.000002441","","","","","","2026-07-04T21:42:27.197Z",""
"revenge","ENUhUsjS5oYRM6cF1Ukj4HkjSAcmQ6Y9iYy4zNRtpump","","","","","","","","","","","","","","","","","","","","","0.000002073","","","","","","2026-07-04T21:42:28.124Z",""
"revenge","9ktgwqcWGCuGu8JNQ4DTSP3Vkh2w6sxA6FFL5msrpump","","","","","","","","","","","","","","","","","","","","","0.000001326","","","","","","2026-07-04T21:42:29.130Z",""
"revenge","BsgwDnVsDpc9bgixt2CG1U4Tg7H5cui9Suwmzy2kpump","","","","","","","","","","","","","","","","","","","","","0.000001159","","","","","","2026-07-04T21:43:26.231Z",""
"utilit","68nY8yGo3pZY5HdtZ6pRQK8Q1DHGtbBXWyATaHYSpump","","","","","","","","","","","","","","","","","","","","","0.000001074","","","","","","2026-07-04T21:43:27.118Z",""
"revenge","6woRWaHzHCsPwuooxhFHkFA7iJviY5qSnEZzd8yKpump","","","","","","","","","","","","","","","","","","","","","0.000001239","","","","","","2026-07-04T21:43:28.152Z",""
