symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"PUMPBULL","81TKJuiSBLfdWfYvGt3tZysuioJ4F77kSUQwhSfopump","93","19.753086418","","","","","","","","","","","","","0.000006307","","","","0.000002275","","0.000002275","2026-07-05T15:53:15.421Z","","","","2026-07-05T15:54:26.774Z","2026-07-05T15:54:26.767Z",""
"kopi","98VLHtwdoUvwKyHZTHEMHsYm2DXJTNUP2KffbYsPpump","75","3.777544596","","","","","","","","","","","","","0.00000544","0.000009284","","","","","","2026-07-05T15:54:33.795Z","2026-07-05T15:55:32.568Z","","","","",""
"Tate","GoGepmTZadWm2ZXo8jNzVH9F8TcUm55Yp6qi9Pijpump","","","","","","","","","","","","","","","","","","","","","2.773e-7","","","","","","2026-07-05T15:54:34.217Z",""
"Bull","2NSVhfdmqYmwopRrRYhxZMCu8UAcaT6UZWxr9yd1pump","","","","","","","","","","","","","","","","0.000002964","","","","","","","2026-07-05T15:55:14.559Z","","","","",""
"GIGABULL","AxhR7UJRmzLhhePJu3PChMM3zGsqNDNYqbNg867Xpump","85","7.901234566","","-72.014","","","","","-38.4996191926885","","","","","","0.000003669","0.000005252","","","0.00000323","","","2026-07-05T15:56:15.415Z","2026-07-05T15:58:02.786Z","","","2026-07-05T15:56:50.772Z","",""
"❌❌❌","EP5AhnUKkC4W5KrVa9G3errFkf5fGfonNgx9Pq9ppump","73","3.456790121","","","","","","","","","","","","","0.000002276","","","","","","","2026-07-05T15:56:51.403Z","","","","","",""
"ChicagoBulls","H3256AWkF3gfX3hRRr9Km9uWszgXUWgd3tZ5YHQa5xZA","69","3.555555554","","-197.792","","","","","28.045574057844007","","","","","","0.000003143","0.000002282","","","0.000002922","","","2026-07-05T15:57:09.408Z","2026-07-05T16:01:02.580Z","","","2026-07-05T15:57:44.788Z","",""
"ITACHI","FWHPdusdoRWuZ2Jgj4dCQBT62ZwJgjQgtysf6Pn9pump","71","3","","","","","","","","","","","","","0.000003911","","","","0.000002863","","","2026-07-05T15:58:09.418Z","","","","2026-07-05T15:59:56.791Z","",""
"zwazu","F7KTr1kw1ZnqJ3dgdviU56HRwqi1UwC1py1kcdG4pump","83","6.8","","108.016","","","","","-10.927835051546392","","","","","","0.00001424","0.00001455","","","0.00001296","","","2026-07-05T15:59:27.384Z","2026-07-05T16:00:38.764Z","","","2026-07-05T16:02:26.780Z","",""
"BULLDOG","CeoRps61JE7VcGkagE1YHtPXxYJ4c1RbK59te56Dpump","97","57.000000001","","","","","","","","","","","","","0.0000192","0.00001919","","","","","","2026-07-05T15:59:33.376Z","2026-07-05T16:01:38.580Z","","","","",""
"T&M","4zrD7LSBgijounuSjh3RierpuJ719XB7TuSfHw2epump","67","3.5","","","","","","","","","","","","","0.000002276","","","","","","","2026-07-05T16:02:21.422Z","","","","","",""
"BULLRUN","97grVPcpPF73XjLfN3WRAvzKX1uDgYh6Cf54b1kRpump","76","4","","","","","","","","","","","","","0.000005668","","","","0.000005019","","","2026-07-05T16:02:39.556Z","","","","2026-07-05T16:03:14.762Z","",""
"BULL","E3TvmtnYWYvGQ6gEabYnD1e9AGnRuQGfpGuftaJdpump","79","5","","","","","","","","","","","","","0.000002382","","","","","","","2026-07-05T16:02:57.415Z","","","","","",""
"Rufus","A7hgUQwZn5yGZo6yXDrvvikwjUHXDtzdiFPd1Duwpump","71","3.081481479","","","","","","","","","","","","","0.000002277","","","","0.000002277","","","2026-07-05T16:03:27.790Z","","","","2026-07-05T16:03:44.578Z","",""
"HUNGOVERGUY","GJV8jP619XBDiBWGZQEFJ1pLTVYwRQ5Zh4JAZtvopump","85","7.901234566","","","","","","","","","","","","","0.000002458","","","","0.000002279","","","2026-07-05T16:03:28.189Z","","","","2026-07-05T16:04:02.782Z","",""
"BULLCHUA","2koten9Hr87M1B98dGPxnoCWTWKojg9N5Rh4o1jTEAMM","66","3.555555554","","","","","","","","","","","","","0.000005508","","","","0.000004326","","","2026-07-05T16:04:51.386Z","","","","2026-07-05T16:05:26.791Z","",""
"DICKCISSEL","BfpsQ7VxY9z8cm72qkRGTeFf4zwZ9ubs3en2PEXwpump","71","3","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-05T16:05:09.382Z","","","","","",""
"Micro","CfSFFNYdnXyEmdMXDTXKrzfsTfvCrFJSjRHqPaMipump","","","","","","","","","","","","","","","","0.000004469","","","","","","","2026-07-05T16:05:20.571Z","","","","",""
"SOLANIANS","Hj8D8Sk6gBLNoYpU5y85eXsEc17c3d8NHnVLoCX2pump","71","3.081481479","","","","","","","","","","","","","0.000002318","","","","0.000002275","","","2026-07-05T16:06:03.797Z","","","","2026-07-05T16:10:32.763Z","",""
"PUMPKIN","5h7w7KVCTKMRGEVcpdij1ogJH75LkyL2QFFP6PGJpump","69","3.5","","186","","","","","-1.9827586206896401","","","","","","0.00000232","0.00000232","","","0.000002274","","","2026-07-05T16:06:04.317Z","2026-07-05T16:07:08.593Z","","","2026-07-05T16:10:14.593Z","",""
"ANSE","J5FT5xHdRoGL94BTTdvNeSJBv3cQzrwYQSeQz417pump","71","2.962962961","","","","","","","","","","","","","0.000002756","0.000002756","","","","","","2026-07-05T16:06:27.412Z","2026-07-05T16:07:26.592Z","","","","",""
"AiPHONE","AmNZF2ZTpGVu61PdwyLaiQ5BKMvEGVxYdaL3DBpEpump","71","3","","","","","","","","","","","","","0.000002321","","","","0.000002276","","","2026-07-05T16:06:39.373Z","","","","2026-07-05T16:11:08.598Z","",""
"AiPHONE","FUsuaJh1QMroJAvMSiUV9Wj3qZvUjL6ub6pvFQqhpump","66","3","","","","","","","","","","","","","0.000002568","","","","0.000002568","","","2026-07-05T16:08:45.397Z","","","","2026-07-05T16:12:26.637Z","",""
"Trenchaholic","kU435yMVV5P3H7PhBaw2LrBudXE2jAVAkLFBjx6pump","71","2.962962961","","","","","","","","","","","","","0.000002597","","","","0.000002597","","","2026-07-05T16:09:45.634Z","","","","2026-07-05T16:10:08.592Z","",""
"JUSTIN","AsTSPuLLsEH7U1RMm3zHwwrRjN9skZ6WWEfZjtNfpump","","","","","","","","","","","","","","","","","","","","","3.792e-7","","","","","","2026-07-05T16:09:57.395Z",""
"@","DjgvDgUQWXZz2yhE4FV7be3sJzwNLtSoTgESRV63pump","83","6.872852234","","","","","","","","","","","","","0.000003025","","","","0.000002454","","","2026-07-05T16:11:27.452Z","","","","2026-07-05T16:12:08.783Z","",""
"onboard","4kL6nTjYm2X3WDLU56Yj9dkbGHU9bVn8d7NADFa5pump","66","4.938271603","","","","","","","","","","","","","0.000002274","","","","0.000002274","","","2026-07-05T16:11:39.370Z","","","","2026-07-05T16:11:56.589Z","",""
"탱구","41NLS1qBzxYu6upd3xTHFpQNDcQ3tkv1EppopSqapump","79","5","","","","","","","","","","","","","0.00000504","","","","0.00000392","","","2026-07-05T16:11:51.399Z","","","","2026-07-05T16:12:32.779Z","",""
"LFARM","DKG7jxLMg5Mz1Fk95QLcecbMHdgYQULwaK8ZFamFpump","95","26.172839505","","","","","","","","","","","","","0.00001291","0.00001718","","","","","","2026-07-05T16:12:03.844Z","2026-07-05T16:13:26.753Z","","","","",""
"FARMERS","CdFy1Fat6ewtqvhhBGqids27NmEdtcWhiHf6ud3dpump","","","","","","","","","","","","","","","","","","","","","0.000002274","","","","","","2026-07-05T16:12:04.228Z",""
"Panchito","9CFHvJXeAjZMsf7ao8TfhtJzfm7E1oqrh4TEPCjTpump","68","3.950617282","","","","","","","","","","","","","0.000002961","","","","0.00000246","","","2026-07-05T16:12:57.395Z","","","","2026-07-05T16:14:08.779Z","",""
"DAWG","3vNsJLEDtqWrwYacr6Txe2uPAueCEBLawnaugFqFpump","","","","","","","","","","","","","","","","0.000002394","","","","","","","2026-07-05T16:13:14.564Z","","","","",""
"GIGABULL","7Kci5BaC71iyZKy158ymNg1YcACikMkBdgaLz6EHpump","83","6.419753085","","","","","","","","","","","","","0.00000231","0.00000231","","","","","","2026-07-05T16:14:33.750Z","2026-07-05T16:15:32.570Z","","","","",""
"MISTERBIS","ASRpJgU7Z1Hd28v1aPSh5uBpMyD6pyhjGfVWGbR6pump","66","2.962962961","","","","","","","","","","","","","0.000002272","","","","","","","2026-07-05T16:14:34.202Z","","","","","",""
"admin","75FZGKusPLdMQzgrqzrZhCBArL2DKK1LT4jWDEKEpump","70","2.88","","","","","","","","","","","","","0.000002272","","","","","","","2026-07-05T16:14:45.554Z","","","","","",""
"EGREGORE","3MjHAhpLtRF4aWoq7rniwxaJ3Vvw2Ao7twmwFSh8pump","68","5.5","","","","","","","","","","","","","0.000002293","0.000002293","","","","","","2026-07-05T16:15:27.471Z","2026-07-05T16:16:26.561Z","","","","",""
"DGT","DiMZUZyrfiRHnzT57Aruoe6KW3AoAaCM1rRdvKojpump","","","","","","","","","","","","","","","","","","","","","2.302e-7","","","","","","2026-07-05T16:16:33.585Z",""
"LFARM","Gdh3Es9NvhMiRa3NBVWn9JernaqA5ciFw22C4prLpump","69","2.673267325","","-83.877","","","","","0","","","","","","0.000002714","0.000002279","","","0.000002279","","","2026-07-05T16:17:33.703Z","2026-07-05T16:19:32.665Z","","","2026-07-05T16:18:08.788Z","",""
"Spongebobify","DzVmjFzG9NvZ3uVpGEt31QhLwTvdM5FrvuiJxUgopump","66","3","","","","","","","","","","","","","0.000002381","","","","","","","2026-07-05T16:19:03.362Z","","","","","",""
"BOOL","7Zov8tZ2Zi14LQJcLfZ99ELaN4oAkiqQxigFAiYppump","89","11.642949547","","","","","","","","","","","","","0.000006037","0.000006243","","","","","","2026-07-05T16:19:15.405Z","2026-07-05T16:20:14.557Z","","","","",""
"Spongebobify","4ZFYCfNAefGTur89afrKWc5MPBLA82UbPiY6aWXGpump","68","4","","","","","","","","","","","","","0.000002269","","","","","","","2026-07-05T16:19:33.454Z","","","","","",""
"GUYS","E7gsNjxRWSrZeaoaLekY3MLDy2cTXdjEiunRFmuVpump","82","8","","","","","","","","","","","","","0.000002303","","","","","","","2026-07-05T16:20:33.393Z","","","","","",""
"GUYS","BtdTNx3vuy4rnCWPPX5wcCnSE9HPgp9sRi4AqcQpump","74","5.5","","","","","","","","","","","","","0.000005436","","","","0.000003306","","","2026-07-05T16:21:57.429Z","","","","2026-07-05T16:22:32.805Z","",""
"Tsukune","AfjrmgECAw9asQN5UESnDZPYghe4GCc7qcTvcp6xpump","85","7.901234566","","54.218","","","","","-30.957286087075946","","","","","","0.00000613","0.000007281","","","0.000005027","","","2026-07-05T16:23:21.779Z","2026-07-05T16:24:20.565Z","","","2026-07-05T16:25:14.783Z","",""
"Pwump.fun","B4ist24BKS1rVzrb9G19DA6hVHQRnxCVPxrtjQA3pump","68","2.4691358","","","","","","","","","","","","","0.000002309","0.000002309","","","","","","2026-07-05T16:23:22.193Z","2026-07-05T16:24:20.581Z","","","","",""
"GOAT","5ewHPehbnVDG42bgFQ4YL7baoogfBUVBPxGgUrcppump","76","4","","","","","","","","","","","","","0.000002461","","","","","","","2026-07-05T16:24:21.462Z","","","","","",""
"TRB","Cvg5LDaBRXhYFzeKE5SzZNfUM7UBEjEDkDejS29rpump","68","4.000000001","","","","","","","","","","","","","0.000002918","0.000002912","","","","","","2026-07-05T16:25:20.762Z","2026-07-05T16:24:32.563Z","","","","",""
"ANSCUB","Dn1TgbqeSXvMkUdPLhP6KXopjM3NxtRyTRqDpzQXpump","82","6.100000001","","","","","","","","","","","","","0.000004739","0.000004739","","","","","","2026-07-05T16:26:39.792Z","2026-07-05T16:27:38.596Z","","","","",""
"07/05","55pkcykZq9rt4crXgxqeP4h1BPXfMyb7d5bSabzYpump","66","5","","","","","","","","","","","","","0.000002373","","","","0.000002373","","","2026-07-05T16:26:40.208Z","","","","2026-07-05T16:26:56.564Z","",""
"Nailong","8wKie5y1wrcKhZA4DpHm9Euxu5W7euUgUkCBzYcXpump","","","","","","","","","","","","","","","","","","","","","0.000003064","","","","","","2026-07-05T16:27:15.404Z",""
"Trumprot","A8ayMxU8X2gzxFU86gnHykx6uAMfKhD3m2SxZ4btpump","76","3","","","","","","","","","","","","","0.00000229","","","","","","","2026-07-05T16:27:21.420Z","","","","","",""
"Jindawg","5upNbbNFcNXLZZT8rkYAwhSmmzaeZzYzhRqLEyDgpump","79","4.938271603","","","","","","","","","","","","","0.00000259","","","","0.000002269","","","2026-07-05T16:27:39.390Z","","","","2026-07-05T16:28:50.771Z","",""
"Nailong","BjZXKGxsK8uPTQPaeq1nmB3sbfNyKJXG562GpUm7pump","84","7","","60.194","","","","","-26.199460916442053","","","","","","0.00001547","0.00001855","","","0.00001369","","","2026-07-05T16:28:27.364Z","2026-07-05T16:29:26.566Z","","","2026-07-05T16:30:26.760Z","",""
"EDITS","2tZwTNwDU2fqt7U9zjUHdbQb1Jixu231qK3Lwh6opump","70","2.88","","","","","","","","","","","","","0.000002271","0.000002271","","","","","","2026-07-05T16:29:15.435Z","2026-07-05T16:30:14.560Z","","","","",""
"BRAIN","FjMP2m4C2UD3aRurnY2FoFCPckBm38rPWCzdytfpump","66","5","","","","","","","","","","","","","0.000002459","","","","0.000002266","","","2026-07-05T16:29:33.420Z","","","","2026-07-05T16:31:20.772Z","",""
"TRIUMPHAL","EszaukhUov8cpYyZtsFTT6xp2J9NtwTfqhPsJVaNpump","66","3.5","","","","","","","","","","","","","0.000002268","","","","","","","2026-07-05T16:30:03.541Z","","","","","",""
"Nailong","5NPoLkzRT9VBmfwAvsk2UCE8NHG3bz6XREbqbGFYpump","97","49.382716048","","","","","","","","","","","","","0.00001019","","","","0.000009038","","0.000009038","2026-07-05T16:30:15.410Z","","","","2026-07-05T16:30:50.784Z","2026-07-05T16:30:50.769Z",""
"CAROLINE","Gaf47giC4DAfRX2qiBJyB2Nqpgpq2AqvxEAUux4ppump","97","39.506172838","","","","","","","","","","","","","0.00001231","","","","","","","2026-07-05T16:32:27.818Z","","","","","",""
"pump","Egh2L3GrFj9hz2QW6MF9tgQXxLVqrBKsnLLjvfjfpump","66","3.950617282","","","","","","","","","","","","","0.000009527","0.00001434","","","","","","2026-07-05T16:32:28.220Z","2026-07-05T16:33:26.574Z","","","","",""
"大牛","E2pU47ADWzHmApdBLMkJ8pUvQY5Z9HjrHKH331G7pump","","","","","","","","","","","","","","","","","","","","","0.000002309","","","","","","2026-07-05T16:33:03.375Z",""
"sol","FL2EKWp1Gm5pPpFvg8cb8ZFWVw2pBKASWCHUn7wEpump","71","3","","","","","","","","","","","","","0.000002269","","","","0.000002269","","","2026-07-05T16:33:51.514Z","","","","2026-07-05T16:34:14.585Z","",""
"◎","E5N2Uv5f9wWQsANongqAVyw3hYTM1GrB1V9vPXnDpump","71","3","","","","","","","","","","","","","0.000002269","","","","","","","2026-07-05T16:34:03.833Z","","","","","",""
".sol","HPfab3iYByS9Nj68T5XXSGj2aXhzedReaUgXPJ2Upump","66","3","","","","","","","","","","","","","0.000002374","","","","","","","2026-07-05T16:34:04.275Z","","","","","",""
"Nailoong","HkMJEowxozt2oRtSoy9vhmQ6rN3k7CJoeaJy14bnpump","70","4.938271603","","","","","","","","","","","","","0.000002311","","","","","","","2026-07-05T16:34:10.245Z","","","","","",""
"BULL","Cwf5F4smXdAgQyzdLA7wvLfrmuv4WwdeY9hxKM45pump","71","3.083247687","","","","","","","","","","","","","0.000003113","","","","0.000003113","","","2026-07-05T16:34:21.463Z","","","","2026-07-05T16:34:44.551Z","",""
".sol","so1q6RnDbYHNNApVtXjKcbEUwz5fMGtNf6wkZKVyZjF","75","3","","","","","","","","","","","","","0.000002734","","","","0.000002269","","","2026-07-05T16:34:57.363Z","","","","2026-07-05T16:35:32.752Z","",""
"SHORTY","DLg2TqzbNZePw85FFxTeyxAmEzUFw93z3nuNTUEWpump","","","","","","","","","","","","","","","","0.000002874","","","","","","","2026-07-05T16:35:08.564Z","","","","",""
"wCAT","9C4rbNiDqJvN9xZsBDA5MUALgGkqP4MeJzWEEhMoRYRa","75","3.88","","","","","","","","","","","","","0.000002526","","","","","","","2026-07-05T16:35:27.366Z","","","","","",""
"Jindawg","2sXfzed3fRtYN8R6hYiXiCzBpgEgyGM7SioYWrBDpump","66","2.962962961","","","","","","","","","","","","","0.000002268","","","","0.000002268","","","2026-07-05T16:36:21.443Z","","","","2026-07-05T16:36:38.553Z","",""
"KDSH","47rhLeFJGA4cCPrTuVUN2Y5AQWcTNKyF32p6ZAodpump","84","6.913580245","","","","","","","","","","","","","0.000002278","","","","","","","2026-07-05T16:37:15.754Z","","","","","",""
"piglet","C6CGXhydNxMPYTfDySUbBZvqvKBg2hiMRC5XvDRmpump","66","2.962962961","","","","","","","","","","","","","0.000002291","","","","","","","2026-07-05T16:37:16.180Z","","","","","",""
"rodrick","bhm6reQRQnYU7ewJ9RhDPHsbUXQzA4hLsNGSUAMpump","85","7.901234566","","","","","","","","","","","","","0.000004318","","","","0.000003225","","","2026-07-05T16:37:21.371Z","","","","2026-07-05T16:38:02.770Z","",""
"fireworks","MaknWCMJJ4atiWGqK7YJHYMmeNYshnfh32gkj5wpump","67","7.000000001","","","","","","","","","","","","","0.000004131","0.000004131","","","","","","2026-07-05T16:37:33.870Z","2026-07-05T16:38:32.550Z","","","","",""
"◎","so1Vxcnsrch1cT7Ps1uqxZUk8FKDe8hqaX3QQEuNiLx","73","3","","","","","","","","","","","","","0.000003338","","","","0.000003081","","","2026-07-05T16:37:34.243Z","","","","2026-07-05T16:38:56.770Z","",""
"◎","CDVq82upLtuzHgiBJ4ZrxiHcQVmVRYxbQCKXpVzUpump","","","","","","","","","","","","","","","","","","","","","0.000002312","","","","","","2026-07-05T16:37:39.475Z",""
"bullish","DpYETdoFxHGYUVVGw243JSsXAV2PdCf65eyzJwwKpump","98","5","","","","","","","","","","","","","0.00002045","","","","0.00001454","","","2026-07-05T16:37:57.373Z","","","","2026-07-05T16:38:38.766Z","",""
"Base58","3G7z2mWsgYMvsHyaPtMGjLzpeyfAL5dfLvRqbd6Xpump","66","3","","","","","","","","","","","","","0.000002268","0.000002268","","","","","","2026-07-05T16:38:27.379Z","2026-07-05T16:39:26.560Z","","","","",""
"ber","Eo1DCBoHgpCdW4qKw6WfgoyC7MWK8VQeuxYWtcCLpump","73","3.456790121","","","","","","","","","","","","","0.00000253","","","","0.000002363","","","2026-07-05T16:39:39.478Z","","","","2026-07-05T16:40:14.814Z","",""
"SUPPLYSLOP","7E1g3xWbQCzhyCjzJMfQDHWCgmWQig5K1mrLJLYSpump","66","3","","","","","","","","","","","","","0.000002265","","","","","","","2026-07-05T16:40:03.447Z","","","","","",""
"bullish","5dMxKat6G1rkMYn6fMsCwi27JvaNNN5ncxA4Lj4opump","75","3.950617282","","","","","","","","","","","","","0.000002377","0.000002377","","","","","","2026-07-05T16:40:27.392Z","2026-07-05T16:41:26.550Z","","","","",""
"bullish","E7rn6ZvyJPiGzsYnhkf6M5p8RgiJJTwmLz65tjdrpump","66","2.962962961","","","","","","","","","","","","","0.000002336","0.000002336","","","","","","2026-07-05T16:41:21.367Z","2026-07-05T16:42:20.545Z","","","","",""
"pump","9Hy2d5qZoXfaHYXaE3JTPVbKfh6TmUvteLs4YEpapump","66","2.300000001","","","","","","","","","","","","","0.000002263","","","","0.000002263","","","2026-07-05T16:43:32.749Z","","","","2026-07-05T16:43:32.757Z","",""
"FABLE","9T3Skitkr49WDk66Tk1MDaW35xMfbXoL53b7wqN3pump","71","4","","","","","","","","","","","","","0.000002265","","","","","","","2026-07-05T16:43:57.560Z","","","","","",""
"TBPE","GVJGsXVQHnsRJVeA4PBBvVi9cnQ5HJ7LgbzutRkKpump","81","5.600000001","","","","","","","","","","","","","0.000003221","0.000003221","","","","","","2026-07-05T16:45:51.376Z","2026-07-05T16:46:50.558Z","","","","",""
"Trenchaholic","GFDkmVGMXdsG1gdLZjg3oYRxKVbpyNZCGiXC1fzfpump","71","3.03","","","","","","","","","","","","","0.000002265","","","","","","","2026-07-05T16:46:39.377Z","","","","","",""
"PUMP","CmyDHsinWgGBP2WJKTDuFNu9cDhfsFbmjN2BXHMWpump","100","38.054968288","","18.102","","","","","-15.466262319939354","","","","","","0.00001307","0.00001319","","","0.00001115","","","2026-07-05T16:48:09.365Z","2026-07-05T16:49:08.663Z","","","2026-07-05T16:49:26.765Z","",""
"MH","8vHVxbbfT4u8QimRzAzPxoypeCFowUt7rG52dY9cpump","75","0.060000001","","","","","","","","","","","","","0.00004418","0.00004418","","","","","","2026-07-05T16:48:21.467Z","2026-07-05T16:49:20.563Z","","","","",""
"100$","4Rct5tVKXhMsbV1Eex4CHCpL81kv4mwqafdfdRLcpump","67","5","","","","","","","","","","","","","0.000004153","","","","0.000003158","","","2026-07-05T16:48:45.447Z","","","","2026-07-05T16:49:56.747Z","",""
"SO11","HUQnyJrLmytD7XdCU6qAknDqpkUgdgiQE7ABNKrCpump","68","3.950617282","","","","","","","","","","","","","0.000006852","","","","0.000002564","","","2026-07-05T16:48:57.358Z","","","","2026-07-05T16:49:38.742Z","",""
"BELONG","J7EA8VxQCkxhh6PdwFarEG82BhCVXKFXhTfSHNXgpump","95","24.691358022","","","","","","","","","","","","","0.00001089","","","","0.000008167","","","2026-07-05T16:49:09.898Z","","","","2026-07-05T16:50:32.752Z","",""
"DRIZZ","7fNEhKRXHSgFsSnqeL9xPijnjafnH6zUZmwBNHYCxZyL","","","","","","","","","","","","","","","","","","","","","4.236e-8","","","","","","2026-07-05T16:49:10.267Z",""
"KUPS","A9GDc47vqwbfGSviGKzyYZKvUK8yRknoR5YLyqGtkups","70","2.883950616","","","","","","","","","","","","","0.000002317","0.000002317","","","","","","2026-07-05T16:49:33.393Z","2026-07-05T16:50:38.551Z","","","","",""
"ELONBULL","FPeFPNGKW83Q6TdoFnrXuMz3H23oMj9iiH1dQtJYpump","","","","","","","","","","","","","","","","0.00000528","","","","","","","2026-07-05T16:51:08.564Z","","","","",""
"KUPS","AvhXZ7CSH7zUxjyHFuVcBK9TiMqNgAhV5KFrHqbokups","","","","","","","","","","","","","","","","0.000002274","","","","","","","2026-07-05T16:51:20.542Z","","","","",""
"KUPS","9hW92MM9PGDLiwkXKY4vsX19pXztRTGBcD1oDnyHkups","71","2.962962961","","","","","","","","","","","","","0.000002295","0.000002295","","","","","","2026-07-05T16:51:33.372Z","2026-07-05T16:52:32.563Z","","","","",""
"BOLL","Ds7oQ8mqnXQvNCD2SgrPV8dxfhysoaMizPUH6nhkpump","68","2.469135801","","","","","","","","","","","","","0.000002265","","","","","","","2026-07-05T16:51:45.388Z","","","","","",""
"MELON","6XnQCzTwJoUsfWGW4mwLBinWU4Gve5iDu6HQaP2hpump","85","7.901234566","","60.217","","","","","-36.873476022758055","","","","","","0.000003691","0.000003691","","","0.00000233","","","2026-07-05T16:51:50.743Z","2026-07-05T16:52:08.554Z","","","2026-07-05T16:53:08.771Z","",""
"SO1","so1UTSpDpGWvwU1YApr21z63henNNUkdjRjH9aLjKid","72","3","","","","","","","","","","","","","0.000002451","","","","0.000002267","","","2026-07-05T16:52:33.635Z","","","","2026-07-05T16:55:02.754Z","",""
"SOLKID","ftPzFqEB5g1jV5cMJsikeSyF8kYwYyxhpqHUVgEpump","80","5.432098764","","","","","","","","","","","","","0.000003758","","","","0.000003195","","","2026-07-05T16:53:27.417Z","","","","2026-07-05T16:54:08.766Z","",""
"BTC_MORDOR","23L9orMssDxPfUjDwwFo9YZ3YpMyH94A7TWjy5Gwpump","75","3.950617282","","","","","","","","","","","","","0.000003759","","","","0.000003441","","","2026-07-05T16:54:03.367Z","","","","2026-07-05T16:56:44.757Z","",""
"MH","3r8rNKK3j2AtwvKdmJbeiWMm7YkNPyky9DTXSX6Kpump","","","","","","","","","","","","","","","","","","","","","4.458e-7","","","","","","2026-07-05T16:54:15.400Z",""
"XBT","XBT7RNT5awSPjnYJk845745PeCcpfLZ7p1EbZa4SJ4X","71","4","","","","","","","","","","","","","0.000002301","","","","0.000002301","","","2026-07-05T16:54:45.378Z","","","","2026-07-05T16:55:08.557Z","",""
"SPL","SPLDJgQCK5uAUhvM8WobiAzcsio8gdebiek9ibmVaGL","67","4.938271603","","12.234","","","","","-17.07403471484236","","","","","","0.000002788","0.000002823","","","0.000002341","","","2026-07-05T16:55:27.406Z","2026-07-05T16:56:26.562Z","","","2026-07-05T16:56:38.796Z","",""
"ANSEM","DBBwHpfRBCumGxovxWrhEYqo8SbFsdJY7vp86Vs9pump","73","3.456790121","","","","","","","","","","","","","0.000002309","","","","0.000002309","","","2026-07-05T16:55:39.424Z","","","","2026-07-05T16:56:02.542Z","",""
"SPL","SPLf9uohWjeArqmJYo91MWV83chhcFgBNE6QbUPBFsU","78","7","","","","","","","","","","","","","0.000002372","","","","0.000002372","","","2026-07-05T16:56:09.395Z","","","","2026-07-05T16:56:32.552Z","",""
"SPL","SPLHwGJD79kUXkhbgb3nuoeuGQHkmh8boELfcNGBrQa","70","3","","-59.756","","","","","-57.258672699849164","","","","","","0.00000267","0.000005304","","","0.000002267","","","2026-07-05T16:56:51.412Z","2026-07-05T16:58:26.552Z","","","2026-07-05T16:57:26.796Z","",""
"HODLA","JASbhQmMsBEGRMNrDSrPd9XAumYX55nTxgNeyYAnpump","79","4.938271603","","","","","","","","","","","","","0.000003316","0.000003543","","","","","","2026-07-05T16:57:21.362Z","2026-07-05T16:58:20.608Z","","","","",""
"LAMB","6qjKLctHmUKriKEcEWtd9LPxdMoMaYCMEjPPgW4npump","73","3.35802469","","","","","","","","","","","","","0.000002592","","","","0.0000023","","","2026-07-05T16:58:03.412Z","","","","2026-07-05T16:59:14.839Z","",""
"SNORF","Fs2Tt2v4ceaLSPSV2Shh2dtBt8ndUY4whqDxeqhogGAd","","","","","","","","","","","","","","","","","","","","","2.111e-7","","","","","","2026-07-05T16:59:27.378Z",""
"Daisy","8xMzVP1himjgqAVu1PC6EVnMz2WXgMofuJrnvFqqpump","71","3","","","","","","","","","","","","","0.000002483","","","","","","","2026-07-05T16:59:45.359Z","","","","","",""
"YEET","4gmc9Y31icAZy7G5Pb1dBQfjsykjZboBQtaARuPzpump","66","3","","","","","","","","","","","","","0.000002268","","","","","","","2026-07-05T16:59:51.410Z","","","","","",""
"SPL","SPLMef2uEDWxgvbdWJXuahWMrFTKpiEPXLBNtZRqq4S","77","5","","","","","","","","","","","","","0.000002373","","","","0.000002373","","","2026-07-05T17:00:09.364Z","","","","2026-07-05T17:00:26.550Z","",""
"MESNA","9h4wzDbcyHoGgJAFMaX1F1QLBhNRpRft5ofeb4V8pump","71","2.962962961","","90.228","","","","","-17.6621708413616","","","","","","0.000003114","0.000003114","","","0.000002564","","","2026-07-05T17:01:57.673Z","2026-07-05T17:02:56.557Z","","","2026-07-05T17:04:26.785Z","",""
"ZANSEM","EUCxumUnc4gGtgPWtbg1RDH7CRST6wio9SD5efafpump","94","23.000000001","","","","","","","","","","","","","0.000008984","","","","0.000002498","","0.000002498","2026-07-05T17:02:21.367Z","","","","2026-07-05T17:02:56.757Z","2026-07-05T17:02:56.746Z",""
"BALLS","4kQWth8dERA4W4j4W5FoB6Dw7RR55z53ZxJ5xJkTpump","71","3.083247688","","","","","","","","","","","","","0.000002278","","","","","","","2026-07-05T17:02:57.964Z","","","","","",""
"Sole","uXoAuQQkAix595HX8xKJQX48ARNAZ3Qs5xkEgyZpump","67","5","","","","","","","","","","","","","0.000002376","","","","","","","2026-07-05T17:02:58.198Z","","","","","",""
