symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,peaked_after_exit,peak_after_exit_s,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
" ","CKvGs3TsVhmWjd8wCTMYs3JHwdUagB445QKsNMzzpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002028","","","","","","","2026-08-03T13:18:36.866Z","","","","","",""
"CBANQ","7rAj17xzVA9pPU2KUAbrgYfsf14qwd8vUTXdoeNSpump","69","0.296296295","","54.269","","","","","41.8","14","-86.5","","","41.8","0","54","0.296296295","0","0","1","0","0","1449.7","3","903.44","903.44","0.552","0.552","-29.87","","0","0","1","0","0","-80.90407177363699","","","","","","0.000001284","0.000001449","","","2.767e-7","","2.767e-7","2026-08-03T13:18:42.820Z","2026-08-03T13:19:42.582Z","","","2026-08-03T13:20:36.851Z","2026-08-03T13:20:36.850Z",""
"DOGETTE","8xC8JHv3ZvkjpNGKfSthLZpmoWL2pCzZFDa1tcatpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000269","","","","","","","2026-08-03T13:18:48.780Z","","","","","",""
"LIKDAPUSS","DoAzER77bczG9Q5jnyeSuBBk8cWNCHBTru6RWsgwpump","64","0.246913578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002113","","","","","","","2026-08-03T13:18:48.807Z","","","","","",""
"Ken","6Jg78ih2SaAMiff2VJv45bnXeAiQESrkFGUDhZi6pump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002157","","","","","","","2026-08-03T13:19:12.848Z","","","","","",""
"KEN","85w58abn7z1oEeXsvR4Qurdn8AJWPjbgfKWnp5E8pump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002814","","","","","","","2026-08-03T13:19:12.849Z","","","","","",""
"PWS","8CAqUYkz9jCqe8L5F57m4As9hAgFg91E4uqJpifopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61e-7","","","","","","2026-08-03T13:19:18.835Z",""
"Onyx","BnMCmuiJ7TGin4PPZbbao9fpjTr7nJ7g9dxWNgCpump","64","0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001516","","","","","","","2026-08-03T13:19:24.812Z","","","","","",""
"ONYX ","4TQ281473oZyeJEkDwSZs9amUGmVs8i9MEjKqukQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.136e-7","","","","","","2026-08-03T13:19:36.784Z",""
"Onyx","FT6suidG9Ri3VnUaZZAyB1ajDe5P4uodY28f6k3Npump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001226","","","","","","2026-08-03T13:19:36.863Z",""
"Awkward","9N97W5vssSCKEctLqyfcLdw4santCXkSg6Y4bjqzpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000216","","","","","","","2026-08-03T13:19:48.756Z","","","","","",""
"DOGETTE","6Uxv11hUDzweAsf3fQKz9tug7EgMeyNPxx5R2z7apump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002121","","","","","","","2026-08-03T13:19:54.806Z","","","","","",""
"jamal","CykZemXqiksFh3397C68UQrowqGUcDsro5pvxPXQ6tdj","67","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002064","","","","","","","2026-08-03T13:20:00.763Z","","","","","",""
"DIP","A8b4HsrzCttjBzScXkrdMkFsu7q7AnQTXZcfwXyXx9Nb","64","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002304","","","","","","","2026-08-03T13:20:06.901Z","","","","","",""
"dip","CqWueDfSe9sPS9K12zxkRRCsoodiBrCts45DLiHypump","75","7","","","","","","","53.9","32","-78.1","","","53.9","0","902","7","0","0","0","0","0","6275.85","4","16900.37","16900.37","0.607","0.607","103","","0","0","1","0","1","","","","","","","0.000006667","0.000006275","","","","","","2026-08-03T13:20:06.947Z","2026-08-03T13:22:24.831Z","","","","",""
"DIP","Axv7avRxZEZvysAxq2v7VSjgS4F2D7ZLJhUapuykasc4","62","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002303","","","","","","","2026-08-03T13:20:12.766Z","","","","","",""
"💛🐈","FiYA1KXfzm6C9c5kneXyQomEvAixUrqUYy2NfvhEpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000317","","","","","","","2026-08-03T13:20:18.775Z","","","","","",""
"pumpy2","8LWvx1RPdUd3vLYFienmxn1oT5TG5un2QqrYoMNppump","66","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001236","","","","","","9.201e-7","2026-08-03T13:20:18.809Z","","","","","2026-08-03T13:21:00.821Z",""
"DOGE","2H7dcNf9LiawfP9i134KKDkxbT3tGH4VUzB44Wd2zYQJ","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002133","","","","","","","2026-08-03T13:20:24.778Z","","","","","",""
"💛🐈","AFri3PEd3XXNBYtk3kHzpbBW9Li2MKNvfQpCwMnZpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000209","","","","","","","2026-08-03T13:20:30.784Z","","","","","",""
"💛🐈","Du8wgBFe1gqRhuXevzVN3ies8T25uLVoZR3hnuDKpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002046","","","","","","","2026-08-03T13:20:36.804Z","","","","","",""
"💛🐈","6DHw9dEbAPu7zCd4MQ8JoNZeWaJUUrCCasT2hpNnpump","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000216","","","","","","","2026-08-03T13:20:36.851Z","","","","","",""
"Turnt","r2azhynzGRzmXhJQpvm7yV3wX1Z2YPWbscVu8Repump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000216","","","","","","","2026-08-03T13:20:48.765Z","","","","","",""
"💛🐈","A8pJEVkPPmafAiTWQ9b4Z1rJKaHLVeDu7zYy2h34AzBg","61","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002307","","","","","","","2026-08-03T13:20:48.827Z","","","","","",""
"DWC","GSXkdkSAmJy5ZnWxeRq1bcgYjEVKWvhPQmGXeuoqpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002032","","","","","","","2026-08-03T13:20:54.798Z","","","","","",""
"RNDM","56kZ4dkFMo8ppx2zg6dgbjf4xpTvSaw8Mzw5qtZNpump","68","0.200031254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001646","","","","","","9.487e-8","2026-08-03T13:20:54.800Z","","","","","2026-08-03T13:21:54.816Z",""
"💛🐈","5Nj8eXzwt9V3SQSV9wctSQ3MFqYrmcaQ9CPdYdsvpump","67","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002071","","","","","","","2026-08-03T13:20:54.834Z","","","","","",""
"diddyyyy","HH1DUduq4hL8tkcZoz5i5pK3A4xjXd86UrbcZvh1pump","66","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002056","","","","","","","2026-08-03T13:20:54.839Z","","","","","",""
"William","6FEqTB75vFtefWx1DGosEDxFUDXd2B3ErVA13dnbpump","63","3.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002033","","","","","","","2026-08-03T13:21:18.851Z","","","","","",""
"EarthX","JC56znPASStkVCfGQRptjXoCXHzd7yAeXfLZZby6kZKG","60","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000231","","","","","","","2026-08-03T13:21:36.838Z","","","","","",""
"DOG","6ZcAvZq9RArr4jzenQNVJr5tikgxud8ePBBbNwEMpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002126","","","","","","","2026-08-03T13:21:42.830Z","","","","","",""
"SPCX","2zpuToCw3d18fpPVZqPGA74etRuz8RRi6RSPBqBppump","69","5.925925924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-08-03T13:21:48.794Z","","","","","",""
"kim","A8E8BFwGY3J5gnVCNyZDWfkw2coAAsRHqWEH8ictPwyB","63","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002052","","","","","","","2026-08-03T13:22:00.884Z","","","","","",""
"DOOSPE","C7FT4S63n6xRkmGujXYrn6UbThXG4CzSm93vuWHnpump","68","0.246913578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001498","","","","","","","2026-08-03T13:22:06.785Z","","","","","",""
"PWS","3PgJyWQb2WvGBz4ivmuJiRid8oMhMy7rp5ftc3fnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.953e-8","","","","","","2026-08-03T13:22:06.823Z",""
"Zoe ","BNK2kJrmPFocSq4ATTBzrXLNjH8MFemNFqz6C5Qopump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-08-03T13:22:12.875Z","","","","","",""
"Zoe","CRaKB6f2RkFesahRRQeAD4W2S8dzer7TpgtibZhYpump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002032","","","","","","","2026-08-03T13:22:18.850Z","","","","","",""
"Zoe","AHKypmz1kuziX2Gzndhu6SwLAt7ZUP59ZSHq7wK3pump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-08-03T13:22:24.775Z","","","","","",""
"AZIZI","2pYYHYjEcxJBqbVATkTQi2vgCdX7kH6MeqgEEUsqpump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002133","","","","","","","2026-08-03T13:22:42.789Z","","","","","",""
"Bat","2cwn5VQGWnzVmaLgYC6gqd61rHHrsWhY2XjrJtsEpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002033","","","","","","","2026-08-03T13:22:48.824Z","","","","","",""
"STACHE","JARpdfXRpFAQjZooeSokm1J9uaCsKwfXrceu29YPpump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2159.99","4","529.09","529.09","0.556","0.556","-6.5","","0","0","1","0","0","","","","","","","0.000002159","0.000002159","","","","","","2026-08-03T13:22:48.826Z","2026-08-03T13:25:06.824Z","","","","",""
"Kospi","Ge7FWurv3EH8Xh9UvLsSU6Fp2p3wD4E1qWk8G3Repump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002135","","","","","","","2026-08-03T13:22:54.811Z","","","","","",""
"Kito","uFkBdRKJB9MeFVDPVRcibQZkL6xx3KLxrZrTwEEpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002213","","","","","","","2026-08-03T13:23:06.841Z","","","","","",""
"BLKROCK","AMD79LvphX2QPQUaTmtqFfZpB7cjYwXoj3NEH3T6pump","65","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002866","","","","","","3.44e-7","2026-08-03T13:23:12.782Z","","","","","2026-08-03T13:24:01.593Z",""
"Kito","8DTkGvfPP7iaUWMH5TwHhmG6ZocBUo2gJ9PqGDkipump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003369","","","","","","","2026-08-03T13:23:18.905Z","","","","","",""
"KOSPI","5hfrYWrhvsHB6YTpGuPeESixueFX17A34ZAJ59zwNeCV","61","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002134","","","","","","","2026-08-03T13:23:18.919Z","","","","","",""
"RNDM","7nxq789M3xpA5aH4dLUQ7FPEBiT5vQgmSAYWQ3RGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.815e-7","","","","","","2026-08-03T13:23:18.922Z",""
"5th","5yQY9Fc5tJEV8dKay19C7JbEX1ofnkFbaQafnrcwpump","72","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002309","","","","","","","2026-08-03T13:23:30.817Z","","","","","",""
"DCcoin","GtDv6mrB8cL9NuJRz2zYBkwgj8mJAw3VTs7toiBTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.507e-8","","","","","","2026-08-03T13:23:36.811Z",""
"DOGWIFMASK","H4WEVEjqegQ4ybKn7dvAqyiBeG8mQd3bS673YKkppump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002128","","","","","","","2026-08-03T13:23:36.851Z","","","","","",""
"Toolman","AyTsQj94e8xUuvwgV1y6GWRzapQyxkNLNXFtFcPopump","62","3.85185185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002142","","","","","","","2026-08-03T13:23:42.795Z","","","","","",""
"Kmichi","C8sjksb6pVYyTEsyKPwVXzPtzit3givRVjdk4TUhpump","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002032","","","","","","","2026-08-03T13:23:48.787Z","","","","","",""
"Jackcoin","BZG1rHQihYjsGn14TG5kSStUhtFKLZEo2mxk4pT6pump","69","0.300046881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002042","","","","","","","2026-08-03T13:23:54.827Z","","","","","",""
"Kimchi","34UCuCT83TBs2txE87vAsZDip65nKFVTCgJFCV6Mpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002033","","","","","","","2026-08-03T13:23:54.868Z","","","","","",""
"HashRun","BSaKT4EoiXZyBzfChdQpyZGqcnAHnwDNGbiRmNFepump","57","1.97530864","","","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2497.45","4","686.14","686.14","0.7","0.7","8.13","","0","0","1","0","0","","","","","","","0.000002455","0.000002497","","","","","","2026-08-03T13:24:01.487Z","2026-08-03T13:26:12.878Z","","","","",""
"HiRex","6VS8iNcvWzTwnoGqcYepxpfC2YkfUhvF6HbL5Amppump","","","","","","","","","0","0","0","","","0","0","905","4.000625096","0","0","0","0","0","3087.03","4","506.54","506.54","1","1","18.16","","0","0","1","0","0","","","","","","","","0.000003087","","","","","","","2026-08-03T13:24:01.575Z","","","","",""
"CHIBI","9Jvz1GfVNCdDnRidNMp2U2PJftQqQocsn1JgvceNpump","67","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-08-03T13:24:06.861Z","","","","","",""
"Sal","DAmmXVby9emwdSijR9Ln9PERfRGVgnH4RtGDUmm9PfCF","59","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002309","","","","","","","2026-08-03T13:24:18.795Z","","","","","",""
"SOL","GbaxCeRxzoLnZ435wkBaCp7NWaxXBnCRFyB1sMpgpump","65","5.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002127","","","","","","","2026-08-03T13:24:18.859Z","","","","","",""
"DOOSPE","AFYU8YCw6NSPkz9zHsmZcK1sU3VYrpwb1YppzUWUpump","64","0.246913578","","","","","","","0","0","0","","","0","0","904","0.246913578","0","1","1","0","0","3302.71","4","134.64","134.64","0.688","0.688","59.8","","0","0","1","0","0","","","","","","","0.000003302","0.000003302","","","","","","2026-08-03T13:24:24.862Z","2026-08-03T13:26:42.784Z","","","","",""
"Cosmo","ABP3C4F7zw6fC4XENCZ5UDyHSMcaJdMG226Uuyp1pump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002136","","","","","","","2026-08-03T13:24:36.804Z","","","","","",""
"pumpy","H5XCBd77o5PjPXZKFuw9Nef5exfbwZ8qmetZFNgspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001094","","","","","","2026-08-03T13:24:42.839Z",""
"CAP","GjqWMnSzwQKtnB57ooUZgqBaQYG4aVgzRuvYKUVwpump","57","1.975308641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002146","","","","","","","2026-08-03T13:24:54.797Z","","","","","",""
"TIT","GqLg2cjeCWii8Y7oLjZhcj6uKSACGeJeUy6KCxArRw8t","75","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002068","","","","","","","2026-08-03T13:25:00.796Z","","","","","",""
"UBERMAN","J1e5HbBa7XDBBueeft9wDLHUPvMEdG1TnRR97ebQpump","60","3.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002031","","","","","","","2026-08-03T13:25:00.818Z","","","","","",""
"BID","4KeuoAr1sZiAt6Adrzw2jNC7dNR38mAtmroT1EcCpump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002133","","","","","","","2026-08-03T13:25:12.867Z","","","","","",""
"CRYPTOSEXUAL","J7jszT9KePp8Q7878KRVBhn4AT5JPUnn5kVfmwNYpump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002132","","","","","","","2026-08-03T13:25:12.887Z","","","","","",""
"INCT","8TUM9fTTm6A6qdym6oD7C3EghCdmZ7cqhPPDxUMdpump","55","1.798269431","","","","","","","","","","","","","","","1.798269431","0","0","0","0","0","2462.67","4","646.53","646.53","0.625","0.625","7.93","","0","0","1","0","0","","","","","","","0.000002462","0.000002462","","","","","","2026-08-03T13:25:36.778Z","2026-08-03T13:27:54.797Z","","","","",""
"Cat","9opjDPgNfbeRMCtTke1FfbwcmDJ5uCRzgbtEk7e4pump","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001133","","","","","","","2026-08-03T13:25:48.807Z","","","","","",""
"Meringues","CY7PB4eUyvkXhcQ4o7Rdd5QkUvFhczvMwAHoaFQapump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002161","","","","","","","2026-08-03T13:25:48.838Z","","","","","",""
